left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C345	C750	0.781206	0.894746	0.565968	0.701324	0.939101	0.761739	1.0	mutual_knn
C369	C475	0.748384	0.854252	0.594761	0.54696	0.881335	0.76246	1.0	mutual_knn
C205	C454	0.744753	0.831518	0.586943	0.606729	0.922382	0.766178	0.935163	mutual_knn
C479	C781	0.742595	0.816764	0.568844	0.669224	0.966379	0.730274	0.901846	mutual_knn
C007	C018	0.734724	0.810266	0.48589	0.848857	0.989387	0.668485	0.958116	mutual_knn
C053	C215	0.726007	0.831388	0.434084	0.821159	0.979714	0.726859	0.951932	mutual_knn
C503	C810	0.711679	0.769251	0.556463	0.686616	0.914535	0.731086	0.87751	mutual_knn
C205	C499	0.710205	0.878221	0.551003	0.352923	0.705013	0.732782	0.935163	mutual_knn
C273	C737	0.710095	0.808009	0.546868	0.629145	0.791155	0.749936	0.918625	mutual_knn
C328	C601	0.694563	0.765913	0.540425	0.604055	0.890736	0.703452	0.952872	mutual_knn
C578	C601	0.692351	0.780687	0.578771	0.512604	0.771165	0.757172	0.946529	mutual_knn
C1332	C773	0.69114	0.72664	0.574265	0.607356	0.948047	0.830083	0.929868	mutual_knn
C087	C442	0.689471	0.716004	0.516626	0.793465	0.971348	0.684517	0.966714	mutual_knn
C370	C506	0.686	0.68218	0.561254	0.782128	0.983208	0.733165	0.833115	mutual_knn
C077	C296	0.684914	0.753225	0.49322	0.681607	0.921751	0.736614	0.942196	mutual_knn
C1038	C352	0.683851	0.751502	0.548776	0.584255	0.85042	0.712411	0.948115	mutual_knn
C003	C018	0.68382	0.685209	0.52384	0.849424	0.991215	0.712032	0.933629	mutual_knn
C177	C482	0.679457	0.84217	0.568747	0.136407	0.741074	0.816353	0.940203	mutual_knn
C027	C056	0.679302	0.708946	0.534384	0.65783	0.987304	0.819506	1.0	mutual_knn
C475	C759	0.679042	0.758963	0.533844	0.531488	0.862591	0.730032	1.0	mutual_knn
C1239	C907	0.67846	0.75715	0.497782	0.584791	0.920713	0.687973	0.898667	mutual_knn
C174	C750	0.677899	0.737619	0.539194	0.585514	0.887796	0.714021	1.0	mutual_knn
C116	C734	0.676835	0.688425	0.548791	0.725303	0.954545	0.834312	0.886148	mutual_knn
C1063	C971	0.674095	0.78686	0.470168	0.52471	0.871435	0.673386	1.0	mutual_knn
C1284	C349	0.672912	0.832495	0.454613	0.400523	0.802277	0.776068	1.0	mutual_knn
C008	C103	0.671621	0.673362	0.525548	0.798706	0.97405	0.784613	0.849049	mutual_knn
C946	C958	0.671122	0.726157	0.511855	0.619439	0.925429	0.753963	0.939221	mutual_knn
C106	C272	0.670823	0.829458	0.488299	0.309623	0.786417	0.688581	1.0	mutual_knn
C008	C068	0.669245	0.664188	0.536037	0.770899	0.992505	0.772495	0.80965	mutual_knn
C1038	C428	0.669077	0.762173	0.488847	0.555241	0.858116	0.687895	0.892268	mutual_knn
C179	C359	0.666463	0.720213	0.572752	0.485573	0.859738	0.753197	0.912527	mutual_knn
C296	C844	0.666261	0.690276	0.540612	0.669681	0.919709	0.723922	0.854847	mutual_knn
C039	C087	0.663319	0.67929	0.521658	0.700437	0.971327	0.69233	0.815813	mutual_knn
C666	C682	0.662564	0.770701	0.462087	0.497545	0.88833	0.667824	0.901718	mutual_knn
C174	C345	0.661765	0.678726	0.583668	0.546374	0.926645	0.761739	0.894746	mutual_knn
C027	C145	0.661733	0.621316	0.555829	0.851945	0.991314	0.717159	0.811386	mutual_knn
C129	C267	0.660822	0.661591	0.581368	0.58963	0.966534	0.752943	0.856067	mutual_knn
C155	C297	0.660776	0.668011	0.539042	0.679383	0.971199	0.728783	1.0	mutual_knn
C391	C499	0.660158	0.718973	0.470005	0.648013	0.948683	0.639829	0.870325	mutual_knn
C012	C018	0.659048	0.701491	0.475032	0.683971	0.973963	0.712032	0.933629	mutual_knn
C369	C759	0.65899	0.671951	0.55098	0.678642	0.898561	0.76246	0.854252	mutual_knn
C443	C533	0.658985	0.649542	0.513844	0.830861	0.969741	0.688262	0.85788	mutual_knn
C356	C409	0.658262	0.755796	0.583726	0.293547	0.758916	0.774068	1.0	mutual_knn
C415	C817	0.655896	0.678057	0.542242	0.593696	0.948248	0.765796	0.843991	mutual_knn
C1128	C780	0.654777	0.612489	0.577736	0.777642	0.974474	0.739726	0.815996	mutual_knn
C036	C123	0.654276	0.665303	0.562968	0.585814	0.941526	0.783486	0.906006	mutual_knn
C011	C061	0.651865	0.682418	0.551224	0.521345	0.931545	0.736169	0.867026	mutual_knn
C636	C838	0.651858	0.637355	0.567962	0.733494	0.894427	0.748534	0.796961	mutual_knn
C391	C454	0.651203	0.773159	0.501641	0.380551	0.760767	0.714903	0.880721	mutual_knn
C333	C659	0.651116	0.740098	0.567448	0.334128	0.774201	0.758056	0.877238	mutual_knn
C1061	C924	0.649892	0.668012	0.524475	0.647082	0.938355	0.688555	0.824426	mutual_knn
C209	C323	0.648852	0.734197	0.420869	0.642832	0.912092	0.592411	0.896998	mutual_knn
C310	C958	0.648516	0.671662	0.566756	0.589696	0.836886	0.758235	0.860578	mutual_knn
C470	C547	0.648147	0.723102	0.437962	0.611664	0.940408	0.650016	0.91321	mutual_knn
C1172	C770	0.64742	0.695445	0.54328	0.496743	0.870388	0.708923	0.930082	mutual_knn
C085	C405	0.647391	0.669641	0.578556	0.522571	0.867467	0.837835	0.856396	mutual_knn
C1277	C1384	0.647042	0.627887	0.572701	0.707065	0.905822	0.736998	0.900609	mutual_knn
C058	C466	0.646651	0.735539	0.424272	0.595262	0.920737	0.674296	0.929469	mutual_knn
C276	C721	0.646492	0.81671	0.5067	0.162743	0.698529	0.692599	0.901859	mutual_knn
C323	C509	0.646302	0.686264	0.533721	0.541322	0.889218	0.788874	1.0	mutual_knn
C478	C648	0.646147	0.644599	0.529442	0.703513	0.946638	0.714641	0.909506	mutual_knn
C257	C508	0.644671	0.692344	0.554189	0.493405	0.829019	0.74184	0.826635	mutual_knn
C106	C288	0.64431	0.608916	0.533387	0.819995	0.978364	0.81431	1.0	mutual_knn
C329	C518	0.64375	0.609229	0.538344	0.790654	0.985662	0.759118	0.847087	mutual_knn
C154	C363	0.643032	0.603018	0.567537	0.749526	0.963088	0.745207	0.833651	mutual_knn
C273	C340	0.642911	0.713028	0.498384	0.573682	0.795133	0.681611	0.844661	mutual_knn
C1199	C813	0.641579	0.659806	0.523151	0.6255	0.921805	0.689238	0.827236	mutual_knn
C267	C345	0.641324	0.595129	0.572832	0.750605	0.968491	0.743827	0.843479	mutual_knn
C129	C750	0.641078	0.658811	0.480833	0.724446	0.949782	0.68634	0.883789	mutual_knn
C094	C765	0.640556	0.714812	0.536908	0.382778	0.838004	0.765898	0.867621	mutual_knn
C020	C360	0.640372	0.653325	0.567469	0.551805	0.882886	0.843827	0.922053	mutual_knn
C025	C088	0.640264	0.671624	0.547023	0.487117	0.916342	0.713831	0.812513	mutual_knn
C1148	C933	0.640045	0.614891	0.558718	0.708049	0.941792	0.720259	0.765429	mutual_knn
C1209	C1234	0.639852	0.665958	0.523003	0.569246	0.930475	0.687049	0.837723	mutual_knn
C003	C012	0.639825	0.637018	0.519373	0.688624	0.966413	0.728232	0.787998	mutual_knn
C142	C632	0.639409	0.622347	0.535895	0.714066	0.960609	0.729485	0.883302	mutual_knn
C547	C681	0.638489	0.770985	0.371165	0.527418	0.889052	0.563467	0.910351	mutual_knn
C036	C548	0.638447	0.630362	0.495559	0.777038	0.96895	0.690477	0.807442	mutual_knn
C158	C741	0.636317	0.736724	0.415332	0.546522	0.887037	0.656943	1.0	mutual_knn
C316	C581	0.636233	0.62886	0.523867	0.694138	0.95229	0.707692	0.822924	mutual_knn
C039	C112	0.636227	0.628286	0.512488	0.701656	0.981719	0.677982	0.798698	mutual_knn
C310	C946	0.636155	0.639684	0.552176	0.642071	0.864535	0.753963	0.939221	mutual_knn
C282	C860	0.635818	0.669888	0.549394	0.454648	0.905908	0.737352	0.962386	mutual_knn
C236	C500	0.635565	0.596608	0.54266	0.773424	0.971205	0.720084	0.840839	mutual_knn
