left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C034	C067	0.726561	0.809892	0.539566	0.603898	0.993559	0.763823	0.902667	mutual_knn
C018	C028	0.71166	0.806879	0.53916	0.482424	0.982302	0.729657	1.0	mutual_knn
C177	C331	0.696137	0.80541	0.478537	0.498705	1.0	0.663059	0.894057	mutual_knn
C028	C413	0.696128	0.870691	0.395797	0.430002	0.990435	0.648963	1.0	mutual_knn
C034	C113	0.695871	0.740741	0.564458	0.590133	0.971494	0.757345	0.893369	mutual_knn
C067	C113	0.694494	0.729294	0.571306	0.626085	0.958468	0.834901	0.893369	mutual_knn
C249	C464	0.685941	0.736619	0.523201	0.613318	0.993399	0.693465	1.0	mutual_knn
C011	C033	0.684489	0.795848	0.484956	0.455994	0.954786	0.690249	1.0	mutual_knn
C113	C221	0.683162	0.74045	0.536668	0.538422	0.98094	0.76001	0.898129	mutual_knn
C013	C205	0.675681	0.673363	0.582031	0.653859	0.990044	0.846457	0.805561	mutual_knn
C340	C494	0.673903	0.784794	0.520612	0.272277	0.98094	0.685846	0.893597	mutual_knn
C263	C342	0.667091	0.712518	0.568567	0.408513	0.994107	0.744291	0.851164	mutual_knn
C134	C492	0.661222	0.736829	0.569612	0.319241	0.9	0.8249	0.910134	mutual_knn
C117	C196	0.649726	0.667563	0.485556	0.707931	0.99485	0.670695	0.938868	mutual_knn
C101	C300	0.647361	0.650975	0.53826	0.642177	0.961781	0.716463	0.835677	mutual_knn
C165	C221	0.642094	0.643907	0.490342	0.740574	0.989803	0.65919	0.791249	mutual_knn
C165	C445	0.636902	0.701475	0.444501	0.561388	0.966755	0.65919	0.860775	mutual_knn
C075	C224	0.635762	0.621775	0.536557	0.647589	0.991484	0.707689	0.795067	mutual_knn
C541	C564	0.635399	0.630029	0.532699	0.624317	0.981433	0.780667	0.833792	mutual_knn
C009	C196	0.635241	0.626334	0.540789	0.604565	0.993809	0.728903	0.772626	mutual_knn
C057	C107	0.632782	0.647046	0.531766	0.510718	0.986577	0.772131	0.847072	mutual_knn
C221	C445	0.631513	0.689208	0.443444	0.557325	0.981433	0.656867	0.860775	mutual_knn
C001	C021	0.630089	0.611643	0.53005	0.662086	0.990435	0.805246	0.810706	mutual_knn
C158	C177	0.629598	0.622217	0.55731	0.520903	0.992062	0.777107	0.890388	mutual_knn
