left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C211	C240	0.74587	0.825206	0.57459	0.614951	0.993944	0.768273	1.0	mutual_knn
C203	C379	0.728841	0.772878	0.575791	0.696649	1.0	0.76566	0.921199	mutual_knn
C003	C012	0.722807	0.825301	0.574757	0.391576	0.985721	0.783633	1.0	mutual_knn
C062	C174	0.678478	0.760989	0.494729	0.501107	0.994536	0.69011	0.918958	mutual_knn
C032	C244	0.67372	0.709222	0.568532	0.516829	0.968665	0.747905	0.927559	mutual_knn
C112	C147	0.66401	0.71945	0.511515	0.508304	1.0	0.707505	0.884905	mutual_knn
C010	C041	0.664	0.663364	0.556973	0.656959	0.995306	0.738429	0.826489	mutual_knn
C008	C013	0.66297	0.659022	0.530292	0.74372	1.0	0.719216	0.904211	mutual_knn
C004	C007	0.661217	0.687186	0.543014	0.553356	0.993848	0.729939	0.817604	mutual_knn
C005	C015	0.654358	0.670754	0.54112	0.574215	0.992243	0.758549	0.852492	mutual_knn
C004	C009	0.647576	0.626175	0.574515	0.621337	1.0	0.815945	0.948192	mutual_knn
C016	C253	0.645481	0.634663	0.545428	0.651082	0.994135	0.808627	0.793944	mutual_knn
C024	C083	0.64532	0.644297	0.559874	0.55796	0.994135	0.757177	0.810886	mutual_knn
C003	C190	0.636954	0.740197	0.459327	0.329519	0.961055	0.668598	0.900641	mutual_knn
C053	C451	0.633439	0.662643	0.523687	0.465622	0.984495	0.782676	0.839248	mutual_knn
C180	C220	0.627455	0.64853	0.511121	0.504051	0.99449	0.712424	0.822887	mutual_knn
C234	C394	0.619637	0.62504	0.478964	0.643657	0.990618	0.65073	0.883559	mutual_knn
C373	C396	0.61884	0.593782	0.530961	0.63455	0.992062	0.73444	0.89051	mutual_knn
C017	C177	0.613808	0.634148	0.541474	0.362791	0.980129	0.736702	0.776862	mutual_knn
C129	C202	0.61083	0.606986	0.525479	0.496932	1.0	0.704604	0.768141	mutual_knn
C018	C132	0.608815	0.56288	0.561543	0.59556	0.993559	0.720126	0.860845	mutual_knn
C349	C377	0.608691	0.565323	0.520194	0.69971	1.0	0.691345	0.769486	mutual_knn
C003	C038	0.606872	0.637626	0.513589	0.359868	0.979958	0.783633	1.0	mutual_knn
