left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0371	P7935	0.646493	0.607578	0.640513	0.735413	0.753623	0.777778	0.75	mutual_knn
P4554	P8312	0.645593	0.549581	0.594033	0.903701	1.0	0.777778	0.75	mutual_knn
P2464	P5027	0.645262	0.557459	0.591642	0.907791	0.965517	0.777778	0.75	mutual_knn
P4419	P9067	0.645185	0.545386	0.597018	0.908054	1.0	0.777778	0.75	mutual_knn
P1072	P3230	0.642131	0.558125	0.586628	0.895013	0.961538	0.777778	0.75	mutual_knn
P2767	P6077	0.641457	0.55182	0.593173	0.89231	0.962963	0.777778	0.75	mutual_knn
P4010	P7438	0.641095	0.543475	0.601355	0.907086	0.953488	0.777778	0.75	mutual_knn
P2118	P6864	0.640219	0.554271	0.575318	0.894353	1.0	0.777778	0.75	mutual_knn
P21767	P31837	0.639927	0.52857	0.63341	0.835018	0.96875	0.8	0.75	mutual_knn
P5227	P9714	0.639432	0.589576	0.612649	0.712345	0.884615	0.777778	0.75	mutual_knn
P26247	P31888	0.639232	0.534353	0.62578	0.823149	0.974359	0.8	0.75	mutual_knn
P22348	P31477	0.638399	0.560453	0.593243	0.838233	0.947368	0.8	0.75	mutual_knn
P2597	P7973	0.638144	0.573958	0.616663	0.749893	0.890411	0.777778	0.75	mutual_knn
P21823	P21975	0.637073	0.535911	0.604684	0.84274	1.0	0.8	0.75	mutual_knn
P12190	P9760	0.636837	0.565418	0.624953	0.715604	0.921053	0.777778	0.75	mutual_knn
P10429	P5034	0.636825	0.583392	0.605995	0.707714	0.914286	0.777778	0.75	mutual_knn
P0793	P5091	0.63393	0.54536	0.591621	0.914504	0.9	0.777778	0.75	mutual_knn
P1743	P6261	0.633291	0.571083	0.610056	0.727843	0.9	0.777778	0.75	mutual_knn
P1063	P5614	0.633181	0.573331	0.605455	0.722277	0.910448	0.777778	0.75	mutual_knn
P0585	P3512	0.632119	0.56444	0.604201	0.713379	0.953125	0.777778	0.75	mutual_knn
P10148	P9034	0.632113	0.559952	0.596112	0.923287	0.791667	0.777778	0.75	mutual_knn
P0680	P8914	0.631505	0.559993	0.59629	0.738365	0.969697	0.777778	0.75	mutual_knn
P19634	P27654	0.629793	0.54217	0.578851	0.832185	1.0	0.8	0.75	mutual_knn
P0400	P3230	0.629628	0.5684	0.597915	0.722704	0.923077	0.777778	0.75	mutual_knn
P0629	P5422	0.629342	0.559188	0.61626	0.758097	0.862069	0.777778	0.75	mutual_knn
P22857	P30770	0.629318	0.532976	0.607808	0.831293	0.93617	0.8	0.75	mutual_knn
P2596	P7415	0.629125	0.54194	0.570279	0.883573	0.972973	0.777778	0.75	mutual_knn
P0549	P5496	0.628948	0.568649	0.593113	0.704662	0.95	0.777778	0.75	mutual_knn
P10437	P2065	0.628918	0.529637	0.574586	0.894763	1.0	0.777778	0.75	mutual_knn
P6302	P7588	0.628345	0.555854	0.621931	0.722015	0.883333	0.777778	0.75	mutual_knn
P10957	P6093	0.627784	0.5641	0.585523	0.7271	0.962963	0.777778	0.75	mutual_knn
P13023	P26169	0.627571	0.529261	0.60301	0.821239	0.962264	0.8	0.75	mutual_knn
P12857	P9684	0.627463	0.534587	0.581749	0.899532	0.933333	0.777778	0.75	mutual_knn
P3216	P5867	0.627231	0.533905	0.565705	0.889774	1.0	0.777778	0.75	mutual_knn
P0105	P2701	0.626935	0.535556	0.573381	0.873785	0.978723	0.777778	0.75	mutual_knn
P1158	P6311	0.626296	0.566733	0.592596	0.670831	0.967742	0.777778	0.75	mutual_knn
P10166	P5919	0.626184	0.532012	0.561919	0.901065	1.0	0.777778	0.75	mutual_knn
P0483	P6986	0.626084	0.558951	0.597377	0.689225	0.965517	0.777778	0.75	mutual_knn
P21500	P28897	0.626034	0.540805	0.584924	0.83212	0.947368	0.8	0.75	mutual_knn
P4715	P8111	0.625912	0.563582	0.59267	0.756345	0.892308	0.777778	0.75	mutual_knn
P22201	P28306	0.625696	0.540214	0.581879	0.834872	0.954545	0.8	0.75	mutual_knn
P5480	P9693	0.625431	0.569788	0.604467	0.731489	0.843137	0.777778	0.75	mutual_knn
P24095	P32345	0.625379	0.537257	0.569894	0.841504	1.0	0.8	0.75	mutual_knn
P18260	P26433	0.624717	0.521269	0.591216	0.832203	1.0	0.8	0.75	mutual_knn
P0184	P4239	0.624695	0.564932	0.609852	0.719214	0.851064	0.777778	0.75	mutual_knn
P20412	P26389	0.624671	0.526875	0.578877	0.849702	1.0	0.8	0.75	mutual_knn
P2090	P8944	0.624664	0.550049	0.602978	0.741	0.92	0.777778	0.75	mutual_knn
P19998	P28247	0.624306	0.518439	0.605799	0.828248	0.961538	0.8	0.75	mutual_knn
P12014	P7335	0.624215	0.594474	0.594039	0.572624	0.915254	0.777778	0.75	mutual_knn
P6402	P9486	0.623989	0.536125	0.565255	0.892416	0.956522	0.777778	0.75	mutual_knn
P13548	P9809	0.623858	0.562657	0.595854	0.716377	0.904762	0.777778	0.75	mutual_knn
P11845	P9137	0.62331	0.559251	0.594097	0.739695	0.897436	0.777778	0.75	mutual_knn
P0181	P1600	0.623197	0.553379	0.596006	0.710284	0.945455	0.777778	0.75	mutual_knn
P23467	P31097	0.623133	0.52774	0.574565	0.845514	1.0	0.8	0.75	mutual_knn
P3650	P8380	0.623052	0.555946	0.596972	0.760049	0.87931	0.777778	0.75	mutual_knn
