family_id	branch_status	node_id	root	branch_id	ayahs	image_ar
F001	core	quranic:root_000018:B006	ء خ ذ	B006	16	موضع يمسك الماء
F001	core	quranic:root_000282:B002	ج ي ء	B002	8	الجِيأة مجتمع الماء
F001	core	quranic:root_000281:B003	ج ي ء	B003	8	مجتمع الماء في هبطة أو حول حصن
F001	core	quranic:root_000844:B007	ص ح ب	B007	17	طُحلب يعلو الماء
F001	core	quranic:root_000848:B004	ص د د	B004	16	طريق إلى الماء
F001	core	quranic:root_000848:B010	ص د د	B010	16	ماء مسمى
F001	core	quranic:root_000989:B004	ع د د	B004	15	الماء العد
F001	core	quranic:root_000994:B001	ع ذ ب	B001	4,5,8,15,16	العذوبة والطيب في الماء والمطعوم
F001	core	quranic:root_001040:B005	ع ل م	B005	7,11,14	ماء كثير مجتمع في عيلم
F001	core	quranic:root_001207:B009	ق د م	B009	12,13	موضع اسمه القدوم
F001	core	quranic:root_001248:B007	ق ل ب	B007	22	القليب البئر
F001	core	quranic:root_001533:B008	ن ف س	B008	8	ماء تقام به النفس
F001	core	quranic:root_001559:B001	ن ه ر	B001	22	نهر يشق الأرض بماء جار
F001	core	quranic:root_001634:B004	و د د	B004	22	علم موضع
F001	optional	quranic:root_000009:B004	ء ت ي	B004	11,13	مجرى الماء وتسليك سبيله
F001	optional	quranic:root_000229:B005	ج د ل	B005	1	النهر الصغير الممتد
F001	optional	quranic:root_000306:B010	ح ر ر	B010	3	حرير رقيق من الثياب
F001	optional	quranic:root_000306:B013	ح ر ر	B013	3	بقل رطب يؤكل نيئا
F001	optional	quranic:root_000387:B002	خ ب ر	B002	3,11,13	لين الأرض ومائها
F001	optional	quranic:root_000569:B007	ر ض و	B007	22	رضوى ورضيا أعلام من المادة
F001	optional	quranic:root_000934:B001	ط ع م	B001	4	ذوق الشيء وتناوله
F001	optional	quranic:root_000953:B004	ط ه ر	B004	12	الطهور الذي يطهر غيره
F001	optional	quranic:root_001274:B002	ق و ي	B002	21	نقص أو اضطراب في قوى البيت الشعري
F001	optional	quranic:root_001501:B007	ن س ي	B007	6,19	اللَّبن المصبوب عليه الماء
F001	optional	quranic:root_001560:B004	ن ه ي	B004	8	مستقر الماء عند منتهى السيل
F002	core	quranic:root_000104:B008	ب ر ر	B008	9	غلبة وعلو
F002	core	quranic:root_000229:B002	ج د ل	B002	1	الخصومة الملتفّة
F002	core	quranic:root_000368:B003	ح و ذ	B003	19	الغلبة والاستيلاء والجمع
F002	core	quranic:root_000609:B011	ر و ح	B011	22	الريح قوة وغلبة
F002	core	quranic:root_000970:B007	ظ ه ر	B007	2,3	العلو والغلبة
F002	core	quranic:root_001008:B002	ع ز ز	B002	21	الغلبة والقهر
F002	core	quranic:root_001098:B001	غ ل ب	B001	21	قوة تقهر وتغلب
F002	core	quranic:root_001286:B002	ك ث ر	B002	7	المكاثرة والغلبة بالعدد
F002	core	quranic:root_001684:B012	و ل ي	B012	14	استيلاء وبلوغ غاية
F002	optional	quranic:root_000009:B001	ء ت ي	B001	11,13	الإتيان والمجيء
F002	optional	quranic:root_000009:B011	ء ت ي	B011	11,13	إتيان البلاء والهلاك
F002	optional	quranic:root_000282:B001	ج ي ء	B001	8	المجيء والغلبة بالمجيء
F002	optional	quranic:root_000281:B002	ج ي ء	B002	8	المغالبة بكثرة المجيء
F002	optional	quranic:root_000569:B005	ر ض و	B005	22	راضاني فرضوته غلبة في ذلك
F002	optional	quranic:root_000570:B002	ر ض ي	B002	22	غلبة راضاني فرضوته
F002	optional	quranic:root_001008:B009	ع ز ز	B009	21	استعزاز المرض أو الموت أو الأمر
F002	rare	quranic:root_000076:B001	ء ل ي	B001	1,2,8,9,14	الغاية والانتهاء
F002	rare	quranic:root_000076:B011	ء ل ي	B011	1,2,8,9,14	الاستطاعة والطاقة
F002	rare	quranic:root_000104:B004	ب ر ر	B004	9	صوت وجلبة باللسان
F002	rare	quranic:root_000170:B004	ب ي ن	B004	5,12,13	ظهور الشيء وانكشافه
F002	rare	quranic:root_000266:B002	ج ن ن	B002	16,22	غشيان الليل
F002	rare	quranic:root_000266:B006	ج ن ن	B006	16,22	ستر العقل بالجنون
