candidate_id	family_id	representative_candidate_id	membership
C1280	F001	C439	variant
C439	F001	C439	representative
C209	F002	C234	variant
C234	F002	C234	representative
C386	F002	C234	variant
C433	F002	C234	variant
C481	F002	C234	variant
C606	F002	C234	variant
C045	F003	C045	representative
C368	F003	C045	variant
C413	F003	C045	variant
C649	F003	C045	variant
C831	F003	C045	variant
C042	F004	C042	representative
C044	F004	C042	variant
C881	F004	C042	variant
C068	F005	C088	variant
C088	F005	C088	representative
C483	F005	C088	variant
C134	F006	C134	representative
C180	F006	C134	member
C311	F006	C134	variant
C448	F006	C134	variant
C020	F007	C703	variant
C031	F007	C703	variant
C1256	F007	C703	variant
C126	F007	C703	variant
C337	F007	C703	variant
C587	F007	C703	variant
C637	F007	C703	variant
C703	F007	C703	representative
C983	F007	C703	variant
C1316	F008	C741	variant
C686	F008	C741	variant
C741	F008	C741	representative
C962	F008	C741	variant
C016	F009	C112	variant
C022	F009	C112	variant
C054	F009	C112	variant
C112	F009	C112	representative
C1161	F009	C112	variant
C512	F009	C112	variant
C658	F009	C112	variant
C677	F009	C112	variant
C1173	F010	C544	variant
C363	F010	C544	variant
C457	F010	C544	variant
C488	F010	C544	variant
C544	F010	C544	representative
C590	F010	C544	variant
C609	F010	C544	variant
C661	F010	C544	variant
C792	F010	C544	variant
C009	F011	C032	variant
C032	F011	C032	representative
C039	F011	C032	variant
C089	F011	C032	variant
C1249	F011	C032	variant
C1362	F011	C032	variant
C467	F011	C032	variant
C482	F011	C032	variant
C542	F011	C032	variant
C046	F012	C147	variant
C1175	F012	C147	variant
C141	F012	C147	variant
C147	F012	C147	representative
C470	F012	C147	member
C475	F012	C147	variant
C515	F012	C147	variant
C125	F013	C321	variant
C202	F013	C321	variant
C242	F013	C321	variant
C307	F013	C321	variant
C321	F013	C321	representative
C406	F013	C321	variant
C600	F013	C321	variant
C059	F014	C059	representative
C127	F014	C059	variant
C163	F014	C059	variant
C309	F014	C059	variant
C531	F014	C059	variant
C576	F014	C059	variant
C710	F014	C059	variant
C763	F014	C059	variant
C975	F014	C059	variant
C095	F015	C570	variant
C157	F015	C570	variant
C186	F015	C570	variant
C479	F015	C570	member
C570	F015	C570	representative
C850	F015	C570	variant
C867	F015	C570	variant
C927	F015	C570	variant
C055	F016	C511	variant
C064	F016	C511	variant
C104	F016	C511	variant
C232	F016	C511	variant
C238	F016	C511	variant
C511	F016	C511	representative
C605	F016	C511	variant
C817	F016	C511	variant
C182	F017	C474	variant
C195	F017	C474	variant
C207	F017	C474	variant
C230	F017	C474	variant
C256	F017	C474	variant
C474	F017	C474	representative
C708	F017	C474	member
C925	F017	C474	variant
C999	F017	C474	variant
C1079	F018	C1079	representative
C1158	F018	C1079	variant
C730	F018	C1079	variant
C1065	F019	C364	variant
C1201	F019	C364	variant
C254	F019	C364	variant
C364	F019	C364	representative
C373	F019	C364	variant
C715	F019	C364	variant
C109	F020	C109	representative
C146	F020	C109	variant
C226	F020	C109	variant
C345	F020	C109	variant
C412	F020	C109	variant
C766	F020	C109	variant
