left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0428	P1519	0.640334	0.549412	0.577384	0.910143	1.0	0.777778	0.75	mutual_knn
P0687	P2468	0.636103	0.554635	0.581043	0.902947	0.928571	0.777778	0.75	mutual_knn
P0710	P2406	0.632967	0.538299	0.57813	0.883867	1.0	0.777778	0.75	mutual_knn
P0599	P2270	0.631239	0.56467	0.604243	0.723191	0.933333	0.777778	0.75	mutual_knn
P1071	P2131	0.63094	0.534026	0.572206	0.90356	1.0	0.777778	0.75	mutual_knn
P2021	P2641	0.628782	0.572661	0.590189	0.716611	0.928571	0.777778	0.75	mutual_knn
P11985	P9140	0.628502	0.55287	0.595215	0.838853	0.875	0.8	0.75	mutual_knn
P1180	P2768	0.62716	0.537116	0.577191	0.896913	0.9375	0.777778	0.75	mutual_knn
P10793	P7247	0.627114	0.535041	0.581023	0.829872	1.0	0.8	0.75	mutual_knn
P0805	P3095	0.626249	0.542074	0.572812	0.870951	0.947368	0.777778	0.75	mutual_knn
P12098	P9979	0.62602	0.55268	0.585222	0.849859	0.875	0.8	0.75	mutual_knn
P6630	P8642	0.625686	0.530555	0.580672	0.83701	1.0	0.8	0.75	mutual_knn
P0425	P3226	0.624996	0.568935	0.609036	0.724793	0.833333	0.777778	0.75	mutual_knn
P0508	P3387	0.624922	0.53649	0.56769	0.914765	0.933333	0.777778	0.75	mutual_knn
P0553	P1781	0.624055	0.540761	0.575929	0.896633	0.894737	0.777778	0.75	mutual_knn
P2365	P3857	0.623681	0.56146	0.592321	0.720449	0.916667	0.777778	0.75	mutual_knn
P7631	P9879	0.623405	0.541173	0.597538	0.807388	0.9	0.8	0.75	mutual_knn
P1077	P1672	0.623332	0.569136	0.595645	0.723812	0.863636	0.777778	0.75	mutual_knn
P1109	P2188	0.623014	0.544565	0.56835	0.890374	0.9	0.777778	0.75	mutual_knn
P3328	P4074	0.622963	0.588723	0.623601	0.731106	0.666667	0.777778	0.75	mutual_knn
P1391	P3205	0.622249	0.58092	0.603189	0.73528	0.761905	0.777778	0.75	mutual_knn
P5926	P5976	0.62212	0.514226	0.54491	1.0	1.0	0.714286	0.666667	mutual_knn
P11426	P8726	0.621318	0.531097	0.584614	0.843759	0.933333	0.8	0.75	mutual_knn
P11349	P7059	0.620735	0.53937	0.575945	0.841294	0.923077	0.8	0.75	mutual_knn
P7820	P9003	0.620679	0.52855	0.573874	0.819755	1.0	0.8	0.75	mutual_knn
P0815	P2641	0.620597	0.561753	0.581116	0.715601	0.928571	0.777778	0.75	mutual_knn
P2371	P4175	0.619921	0.535877	0.560343	0.917468	0.909091	0.777778	0.75	mutual_knn
P0255	P1433	0.619889	0.548988	0.592605	0.72576	0.928571	0.777778	0.75	mutual_knn
P6137	P6340	0.619868	0.521267	0.567382	0.867147	1.0	0.8	0.75	mutual_knn
P0426	P3054	0.619822	0.515475	0.592414	0.882051	0.923077	0.777778	0.75	mutual_knn
P10758	P8850	0.619625	0.546791	0.583503	0.818429	0.875	0.8	0.75	mutual_knn
P9074	P9934	0.619097	0.545066	0.57468	0.837907	0.888889	0.8	0.75	mutual_knn
P0686	P2939	0.618929	0.563804	0.592279	0.712526	0.866667	0.777778	0.75	mutual_knn
P1543	P2854	0.618476	0.55116	0.584133	0.736999	0.923077	0.777778	0.75	mutual_knn
P11028	P8105	0.618244	0.520245	0.608078	0.803979	0.909091	0.8	0.75	mutual_knn
P10727	P5756	0.618176	0.51667	0.58006	0.826536	1.0	0.8	0.75	mutual_knn
P1284	P2939	0.61812	0.552748	0.582323	0.722367	0.933333	0.777778	0.75	mutual_knn
P10667	P8522	0.6178	0.510316	0.584328	0.836428	1.0	0.8	0.75	mutual_knn
P10227	P8267	0.617375	0.530179	0.556046	0.841781	1.0	0.8	0.75	mutual_knn
P0222	P1781	0.617334	0.566728	0.597564	0.731594	0.8	0.777778	0.75	mutual_knn
P10709	P8638	0.617322	0.527352	0.562658	0.830834	1.0	0.8	0.75	mutual_knn
P3394	P4274	0.617224	0.570737	0.606681	0.70276	0.777778	0.777778	0.75	mutual_knn
P1325	P2698	0.617168	0.553832	0.597708	0.730315	0.857143	0.777778	0.75	mutual_knn
P2445	P4185	0.617106	0.530274	0.554762	0.914591	0.928571	0.777778	0.75	mutual_knn
P11781	P8685	0.617027	0.532843	0.56098	0.809052	1.0	0.8	0.75	mutual_knn
P5614	P6884	0.616889	0.539391	0.585638	0.834747	0.857143	0.8	0.75	mutual_knn
P11379	P8612	0.616819	0.53722	0.58752	0.837235	0.857143	0.8	0.75	mutual_knn
P1649	P2448	0.616779	0.561732	0.615438	0.724055	0.761905	0.777778	0.75	mutual_knn
P1525	P3662	0.616773	0.543684	0.570401	0.724754	1.0	0.777778	0.75	mutual_knn
P0297	P2884	0.616697	0.563968	0.589428	0.747932	0.818182	0.777778	0.75	mutual_knn
P5179	P5691	0.616616	0.525021	0.595094	0.863589	0.857143	0.8	0.75	mutual_knn
P11104	P9041	0.616337	0.502405	0.586893	0.848421	1.0	0.8	0.75	mutual_knn
P8099	P9466	0.616329	0.531682	0.614021	0.764503	0.857143	0.8	0.75	mutual_knn
P2806	P3591	0.616306	0.569995	0.580733	0.708381	0.857143	0.777778	0.75	mutual_knn
P2007	P3673	0.61628	0.560992	0.584283	0.747197	0.846154	0.777778	0.75	mutual_knn
P0152	P2051	0.616249	0.553736	0.598817	0.741492	0.833333	0.777778	0.75	mutual_knn
P1105	P2018	0.616151	0.527335	0.567427	0.879434	0.923077	0.777778	0.75	mutual_knn
P0136	P3529	0.616096	0.530397	0.562287	0.88309	0.923077	0.777778	0.75	mutual_knn
P1501	P2621	0.616069	0.538226	0.594489	0.724628	0.933333	0.777778	0.75	mutual_knn
P2375	P4052	0.615908	0.527112	0.576473	0.769421	1.0	0.777778	0.75	mutual_knn
P1725	P2726	0.615901	0.56325	0.595299	0.717305	0.823529	0.777778	0.75	mutual_knn
P4172	P6690	0.615602	0.498004	0.595973	0.829102	1.0	0.8	0.75	mutual_knn
P10911	P7153	0.615508	0.539636	0.582217	0.831816	0.857143	0.8	0.75	mutual_knn
P0461	P2061	0.615354	0.551483	0.599459	0.716624	0.857143	0.777778	0.75	mutual_knn
P0063	P1288	0.615096	0.545987	0.603952	0.713524	0.866667	0.777778	0.75	mutual_knn
P7214	P8958	0.615039	0.545715	0.569214	0.813532	0.888889	0.8	0.75	mutual_knn
P6291	P8325	0.61479	0.530068	0.568014	0.845972	0.928571	0.8	0.75	mutual_knn
P2792	P3301	0.614408	0.562343	0.604972	0.726901	0.769231	0.777778	0.75	mutual_knn
