family_id	branch_status	node_id	root	branch_id	ayahs	image_ar
F001	core	quranic:root_000009:B009	ء ت ي	B009	12,27,30,38,43,61,77,80,93,95	رجع يدي الناقة في السير
F001	core	quranic:root_000347:B012	ح ق ق	B012	34	حقحقة تجهد الظهر في السير
F001	core	quranic:root_000544:B008	ر ج ع	B008	40	رجع الدابة في السير
F001	core	quranic:root_000563:B003	ر س ل	B003	17,19,51,54,83	السير السهل واللين
F001	core	quranic:root_000582:B003	ر ف ع	B003	57	رفع السير
F001	core	quranic:root_000827:B001	ش و ر	B001	29	إبداء الشيء وعرضه
F001	core	quranic:root_000987:B008	ع ج ل	B008	84	السير والطريق المعجل
F001	core	quranic:root_001588:B004	ه ز ز	B004	25	هز السير والحداء للإبل
F001	optional	quranic:root_000129:B004	ب ع ث	B004	15,33	اندفاع القوم ومضيهم
F001	optional	quranic:root_000262:B005	ج ن ب	B005	52	التجنيب قيادة شيء إلى الجنب
F001	optional	quranic:root_000333:B004	ح ض ر	B004	68	عَدْو الدابة وإحضارها
F001	optional	quranic:root_000582:B011	ر ف ع	B011	57	الإصعاد في البلاد
F001	optional	quranic:root_000762:B009	س و ق	B009	86	الإساقة سير الركاب للسروج
F001	optional	quranic:root_000987:B001	ع ج ل	B001	84	الإسراع والتقديم
F001	optional	quranic:root_001221:B008	ق ر ن	B008	74,98	أعضاء أو حركات تقارن بعضها
F001	optional	quranic:root_001372:B003	ل ق ي	B003	59	سرعة اللقاح
F001	optional	quranic:root_001476:B002	ن ج و	B002	52,72	سرعة الذهاب
F001	optional	quranic:root_001633:B006	و ح ي	B006	11	سرعة وعجلة
F001	optional	quranic:root_001694:B005	ي س ر	B005	97	خفة وانقياد في الحركة
F001	rare	quranic:root_000203:B005	ث ل ث	B005	10	الناقة الثلوث
F001	rare	quranic:root_000357:B007	ح م ل	B007	22,27,58	التحامل والمشقة
F001	rare	quranic:root_000373:B012	ح و ل	B012	68	حال يحمل على الظهر
F001	rare	quranic:root_000400:B002	خ ر ج	B002	11,66	إخراج الشيء من خفائه
F001	rare	quranic:root_000428:B003	خ ف ي	B003	3	إزالة الخفاء والإظهار
F001	rare	quranic:root_000430:B002	خ ل ص	B002	51	خروج ونجاة من نشب
F001	rare	quranic:root_000531:B012	ر ء ي	B012	26,74,75,77,83	إراءة وإظهار
F001	rare	quranic:root_000544:B010	ر ج ع	B010	40	إرجاع اليد إلى السلاح
F001	rare	quranic:root_000544:B013	ر ج ع	B013	40	راجع الناقة وحملها
F001	rare	quranic:root_000591:B004	ر ك ز	B004	98	الرِّكاز المدفون والمعدن
F001	rare	quranic:root_000702:B001	س ر ي	B001	24	السُّرى وسير الليل
