candidate_id	family_id	representative_candidate_id	membership
C500	F001	C500	representative
C841	F001	C500	variant
C101	F002	C101	representative
C108	F002	C101	variant
C235	F002	C101	variant
C253	F002	C101	variant
C567	F002	C101	variant
C268	F003	C268	representative
C277	F003	C268	variant
C598	F003	C268	variant
C1211	F004	C1255	variant
C1255	F004	C1255	representative
C1302	F004	C1255	variant
C1120	F005	C1120	representative
C1178	F005	C1120	variant
C602	F005	C1120	variant
C780	F005	C1120	variant
C998	F005	C1120	variant
C004	F006	C004	representative
C047	F006	C004	variant
C061	F006	C004	variant
C113	F006	C004	variant
C121	F006	C004	variant
C189	F006	C004	variant
C249	F006	C004	variant
C232	F007	C232	representative
C240	F007	C232	variant
C255	F007	C232	variant
C036	F008	C349	variant
C267	F008	C349	variant
C349	F008	C349	representative
C579	F008	C349	variant
C715	F008	C349	variant
C099	F009	C099	representative
C159	F009	C099	variant
C241	F009	C099	variant
C819	F009	C099	variant
C957	F009	C099	variant
C239	F010	C972	variant
C460	F010	C972	variant
C629	F010	C972	variant
C972	F010	C972	representative
C1099	F011	C682	variant
C407	F011	C682	variant
C682	F011	C682	representative
C315	F012	C315	representative
C646	F012	C315	variant
C890	F012	C315	variant
C316	F013	C316	representative
C577	F013	C316	variant
C102	F014	C132	variant
C132	F014	C132	representative
C157	F014	C132	variant
C174	F014	C132	variant
C233	F014	C132	variant
C782	F014	C132	variant
C088	F015	C088	representative
C1026	F015	C088	variant
C165	F015	C088	variant
C563	F015	C088	variant
C064	F016	C072	variant
C072	F016	C072	representative
C1017	F016	C072	variant
C167	F016	C072	variant
C370	F016	C072	variant
C396	F016	C072	variant
C483	F016	C072	member
C1106	F017	C670	variant
C670	F017	C670	representative
C793	F017	C670	variant
C237	F018	C237	representative
C320	F018	C237	variant
C745	F018	C237	variant
C770	F018	C237	variant
C776	F018	C237	variant
C999	F018	C237	variant
C1257	F019	C695	variant
C148	F019	C695	variant
C656	F019	C695	variant
C695	F019	C695	representative
C701	F019	C695	variant
C1024	F020	C172	variant
C172	F020	C172	representative
C435	F020	C172	variant
C454	F020	C172	variant
C601	F020	C172	variant
C673	F020	C172	variant
C1145	F021	C335	variant
C117	F021	C335	variant
C335	F021	C335	representative
C450	F021	C335	variant
C477	F021	C335	variant
C480	F021	C335	variant
C739	F021	C335	variant
C748	F021	C335	variant
C973	F021	C335	variant
C033	F022	C076	variant
C076	F022	C076	representative
C161	F022	C076	variant
C398	F022	C076	variant
C037	F023	C261	variant
C077	F023	C261	variant
C1205	F023	C261	variant
C261	F023	C261	representative
C394	F023	C261	variant
C499	F023	C261	variant
C866	F023	C261	variant
C870	F023	C261	variant
C001	F024	C001	representative
C031	F024	C001	member
C034	F024	C001	variant
C085	F024	C001	variant
C1039	F024	C001	variant
C593	F024	C001	variant
C093	F025	C279	variant
C195	F025	C279	variant
C279	F025	C279	representative
C558	F025	C279	variant
C1007	F026	C596	variant
C1083	F026	C596	member
C1256	F026	C596	variant
C596	F026	C596	representative
C600	F026	C596	variant
C666	F026	C596	variant
C706	F026	C596	variant
C1031	F027	C568	variant
C1152	F027	C568	variant
C336	F027	C568	variant
