left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P11672	P9659	0.644899	0.54549	0.613706	0.846317	1.0	0.8	0.75	mutual_knn
P16935	P17590	0.641778	0.562847	0.61093	0.846711	0.9	0.8	0.75	mutual_knn
P3425	P7411	0.641337	0.554653	0.607404	0.916516	0.875	0.777778	0.75	mutual_knn
P1685	P5591	0.641225	0.57045	0.61361	0.697586	1.0	0.777778	0.75	mutual_knn
P3562	P6293	0.638034	0.560421	0.590993	0.893419	0.896552	0.777778	0.75	mutual_knn
P4639	P6114	0.637779	0.555594	0.582477	0.894499	0.944444	0.777778	0.75	mutual_knn
P2414	P7939	0.637658	0.546555	0.573732	0.909026	1.0	0.777778	0.75	mutual_knn
P0648	P3906	0.636951	0.548153	0.586764	0.897926	0.95122	0.777778	0.75	mutual_knn
P5407	P7748	0.635264	0.566414	0.605517	0.712245	0.972222	0.777778	0.75	mutual_knn
P1469	P5111	0.634739	0.58454	0.612244	0.699107	0.875	0.777778	0.75	mutual_knn
P13817	P19703	0.634649	0.551261	0.6083	0.842033	0.894737	0.8	0.75	mutual_knn
P2547	P7134	0.634288	0.560779	0.620593	0.724216	0.923077	0.777778	0.75	mutual_knn
P16640	P23238	0.633507	0.561089	0.614864	0.80815	0.85	0.8	0.75	mutual_knn
P0552	P3174	0.633335	0.561478	0.605642	0.686954	1.0	0.777778	0.75	mutual_knn
P5137	P7577	0.632842	0.56707	0.599153	0.732197	0.947368	0.777778	0.75	mutual_knn
P14989	P19069	0.632317	0.530572	0.60117	0.831496	1.0	0.8	0.75	mutual_knn
P2671	P6883	0.632123	0.565536	0.60674	0.739683	0.913043	0.777778	0.75	mutual_knn
P1194	P7428	0.631556	0.56875	0.622735	0.738771	0.837838	0.777778	0.75	mutual_knn
P5923	P6567	0.631498	0.549224	0.573876	0.890456	0.944444	0.777778	0.75	mutual_knn
P3588	P4964	0.631199	0.530033	0.588721	0.90798	0.958333	0.777778	0.75	mutual_knn
P15775	P22963	0.630383	0.555868	0.585134	0.845366	0.909091	0.8	0.75	mutual_knn
P3413	P7716	0.630338	0.549216	0.57663	0.882668	0.931034	0.777778	0.75	mutual_knn
P6627	P7018	0.629535	0.549204	0.566013	0.88636	0.956522	0.777778	0.75	mutual_knn
P1712	P5017	0.62918	0.569048	0.615664	0.732515	0.84375	0.777778	0.75	mutual_knn
P5933	P7591	0.629121	0.546892	0.577044	0.86936	0.941176	0.777778	0.75	mutual_knn
P4130	P7522	0.62865	0.554929	0.597652	0.725315	0.972222	0.777778	0.75	mutual_knn
P6357	P8940	0.628567	0.556667	0.579595	0.909976	0.842105	0.777778	0.75	mutual_knn
P12566	P18829	0.628456	0.536624	0.599475	0.821597	0.95	0.8	0.75	mutual_knn
P2770	P3709	0.627851	0.56586	0.601586	0.707666	0.918919	0.777778	0.75	mutual_knn
P0737	P2123	0.627459	0.536686	0.584074	0.877748	0.9375	0.777778	0.75	mutual_knn
P2287	P4149	0.627242	0.528328	0.570319	0.898825	1.0	0.777778	0.75	mutual_knn
P0165	P3470	0.627057	0.552074	0.598283	0.722551	0.969697	0.777778	0.75	mutual_knn
P0357	P6648	0.627016	0.566101	0.625597	0.743635	0.789474	0.777778	0.75	mutual_knn
P2948	P3654	0.626975	0.577114	0.61198	0.712628	0.818182	0.777778	0.75	mutual_knn
P6875	P8573	0.626482	0.570863	0.616372	0.72783	0.810811	0.777778	0.75	mutual_knn
