candidate_id	family_id	representative_candidate_id	membership
C068	F001	C114	variant
C114	F001	C114	representative
C138	F001	C114	variant
C220	F001	C114	variant
C324	F001	C114	variant
C373	F001	C114	variant
C585	F001	C114	variant
C093	F002	C529	variant
C495	F002	C529	variant
C529	F002	C529	representative
C586	F002	C529	variant
C595	F002	C529	variant
C219	F003	C538	variant
C497	F003	C538	variant
C518	F003	C538	variant
C538	F003	C538	representative
C542	F003	C538	variant
C554	F003	C538	member
C562	F003	C538	variant
C755	F003	C538	variant
C951	F003	C538	variant
C141	F004	C141	representative
C230	F004	C141	variant
C340	F004	C141	member
C565	F004	C141	variant
C753	F004	C141	variant
C758	F004	C141	variant
C090	F005	C090	representative
C094	F005	C090	variant
C179	F005	C090	variant
C205	F005	C090	variant
C046	F006	C282	variant
C145	F006	C282	variant
C168	F006	C282	variant
C198	F006	C282	member
C223	F006	C282	variant
C282	F006	C282	representative
C366	F006	C282	variant
C432	F006	C282	variant
C464	F006	C282	variant
C514	F006	C282	variant
C614	F006	C282	variant
C071	F007	C071	representative
C195	F007	C071	variant
C202	F007	C071	variant
C204	F007	C071	variant
C313	F007	C071	variant
C347	F007	C071	variant
C359	F007	C071	variant
C478	F007	C071	variant
C665	F007	C071	variant
C718	F007	C071	variant
C699	F008	C699	representative
C724	F008	C699	variant
C069	F009	C139	variant
C139	F009	C139	representative
C238	F009	C139	variant
C329	F009	C139	variant
C476	F009	C139	member
C653	F009	C139	variant
C169	F010	C346	variant
C182	F010	C346	variant
C211	F010	C346	variant
C346	F010	C346	representative
C428	F010	C346	variant
C448	F010	C346	variant
C588	F010	C346	variant
C783	F010	C346	variant
C110	F011	C111	variant
C111	F011	C111	representative
C123	F011	C111	variant
C610	F011	C111	variant
C891	F011	C111	variant
C042	F012	C042	representative
C206	F012	C042	variant
C212	F012	C042	variant
C216	F012	C042	variant
C248	F012	C042	variant
C375	F012	C042	variant
C455	F012	C042	variant
C074	F013	C074	representative
C136	F013	C074	variant
C420	F013	C074	variant
C548	F013	C074	variant
C621	F013	C074	member
C693	F013	C074	variant
C752	F013	C074	variant
C227	F014	C227	representative
C794	F014	C227	variant
C875	F014	C227	variant
C948	F014	C227	variant
C996	F014	C227	variant
C019	F015	C023	variant
C023	F015	C023	representative
C057	F015	C023	variant
C122	F015	C023	variant
C129	F015	C023	variant
C153	F015	C023	variant
C160	F015	C023	variant
C571	F015	C023	variant
C628	F015	C023	variant
C385	F016	C461	variant
C461	F016	C461	representative
C659	F016	C461	variant
C700	F016	C461	variant
C727	F016	C461	variant
C772	F016	C461	variant
C880	F016	C461	variant
C590	F017	C590	representative
C944	F017	C590	variant
C293	F018	C515	variant
C358	F018	C515	variant
C364	F018	C515	variant
C515	F018	C515	representative
C1006	F019	C747	variant
C608	F019	C747	variant
C747	F019	C747	representative
C011	F020	C011	representative
C026	F020	C011	variant
C035	F020	C011	variant
C101	F020	C011	variant
C109	F020	C011	member
C295	F020	C011	variant
C579	F020	C011	variant
C249	F021	C249	representative
C291	F021	C249	member
C388	F021	C249	variant
C405	F021	C249	variant
C442	F021	C249	variant
C578	F021	C249	variant
C701	F021	C249	variant
C767	F021	C249	variant
C824	F021	C249	variant
C900	F021	C249	variant
C942	F021	C249	variant
C043	F022	C201	variant
C201	F022	C201	representative
C277	F022	C201	variant
C492	F022	C201	variant
C726	F022	C201	variant
C814	F022	C201	variant
C992	F022	C201	variant
C344	F023	C576	variant
C440	F023	C576	variant
C560	F023	C576	variant
C576	F023	C576	representative
C694	F023	C576	variant
C001	F024	C014	variant
C006	F024	C014	variant
C013	F024	C014	variant
C014	F024	C014	representative
C028	F024	C014	variant
