left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P5134	P7681	0.656876	0.601009	0.613558	0.716768	1.0	0.777778	0.75	mutual_knn
P0336	P2604	0.652456	0.573337	0.586089	0.89323	1.0	0.777778	0.75	mutual_knn
P3292	P6528	0.649825	0.560973	0.611151	0.901513	0.933333	0.777778	0.75	mutual_knn
P0912	P6778	0.647401	0.551637	0.611659	0.875838	0.975	0.777778	0.75	mutual_knn
P2359	P7242	0.646535	0.579477	0.620146	0.742744	0.944444	0.777778	0.75	mutual_knn
P1333	P4489	0.642881	0.591317	0.637417	0.751204	0.785714	0.777778	0.75	mutual_knn
P4542	P6595	0.641113	0.596765	0.615727	0.752463	0.818182	0.777778	0.75	mutual_knn
P14808	P17186	0.640814	0.521595	0.63672	0.832443	1.0	0.8	0.75	mutual_knn
P5321	P8304	0.63946	0.548217	0.575448	0.91356	1.0	0.777778	0.75	mutual_knn
P0233	P0441	0.637609	0.539513	0.586853	0.917553	0.976744	0.777778	0.75	mutual_knn
P1927	P4953	0.637399	0.559966	0.588234	0.892884	0.902439	0.777778	0.75	mutual_knn
P13083	P14558	0.636252	0.510593	0.589957	1.0	1.0	0.714286	0.666667	mutual_knn
P0811	P5271	0.636227	0.605268	0.615112	0.605674	0.88	0.777778	0.75	mutual_knn
P6542	P7460	0.635667	0.545856	0.584687	0.892378	0.961538	0.777778	0.75	mutual_knn
P12446	P18928	0.633651	0.558684	0.587315	0.799087	0.967742	0.8	0.75	mutual_knn
P1575	P7242	0.633381	0.569999	0.61689	0.734702	0.875	0.777778	0.75	mutual_knn
P1862	P4750	0.632704	0.542262	0.568524	0.897029	1.0	0.777778	0.75	mutual_knn
P3862	P6524	0.632561	0.571004	0.589189	0.717741	0.97619	0.777778	0.75	mutual_knn
P2562	P6364	0.631508	0.572064	0.59154	0.732896	0.9375	0.777778	0.75	mutual_knn
P1343	P14464	0.630786	0.526257	0.631504	0.862772	0.866667	0.8	0.75	mutual_knn
P2565	P6561	0.630749	0.566018	0.585424	0.711425	1.0	0.777778	0.75	mutual_knn
P18937	P24072	0.63072	0.548628	0.573857	0.829872	1.0	0.8	0.75	mutual_knn
P1372	P3545	0.630309	0.58216	0.600253	0.738042	0.844444	0.777778	0.75	mutual_knn
P18649	P24943	0.629969	0.584072	0.605898	0.578499	0.972222	0.8	0.75	mutual_knn
P4276	P8423	0.629698	0.568547	0.612684	0.750372	0.84375	0.777778	0.75	mutual_knn
P0998	P2203	0.629505	0.566861	0.584776	0.718295	0.979167	0.777778	0.75	mutual_knn
P4896	P8513	0.628821	0.570594	0.613032	0.734011	0.840909	0.777778	0.75	mutual_knn
P4793	P8371	0.628806	0.558031	0.602468	0.720914	0.947368	0.777778	0.75	mutual_knn
P0298	P3548	0.628788	0.560022	0.592283	0.718602	0.97619	0.777778	0.75	mutual_knn
P1862	P5624	0.628756	0.564548	0.591896	0.725462	0.95	0.777778	0.75	mutual_knn
P4971	P7886	0.628455	0.55765	0.593055	0.728008	0.971429	0.777778	0.75	mutual_knn
P3006	P7385	0.628423	0.570528	0.604362	0.692494	0.909091	0.777778	0.75	mutual_knn
P1645	P6430	0.628225	0.56893	0.605887	0.729665	0.871795	0.777778	0.75	mutual_knn
P0603	P4485	0.628193	0.564987	0.597677	0.698901	0.948718	0.777778	0.75	mutual_knn
