morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s050-a000-w001-01	w-s050-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s050-a000-w001-02	w-s050-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s050-a000-w002-01	w-s050-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s050-a000-w003-01	w-s050-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s050-a000-w003-02	w-s050-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s050-a000-w004-01	w-s050-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s050-a000-w004-02	w-s050-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s050-a001-w001-01	w-s050-a001-w001	50:1:1:1	1	قٓ	قٓ				INL	STEM	STEM|POS:INL								
m-w-s050-a001-w002-01	w-s050-a001-w002	50:1:2:1	1	وَ					P	PREFIX	PREFIX|w:P+								
m-w-s050-a001-w002-02	w-s050-a001-w002	50:1:2:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s050-a001-w002-03	w-s050-a001-w002	50:1:2:3	3	قُرْءَانِ	قُرْءَانِ	قُرْءَان	ق ر ء	قرء	PN	STEM	STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|GEN								GEN
m-w-s050-a001-w003-01	w-s050-a001-w003	50:1:3:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s050-a001-w003-02	w-s050-a001-w003	50:1:3:2	2	مَجِيدِ	مَجِيدِ	مَّجِيد	م ج د	مجد	ADJ	STEM	STEM|POS:ADJ|LEM:m~ajiyd|ROOT:mjd|MS|GEN						M	singular	GEN
m-w-s050-a002-w001-01	w-s050-a002-w001	50:2:1:1	1	بَلْ	بَلْ	بَل			RET	STEM	STEM|POS:RET|LEM:bal								
m-w-s050-a002-w002-01	w-s050-a002-w002	50:2:2:1	1	عَجِبُ	عَجِبُ	عَجِبُ	ع ج ب	عجب	V	STEM	STEM|POS:V|PERF|LEM:Eajibu|ROOT:Ejb|3MP	PERF				3	M	plural	
m-w-s050-a002-w002-02	w-s050-a002-w002	50:2:2:2	2	وٓا۟					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s050-a002-w003-01	w-s050-a002-w003	50:2:3:1	1	أَن	أَن	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an								
m-w-s050-a002-w004-01	w-s050-a002-w004	50:2:4:1	1	جَآءَ	جَآءَ	جَآءَ	ج ي ء	جيء	V	STEM	STEM|POS:V|PERF|LEM:jaA^'a|ROOT:jyA|3MS	PERF				3	M	singular	
m-w-s050-a002-w004-02	w-s050-a002-w004	50:2:4:2	2	هُم					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s050-a002-w005-01	w-s050-a002-w005	50:2:5:1	1	مُّنذِرٌ	مُّنذِرٌ	مُنذِر	ن ذ ر	نذر	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mun*ir|ROOT:n*r|M|INDEF|NOM			ACT	IV				NOM
m-w-s050-a002-w006-01	w-s050-a002-w006	50:2:6:1	1	مِّنْ	مِّنْ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s050-a002-w006-02	w-s050-a002-w006	50:2:6:2	2	هُمْ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s050-a002-w007-01	w-s050-a002-w007	50:2:7:1	1	فَ					REM	PREFIX	PREFIX|f:REM+								
m-w-s050-a002-w007-02	w-s050-a002-w007	50:2:7:2	2	قَالَ	قَالَ	قَالَ	ق و ل	قول	V	STEM	STEM|POS:V|PERF|LEM:qaAla|ROOT:qwl|3MS	PERF				3	M	singular	
m-w-s050-a002-w008-01	w-s050-a002-w008	50:2:8:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s050-a002-w008-02	w-s050-a002-w008	50:2:8:2	2	كَٰفِرُونَ	كَٰفِرُونَ	كَٰفِرُون	ك ف ر	كفر	N	STEM	STEM|POS:N|ACT|PCPL|LEM:ka`firuwn|ROOT:kfr|MP|NOM			ACT			M	plural	NOM
m-w-s050-a002-w009-01	w-s050-a002-w009	50:2:9:1	1	هَٰذَا	هَٰذَا	هَٰذَا			DEM	STEM	STEM|POS:DEM|LEM:ha`*aA|MS						M	singular	
m-w-s050-a002-w010-01	w-s050-a002-w010	50:2:10:1	1	شَىْءٌ	شَىْءٌ	شَىْء	ش ي ء	شيء	N	STEM	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|NOM								NOM
m-w-s050-a002-w011-01	w-s050-a002-w011	50:2:11:1	1	عَجِيبٌ	عَجِيبٌ	عَجِيب	ع ج ب	عجب	ADJ	STEM	STEM|POS:ADJ|LEM:Eajiyb|ROOT:Ejb|MS|INDEF|NOM						M	singular	NOM
m-w-s050-a003-w001-01	w-s050-a003-w001	50:3:1:1	1	أَ					INTG	PREFIX	PREFIX|A:INTG+								
m-w-s050-a003-w001-02	w-s050-a003-w001	50:3:1:2	2	ءِذَا	ءِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA								
m-w-s050-a003-w002-01	w-s050-a003-w002	50:3:2:1	1	مِتْ	مِتْ	مَّاتَ	م و ت	موت	V	STEM	STEM|POS:V|PERF|PASS|LEM:m~aAta|ROOT:mwt|1P	PERF		PASS		1		plural	
m-w-s050-a003-w002-02	w-s050-a003-w002	50:3:2:2	2	نَا					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s050-a003-w003-01	w-s050-a003-w003	50:3:3:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
