left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P1559	P3840	0.654054	0.557848	0.607381	0.904394	1.0	0.777778	0.75	mutual_knn
P11588	P7423	0.65312	0.565561	0.612559	0.84222	1.0	0.8	0.75	mutual_knn
P1333	P3573	0.649366	0.555416	0.597582	0.902752	1.0	0.777778	0.75	mutual_knn
P2385	P4244	0.648078	0.576465	0.6218	0.71039	1.0	0.777778	0.75	mutual_knn
P1690	P3613	0.646654	0.574688	0.61214	0.737952	1.0	0.777778	0.75	mutual_knn
P0616	P2778	0.645752	0.575664	0.612564	0.72306	1.0	0.777778	0.75	mutual_knn
P1246	P3741	0.645056	0.595256	0.618499	0.607165	1.0	0.777778	0.75	mutual_knn
P2212	P3098	0.644541	0.564072	0.577578	0.885565	1.0	0.777778	0.75	mutual_knn
P1627	P3627	0.644361	0.551185	0.589906	0.898603	1.0	0.777778	0.75	mutual_knn
P2210	P4521	0.642901	0.579329	0.611714	0.757948	0.923077	0.777778	0.75	mutual_knn
P2719	P3809	0.642181	0.573258	0.605065	0.724424	1.0	0.777778	0.75	mutual_knn
P0759	P2287	0.641056	0.592506	0.613146	0.59827	1.0	0.777778	0.75	mutual_knn
P13012	P9356	0.640913	0.552867	0.599418	0.823268	1.0	0.8	0.75	mutual_knn
P10119	P8119	0.640423	0.580721	0.61705	0.631305	1.0	0.8	0.75	mutual_knn
P10074	P10143	0.639831	0.552364	0.588758	0.852016	1.0	0.8	0.75	mutual_knn
P0247	P1531	0.639827	0.568188	0.601659	0.73562	1.0	0.777778	0.75	mutual_knn
P3296	P4874	0.639458	0.571612	0.600017	0.722269	1.0	0.777778	0.75	mutual_knn
P2780	P4341	0.639041	0.580599	0.608936	0.723361	0.923077	0.777778	0.75	mutual_knn
P0037	P2262	0.638621	0.558481	0.584399	0.904573	0.923077	0.777778	0.75	mutual_knn
P1401	P3732	0.638395	0.556409	0.591255	0.894049	0.916667	0.777778	0.75	mutual_knn
P1495	P2612	0.637737	0.571443	0.597988	0.712914	1.0	0.777778	0.75	mutual_knn
P2576	P3653	0.637481	0.606075	0.615089	0.571581	0.923077	0.777778	0.75	mutual_knn
P0290	P2112	0.637444	0.562431	0.603421	0.731529	1.0	0.777778	0.75	mutual_knn
P2759	P4356	0.637316	0.558316	0.600352	0.759505	1.0	0.777778	0.75	mutual_knn
P11593	P7956	0.637051	0.544944	0.603572	0.805764	1.0	0.8	0.75	mutual_knn
P1708	P3457	0.636918	0.54603	0.578082	0.888761	1.0	0.777778	0.75	mutual_knn
P13088	P7479	0.636655	0.530627	0.608196	0.850039	1.0	0.8	0.75	mutual_knn
P1066	P2800	0.636597	0.578717	0.595289	0.678237	1.0	0.777778	0.75	mutual_knn
P10565	P6014	0.636208	0.544882	0.60294	0.799823	1.0	0.8	0.75	mutual_knn
P2840	P3894	0.636164	0.570069	0.600254	0.695444	1.0	0.777778	0.75	mutual_knn
P3423	P4760	0.636124	0.59698	0.613318	0.605139	0.923077	0.777778	0.75	mutual_knn
P11682	P7129	0.636053	0.547558	0.599072	0.79977	1.0	0.8	0.75	mutual_knn
P0938	P3928	0.636001	0.587731	0.610191	0.579551	1.0	0.777778	0.75	mutual_knn
P0553	P2090	0.635989	0.548262	0.573534	0.885338	1.0	0.777778	0.75	mutual_knn
P1283	P3684	0.635465	0.550492	0.587305	0.89879	0.923077	0.777778	0.75	mutual_knn
P2728	P4290	0.635432	0.560677	0.601367	0.72649	1.0	0.777778	0.75	mutual_knn
P3051	P3848	0.635328	0.569999	0.590844	0.720326	1.0	0.777778	0.75	mutual_knn
P13438	P9499	0.635321	0.542396	0.59491	0.830238	1.0	0.8	0.75	mutual_knn
P0762	P3925	0.635287	0.55641	0.585707	0.882387	0.916667	0.777778	0.75	mutual_knn
P2294	P4325	0.635128	0.53875	0.580849	0.893929	1.0	0.777778	0.75	mutual_knn
P2013	P3918	0.634847	0.562084	0.594413	0.738645	1.0	0.777778	0.75	mutual_knn
P0793	P2287	0.634551	0.587228	0.607284	0.577489	1.0	0.777778	0.75	mutual_knn
P2871	P3763	0.634207	0.587739	0.596977	0.607821	1.0	0.777778	0.75	mutual_knn
P1758	P4210	0.633955	0.592384	0.597057	0.584117	1.0	0.777778	0.75	mutual_knn
P0186	P1173	0.633841	0.56768	0.58994	0.71906	1.0	0.777778	0.75	mutual_knn
P2710	P4160	0.633053	0.565526	0.582304	0.747601	1.0	0.777778	0.75	mutual_knn
P0021	P0777	0.632851	0.583997	0.63433	0.634217	0.846154	0.777778	0.75	mutual_knn
P11294	P7849	0.632847	0.550536	0.622493	0.815193	0.857143	0.8	0.75	mutual_knn
P0804	P1712	0.632845	0.568542	0.614603	0.695825	0.923077	0.777778	0.75	mutual_knn
P0524	P2262	0.632805	0.549579	0.602081	0.747665	1.0	0.777778	0.75	mutual_knn
P2937	P3958	0.632485	0.56774	0.58523	0.721711	1.0	0.777778	0.75	mutual_knn
P10165	P5798	0.632317	0.534374	0.594074	0.839228	1.0	0.8	0.75	mutual_knn
P1664	P3617	0.632273	0.561838	0.593538	0.717075	1.0	0.777778	0.75	mutual_knn
P1682	P3012	0.632047	0.560147	0.58642	0.747343	1.0	0.777778	0.75	mutual_knn
P1737	P4128	0.631847	0.555843	0.596219	0.730414	1.0	0.777778	0.75	mutual_knn
P13016	P8946	0.631764	0.540623	0.583401	0.842935	1.0	0.8	0.75	mutual_knn
P3526	P4574	0.631687	0.561071	0.588256	0.733155	1.0	0.777778	0.75	mutual_knn
P1414	P2667	0.631456	0.528331	0.574836	0.925143	1.0	0.777778	0.75	mutual_knn
P12805	P7752	0.631384	0.532631	0.619531	0.848635	0.9	0.8	0.75	mutual_knn
P0932	P2293	0.631284	0.561292	0.591919	0.715308	1.0	0.777778	0.75	mutual_knn
P10346	P14680	0.631188	0.552374	0.581167	0.792107	1.0	0.8	0.75	mutual_knn
P0862	P2888	0.631077	0.551988	0.592676	0.752459	1.0	0.777778	0.75	mutual_knn
P1738	P3900	0.630797	0.577776	0.601513	0.679604	0.923077	0.777778	0.75	mutual_knn
P0440	P2631	0.630788	0.588219	0.592734	0.586322	1.0	0.777778	0.75	mutual_knn
P0140	P1510	0.630662	0.538015	0.572315	0.882448	1.0	0.777778	0.75	mutual_knn
P2258	P3943	0.630565	0.586849	0.618308	0.577674	0.923077	0.777778	0.75	mutual_knn
P2654	P3935	0.630218	0.588767	0.598229	0.558927	1.0	0.777778	0.75	mutual_knn
P0239	P2916	0.630015	0.566379	0.602649	0.719095	0.923077	0.777778	0.75	mutual_knn
P2425	P3732	0.629819	0.553795	0.59002	0.741044	1.0	0.777778	0.75	mutual_knn
P0527	P0542	0.629645	0.575946	0.603523	0.592358	1.0	0.777778	0.75	mutual_knn
P4580	P6699	0.629621	0.54615	0.590279	0.77256	1.0	0.833333	0.8	mutual_knn
