candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8287	submission / humility / head / gaze	19	9	11	14	0.06372056	0.2642	1.0	1.0	4,5,9,10,11,12,14,15,17,18,19,20,23,24,25,26,27,28,29	ب ص ر ر ء س س ج د س ك ن س و ي ك ف ر ك و ن م و ت ن ك س	kw:submission(94.4568); kw:humility(88.0164); kw:head(47.9976); kw:gaze(27.4588); kw:obedience(26.5662); kw:gesture(25.2203); kw:poverty(23.7936); kw:vision(23.4124)	ن ك س:B006:نكس الرأس والبصر → س ج د:B004:طأطأة الرأس والانحناء
C002	0.8242	beginning / time_measure_quantity/sequence_cycle / creation / youth	24	9	11	13	0.06154706	0.2453	1.0	0.8462	2,3,4,5,7,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,28,29	ب د ء ج ن ن خ ل ق ر ب ب س و ي ع و د ف ت ح ق ب ل ك و ن	kw:beginning(53.9753); theme:time_measure_quantity/sequence_cycle(50.378); kw:creation(41.3787); kw:youth(39.5566); kw:start(32.5328); kw:origination(31.7301); kw:initiation(31.7301); kw:novelty(29.9889)	ب د ء:B001:البَدْء والابتداء → ف ت ح:B002:فاتحة الشيء ومبدؤه الذي يفتح ما بعده
C003	0.8192	bird / animal_life/wildlife / sound / ostrich	18	12	12	18	0.06573088	0.2727	1.0	0.8333	2,3,6,8,9,10,11,12,13,15,16,17,21,22,23,24,26,27	ب ل ل ج ر م ج ع ل خ ر ر ر ج ع س و ق ط م ع ظ ل م ع ل م ق ر ر ن ع م ه د ي	kw:bird(93.8324); theme:animal_life/wildlife(80.6599); kw:sound(71.9247); kw:ostrich(45.3471); kw:gurgle(34.884); kw:echo(33.5381); theme:cognition_perception/perception(29.6486); kw:call(27.3357)	ظ ل م:B006:الظليم ذكر النعام → ن ع م:B006:النعام والنعامة الطائر
C004	0.8132	sky / rain / land_water_sky/weather_climate / cloud	22	15	15	32	0.05810225	0.3048	0.9062	0.625	2,3,4,5,6,7,10,11,12,13,14,15,16,17,20,21,22,24,25,27,28,29	ء ر ض خ ر ج ر ب ب ر ج ع ر ز ق س م و ص ب ر ض ج ع ط ي ن ع ذ ب ع ز ز ع ي ن ف ت ح ك ل ل و ل ي	kw:sky(83.8128); kw:rain(82.932); theme:land_water_sky/weather_climate(67.1553); kw:cloud(62.3609); kw:fertility(53.198); kw:water(50.8423); kw:weather(47.4318); kw:shower(43.7155)	ر ب ب:B008:رباب السحاب → ص ب ر:B010:سحاب أبيض متراكم
C005	0.8121	growth / agriculture / agriculture_food/plant_vegetation / ecology	19	15	17	49	0.06145232	0.3657	0.9592	0.551	2,3,4,5,7,9,10,11,12,13,15,16,19,20,22,23,25,27,29	ء ت ي ء ر ض ء ك ل ج ر ز ج ن ب ج ن ن خ ل ف ر ب ب ر و ح ز ر ع ش ك ر ش ي ء ظ ل م ك ف ر ن و ر	kw:growth(115.8924); kw:agriculture(73.9414); theme:agriculture_food/plant_vegetation(66.2847); kw:ecology(51.155); kw:plant(50.2216); kw:vegetation(45.8021); kw:tree(45.2608); kw:shoot(43.1696)	ر ب ب:B012:ربة نبات → ج ن ب:B010:الجنبة نبت متوسط مستقل
C006	0.8081	joining / group / kinship_society/household_community / assembly	19	13	17	40	0.06025746	0.3053	0.95	0.725	2,3,4,5,7,10,11,12,13,15,16,19,20,22,23,24,25,26,27	ء ل ف ء ل ي ء م م ج م ع ج ن ن ر ب ب ش ف ع ش ي ء ق ب ل ق ر ن ك ت ب ك ل ل م ل ء	kw:joining(70.346); kw:group(60.6775); theme:kinship_society/household_community(54.6873); kw:assembly(52.7421); kw:pairing(51.232); theme:time_measure_quantity/quantity_number(47.0877); kw:community(44.9672); kw:demography(44.6404)	ء ل ف:B002:ضم الشيء إلى الشيء والتأليف → ج م ع:B001:ضم المتفرق حتى يصير شيئا مجموعا
C007	0.8057	language / tongue / articulation / language_communication/language_speech	15	10	11	20	0.05782645	0.3704	1.0	0.75	3,4,5,6,7,10,11,13,15,20,22,24,25,28,29	ء م ر ء م م ب ل ل ب ي ن ذ ك ر ش ه د ف ص ل ق و ل ك ل ل ل ك ن	kw:language(91.0338); kw:tongue(64.8028); kw:articulation(59.0879); theme:language_communication/language_speech(56.5735); kw:expression(50.1599); kw:utterance(39.5566); kw:speech(37.5366); kw:pronunciation(34.884)	ق و ل:B002:اللسان آلة القول → ف ص ل:B004:لسان يفصل الأمور بالبيان
C008	0.8039	horse / animal / transport / difficulty	14	11	11	18	0.05620695	0.3273	1.0	0.7778	3,8,9,11,12,13,15,16,20,21,22,26,27,30	ج ن ب ح ق ق خ ر ج ر ج ع ر و ح س ب ح س ل ل ش ك ر ع ر ض ق ر ن و ك ل	kw:horse(57.8714); kw:animal(34.439); kw:transport(30.469); kw:difficulty(28.9576); kw:travel(26.4692); kw:gait(24.6242); kw:fluid(23.8949); kw:control(22.1386)	س ل ل:B009:سلة الفرس دفعة → ق ر ن:B010:دفعة عرق أو حلبته
C009	0.7998	growth / plant / agriculture / agriculture_food/plant_vegetation	19	13	17	42	0.06010607	0.3256	0.9524	0.5952	2,3,4,7,9,10,11,12,13,14,15,16,19,20,21,22,25,27,29	ء ك ل ج ن ب ج ن ن خ ل ف خ ل ق ر ب ب ر و ح ز ر ع ش ك ر ظ ل م ع ذ ب ك ف ر ن و ر	kw:growth(73.7497); kw:plant(60.266); kw:agriculture(49.2943); theme:agriculture_food/plant_vegetation(46.7892); kw:perfume(41.3787); kw:ecology(40.924); kw:renewal(40.8244); kw:drink(39.7012)	ر ب ب:B012:ربة نبات → ج ن ب:B010:الجنبة نبت متوسط مستقل
C010	0.7997	duration / time / event / time_measure_quantity/time	21	14	14	21	0.05718486	0.2308	1.0	0.8571	2,4,5,11,12,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30	ء ل ي ء م م ء ي ي ب ي ن ج ر م د ع و ر ي ب س ن و ع د د ع ر ض ق ر ن ك و ن ن ظ ر ي و م	kw:duration(100.8813); kw:time(72.1182); kw:event(68.647); theme:time_measure_quantity/time(55.3976); kw:history(51.6738); kw:period(44.0082); kw:chronology(41.5754); kw:interval(38.3916)	ر ي ب:B002:صروف الدهر المريبة → د ع و:B006:دواعي الدهر
C011	0.7982	liability / surety / guarantee / responsibility	24	11	13	17	0.06128382	0.2267	1.0	0.7647	2,3,4,5,7,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29	ء ر ض ب ل ل خ ل د ر ب ب ص ب ر ق ب ل ق و م ك ف ر ك ل ل ك و ن و ك ل	kw:liability(65.4624); kw:surety(47.5952); kw:guarantee(46.1482); kw:responsibility(41.9894); kw:care(37.2198); kw:attachment(37.1238); kw:guardianship(30.2314); kw:adherence(28.1384)	ق و م:B004:رعاية وحفظ وولاية → و ك ل:B006:القائم بالأمر كفاية وحفظا
