morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s089-a000-w001-01	w-s089-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s089-a000-w001-02	w-s089-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s089-a000-w002-01	w-s089-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s089-a000-w003-01	w-s089-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s089-a000-w003-02	w-s089-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s089-a000-w004-01	w-s089-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s089-a000-w004-02	w-s089-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s089-a001-w001-01	w-s089-a001-w001	89:1:1:1	1	وَ					P	PREFIX	PREFIX|w:P+								
m-w-s089-a001-w001-02	w-s089-a001-w001	89:1:1:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s089-a001-w001-03	w-s089-a001-w001	89:1:1:3	3	فَجْرِ	فَجْرِ	فَجْر	ف ج ر	فجر	N	STEM	STEM|POS:N|LEM:fajor|ROOT:fjr|M|GEN								GEN
m-w-s089-a002-w001-01	w-s089-a002-w001	89:2:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s089-a002-w001-02	w-s089-a002-w001	89:2:1:2	2	لَيَالٍ	لَيَالٍ	لَيْل	ل ي ل	ليل	N	STEM	STEM|POS:N|LEM:layol|ROOT:lyl|MP|INDEF|GEN						M	plural	GEN
m-w-s089-a002-w002-01	w-s089-a002-w002	89:2:2:1	1	عَشْرٍ	عَشْرٍ	عَشْر	ع ش ر	عشر	ADJ	STEM	STEM|POS:ADJ|LEM:Ea$or|ROOT:E$r|MP|INDEF|GEN						M	plural	GEN
m-w-s089-a003-w001-01	w-s089-a003-w001	89:3:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s089-a003-w001-02	w-s089-a003-w001	89:3:1:2	2	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s089-a003-w001-03	w-s089-a003-w001	89:3:1:3	3	شَّفْعِ	شَّفْعِ	شَّفْع	ش ف ع	شفع	N	STEM	STEM|POS:N|LEM:$~afoE|ROOT:$fE|M|GEN								GEN
m-w-s089-a003-w002-01	w-s089-a003-w002	89:3:2:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s089-a003-w002-02	w-s089-a003-w002	89:3:2:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s089-a003-w002-03	w-s089-a003-w002	89:3:2:3	3	وَتْرِ	وَتْرِ	وَتْر	و ت ر	وتر	N	STEM	STEM|POS:N|LEM:wator|ROOT:wtr|M|GEN								GEN
m-w-s089-a004-w001-01	w-s089-a004-w001	89:4:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s089-a004-w001-02	w-s089-a004-w001	89:4:1:2	2	ٱلَّ					DET	PREFIX	PREFIX|Al+								
m-w-s089-a004-w001-03	w-s089-a004-w001	89:4:1:3	3	يْلِ	يْلِ	لَيْل	ل ي ل	ليل	N	STEM	STEM|POS:N|LEM:layol|ROOT:lyl|M|GEN								GEN
m-w-s089-a004-w002-01	w-s089-a004-w002	89:4:2:1	1	إِذَا	إِذَا	إِذَا			T	STEM	STEM|POS:T|LEM:<i*aA								
m-w-s089-a004-w003-01	w-s089-a004-w003	89:4:3:1	1	يَسْرِ	يَسْرِ	يَسْرِ	س ر ي	سري	V	STEM	STEM|POS:V|IMPF|LEM:yasori|ROOT:sry|3MS	IMPF				3	M	singular	
m-w-s089-a005-w001-01	w-s089-a005-w001	89:5:1:1	1	هَلْ	هَلْ	هَل			INTG	STEM	STEM|POS:INTG|LEM:hal								
m-w-s089-a005-w002-01	w-s089-a005-w002	89:5:2:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s089-a005-w003-01	w-s089-a005-w003	89:5:3:1	1	ذَٰلِكَ	ذَٰلِكَ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|MS						M	singular	
m-w-s089-a005-w004-01	w-s089-a005-w004	89:5:4:1	1	قَسَمٌ	قَسَمٌ	قَسَم	ق س م	قسم	N	STEM	STEM|POS:N|LEM:qasam|ROOT:qsm|M|INDEF|NOM								NOM
m-w-s089-a005-w005-01	w-s089-a005-w005	89:5:5:1	1	لِّ					P	PREFIX	PREFIX|l:P+								
m-w-s089-a005-w005-02	w-s089-a005-w005	89:5:5:2	2	ذِى	ذِى	ذُو			N	STEM	STEM|POS:N|LEM:*uw|MS|GEN						M	singular	GEN
m-w-s089-a005-w006-01	w-s089-a005-w006	89:5:6:1	1	حِجْرٍ	حِجْرٍ	حِجْر	ح ج ر	حجر	N	STEM	STEM|POS:N|LEM:Hijor|ROOT:Hjr|M|INDEF|GEN								GEN
m-w-s089-a006-w001-01	w-s089-a006-w001	89:6:1:1	1	أَ					INTG	PREFIX	PREFIX|A:INTG+								
m-w-s089-a006-w001-02	w-s089-a006-w001	89:6:1:2	2	لَمْ	لَمْ	لَم			NEG	STEM	STEM|POS:NEG|LEM:lam								
m-w-s089-a006-w002-01	w-s089-a006-w002	89:6:2:1	1	تَرَ	تَرَ	رَءَا	ر ء ي	رءي	V	STEM	STEM|POS:V|IMPF|LEM:ra'aA|ROOT:rAy|2MS|MOOD:JUS	IMPF	JUS			2	M	singular	
m-w-s089-a006-w003-01	w-s089-a006-w003	89:6:3:1	1	كَيْفَ	كَيْفَ	كَيْف	ك ي ف	كيف	INTG	STEM	STEM|POS:INTG|LEM:kayof|ROOT:kyf								
m-w-s089-a006-w004-01	w-s089-a006-w004	89:6:4:1	1	فَعَلَ	فَعَلَ	فَعَلَ	ف ع ل	فعل	V	STEM	STEM|POS:V|PERF|LEM:faEala|ROOT:fEl|3MS	PERF				3	M	singular	
m-w-s089-a006-w005-01	w-s089-a006-w005	89:6:5:1	1	رَبُّ	رَبُّ	رَبّ	ر ب ب	ربب	N	STEM	STEM|POS:N|LEM:rab~|ROOT:rbb|M|NOM								NOM
m-w-s089-a006-w005-02	w-s089-a006-w005	89:6:5:2	2	كَ					PRON	SUFFIX	SUFFIX|PRON:2MS					2	M	singular	
m-w-s089-a006-w006-01	w-s089-a006-w006	89:6:6:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s089-a006-w006-02	w-s089-a006-w006	89:6:6:2	2	عَادٍ	عَادٍ	عَاد2	ع و د	عود	PN	STEM	STEM|POS:PN|LEM:EaAd2|ROOT:Ewd|GEN								GEN
m-w-s089-a007-w001-01	w-s089-a007-w001	89:7:1:1	1	إِرَمَ	إِرَمَ	إِرَم			PN	STEM	STEM|POS:PN|LEM:<iram|F|GEN								GEN
