left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C012	C080	0.731818	0.867615	0.553273	0.498702	0.821584	0.776765	1.0	mutual_knn
C003	C020	0.707373	0.72949	0.58116	0.718357	0.964439	0.76291	0.852525	mutual_knn
C278	C318	0.69394	0.779026	0.52507	0.507137	0.961928	0.697444	0.888194	mutual_knn
C003	C034	0.689796	0.711959	0.56386	0.762147	0.88444	0.750473	0.864949	mutual_knn
C034	C104	0.688748	0.726961	0.538104	0.700953	0.93741	0.762083	0.952448	mutual_knn
C103	C196	0.682331	0.732928	0.578128	0.570795	0.853492	0.776342	0.847867	mutual_knn
C039	C289	0.672427	0.754914	0.496118	0.589567	0.87178	0.685813	0.948893	mutual_knn
C016	C052	0.651017	0.65075	0.542889	0.678208	0.949547	0.713448	0.852704	mutual_knn
C057	C252	0.649922	0.779729	0.420945	0.418781	0.918956	0.654752	0.912968	mutual_knn
C164	C179	0.649352	0.772244	0.573737	0.449205	0.46188	0.8296	0.947463	mutual_knn
C101	C105	0.647746	0.641508	0.513474	0.759563	0.969931	0.686852	0.787978	mutual_knn
C436	C477	0.647433	0.710206	0.478278	0.58966	0.898807	0.653106	0.845676	mutual_knn
C015	C127	0.647068	0.632864	0.555187	0.691891	0.948903	0.830237	0.90233	mutual_knn
C105	C340	0.643829	0.652587	0.519655	0.672132	0.944263	0.68867	0.858367	mutual_knn
C011	C021	0.64169	0.639966	0.540083	0.620919	0.975904	0.704049	0.84426	mutual_knn
C011	C058	0.640016	0.63433	0.496906	0.75603	0.981761	0.689081	0.838997	mutual_knn
C295	C345	0.639687	0.649568	0.542116	0.607705	0.914976	0.73079	0.806324	mutual_knn
C100	C270	0.637521	0.648526	0.572302	0.466833	0.94884	0.739668	0.887463	mutual_knn
C321	C377	0.637429	0.641166	0.562052	0.605887	0.876417	0.724259	0.933955	mutual_knn
C205	C500	0.637118	0.663154	0.501863	0.626277	0.923548	0.678923	0.869038	mutual_knn
C082	C127	0.6366	0.637792	0.528456	0.618952	0.972721	0.69574	0.811098	mutual_knn
C129	C322	0.635135	0.613481	0.543683	0.706522	0.946372	0.767972	0.948724	mutual_knn
