candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.7852	fertility / plant / ecology / vegetation	14	11	11	19	0.0626981	0.3455	1.0	0.7368	1,10,15,16,19,23,24,26,30,33,38,40,41,44	ء ت ي ء ر ض ج ن ن ح ف ر ح ي ي ر ب ب ع ب ر م ت ع ن د و ن د ي ن ز ع	kw:fertility(63.8376); kw:plant(60.266); kw:ecology(51.155); kw:vegetation(45.8021); kw:growth(42.1427); kw:herb(37.9386); kw:pasture(34.5965); kw:agriculture(32.8628)	ن د و:B003:بلل الندى والمطر → ن د ي:B006:نبت وكلأ من الندى
C002	0.7713	land_water_sky/weather_climate / wind / climate / cloud	18	10	11	16	0.06218888	0.2963	1.0	0.75	1,5,10,11,12,16,19,20,22,24,27,29,31,33,36,40,44,46	خ ر ج د ب ر ر ء ي ر ب ب ر د د س م و ك ر ر ن خ ر ن ز ع ن ع م	theme:land_water_sky/weather_climate(67.1553); kw:wind(65.0179); kw:climate(47.3897); kw:cloud(37.4165); kw:sky(35.9198); kw:direction(35.6904); kw:breeze(31.7301); kw:repetition(27.9929)	ر ب ب:B008:رباب السحاب → س م و:B004:السماء وما علا فأظل
C003	0.7591	darkness / night / time / obscurity	11	8	12	21	0.06346895	0.35	1.0	0.7143	6,10,12,14,18,24,29,35,40,41,46	ج ن ن س ه ر ع ش و غ ط ش ق و ل ل ي ل ه و ي ي و م	kw:darkness(100.5981); kw:night(82.1033); kw:time(36.0591); kw:obscurity(27.1003); kw:sleep(26.2769); kw:blackness(25.6736); kw:visibility(25.2924); kw:sequence(23.5043)	غ ط ش:B001:إظلام الليل → ل ي ل:B001:الليل خلاف النهار وظلمته
C004	0.7563	reptile / snake / viper / serpent	10	9	11	16	0.06501929	0.3019	1.0	0.8125	2,8,13,28,33,35,38,40,41,43	ج ن ن ح ي ي ذ ك ر ز ج ر س م ك ق ل ب ن ش ط ن ع م ن ف س	kw:reptile(57.219); kw:snake(56.8924); kw:viper(51.232); kw:serpent(47.5952); kw:life(41.0035); kw:danger(35.8423); kw:zoology(35.5423); kw:fish(31.3821)	ح ي ي:B003:ذو الروح والحيوان → ن ف س:B011:النفس التي بها الحياة
C005	0.7504	speed / camel / travel / movement	14	13	13	21	0.05967991	0.2692	1.0	0.8095	5,8,10,12,13,15,22,26,27,28,34,35,38,40	ء ت ي ء ث ر ح ف ر د ب ر ر ف ع ز ج ر س ع ي ش د د ط م م ع ب ر ك ر ر ه و ي و ج ف	kw:speed(68.2325); kw:camel(55.6001); kw:travel(52.9385); kw:movement(39.8286); kw:gait(36.9363); kw:hoof(26.8781); kw:motion(26.7838); kw:mount(26.371)	ط م م:B005:مضي خفيف وعلو للحيوان → ه و ي:B008:مضي سريع وترامي في السير
C006	0.7487	space_form_boundary/place_location / residence / stay / delay	14	12	13	24	0.06032425	0.3117	1.0	0.625	1,11,15,16,19,20,21,24,30,33,36,40,44,46	ء ت ي ء ر ض ء ي ي ب ر ز ر ب ب غ ر ق ق و م ك ذ ب ك و ن ل ب ث ن ز ع ن ع م	theme:space_form_boundary/place_location(67.4464); kw:residence(63.0508); kw:stay(59.9777); kw:delay(37.8305); kw:pause(31.3821); kw:settlement(30.9257); kw:abode(30.4895); theme:time_measure_quantity/time(29.5454)	ء ي ي:B001:تمهل وانتظار → ل ب ث:B002:التوقف والبطء
C007	0.7471	milk / udder / camel / abundance	19	16	16	31	0.05692367	0.2583	1.0	0.7097	1,10,11,13,14,15,16,19,20,21,24,28,29,31,36,38,40,44,46	ء ت ي ء ث ر ح ف ر خ ر ج د ن و ر ء ي ر ب ب ر د د ر ف ع ز ج ر س ه ر ع ل و غ ر ق ك ذ ب ن خ ر ن ه ي	kw:milk(80.4365); kw:udder(66.1686); kw:camel(46.3334); kw:abundance(41.1892); theme:body_health_life/reproduction_birth(40.1327); kw:husbandry(33.8898); kw:fertility(31.9188); kw:ewe(31.0619)	ر ء ي:B010:ظهور حمل الناقة أو الشاة → ر ف ع:B007:رفع اللبن في الضرع
C008	0.7446	body_health_life/life_stage_aging / youth / narration / memory	15	9	12	13	0.06938786	0.2097	1.0	1.0	11,15,16,19,20,24,27,28,32,34,38,40,41,42,44	ء ث ر ج ن ن ح د ث ر ب ب ر س و س و ي ش د د ك ب ر ك و ن	theme:body_health_life/life_stage_aging(62.9387); kw:youth(52.7421); kw:narration(48.7992); kw:memory(46.645); kw:report(43.7155); kw:development(43.4363); kw:freshness(42.6693); kw:senescence(29.9889)	ش د د:B004:بلوغ الأشد → س و ي:B005:بلوغ وتمام الشباب
C009	0.7442	night / cycle / darkness / daylight	14	14	17	45	0.0581518	0.3383	0.8667	0.6222	5,6,7,14,20,22,27,28,29,33,34,35,40,46	د ب ر ر د ف س ه ر س و ي ش د د ض ح و ع ش و ق و م ك ب ر ل ي ل م ت ع ن ف س ه و ي ي و م	kw:night(70.3743); kw:cycle(60.9633); kw:darkness(50.299); kw:daylight(48.7992); kw:evening(47.5952); kw:sequence(47.0087); kw:time(45.0739); kw:shadow(44.6404)	ك ب ر:B013:أكبر النهار → ش د د:B005:شد النهار وارتفاعه
C010	0.7433	udder / camel / milk / body_health_life/reproduction_birth	18	16	16	29	0.05930952	0.2417	1.0	0.7586	10,14,15,16,20,21,24,27,28,29,31,32,36,38,40,42,44,46	ء ت ي ج ب ل ح ف ر خ ر ج د ن و ر ء ي ر د د ر س و ر ف ع س م و س ه ر ع ل و ك ذ ب م و ه ن ه ي و د ي	kw:udder(66.1686); kw:camel(46.3334); kw:milk(45.9637); theme:body_health_life/reproduction_birth(44.1459); kw:fertility(42.5584); kw:abundance(41.1892); kw:reproduction(40.7946); kw:livestock(38.1273)	س م و:B003:تطاول الفحل على الشول → ر س و:B005:استقرار الشول بنداء الفحل
