left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P3679	P4847	0.654739	0.569124	0.604483	0.870641	1.0	0.8	0.75	mutual_knn
P0467	P1323	0.647826	0.547299	0.603943	0.901614	1.0	0.777778	0.75	mutual_knn
P0543	P1071	0.646155	0.578169	0.592182	0.912145	0.875	0.777778	0.75	mutual_knn
P1146	P1530	0.644913	0.575433	0.613084	0.913887	0.8	0.777778	0.75	mutual_knn
P3493	P4454	0.643674	0.552658	0.603899	0.836129	1.0	0.8	0.75	mutual_knn
P4166	P5113	0.642219	0.560558	0.58748	0.843497	1.0	0.8	0.75	mutual_knn
P0420	P1199	0.640166	0.566734	0.584306	0.906286	0.9	0.777778	0.75	mutual_knn
P0054	P0490	0.639862	0.571044	0.626182	0.748397	0.888889	0.777778	0.75	mutual_knn
P0674	P1218	0.636877	0.539429	0.608712	0.910845	0.9	0.777778	0.75	mutual_knn
P0027	P0054	0.636808	0.557385	0.604614	0.743694	1.0	0.777778	0.75	mutual_knn
P0155	P1071	0.636341	0.563452	0.583066	0.912145	0.875	0.777778	0.75	mutual_knn
P3630	P4787	0.63624	0.549658	0.584414	0.843497	1.0	0.8	0.75	mutual_knn
P0634	P1595	0.635523	0.567298	0.592828	0.727491	1.0	0.777778	0.75	mutual_knn
P0115	P1141	0.635185	0.534143	0.599554	0.849764	1.0	0.777778	0.75	mutual_knn
P0837	P1186	0.634977	0.573752	0.610272	0.731931	0.9	0.777778	0.75	mutual_knn
P0069	P1079	0.633166	0.546958	0.568751	0.879726	1.0	0.777778	0.75	mutual_knn
P0316	P0847	0.633079	0.560083	0.571138	0.92254	0.888889	0.777778	0.75	mutual_knn
P2362	P3591	0.6319	0.56252	0.615123	0.777589	0.857143	0.8	0.75	mutual_knn
P2217	P3758	0.631492	0.539885	0.586893	0.831313	1.0	0.8	0.75	mutual_knn
P0491	P0932	0.631115	0.557066	0.574582	0.893313	0.9	0.777778	0.75	mutual_knn
