left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C483	C664	0.739093	0.814152	0.563036	0.677279	0.953776	0.726276	1.0	mutual_knn
C003	C153	0.732658	0.802671	0.571539	0.603393	0.99522	0.839279	0.894318	mutual_knn
C099	C174	0.71419	0.775849	0.571398	0.584453	0.964013	0.789418	1.0	mutual_knn
C117	C173	0.713132	0.910731	0.453356	0.3889	0.828695	0.635317	1.0	mutual_knn
C076	C178	0.70135	0.760241	0.528345	0.650517	0.976744	0.700479	0.900305	mutual_knn
C316	C594	0.701311	0.77581	0.549975	0.578025	0.906103	0.72943	1.0	mutual_knn
C167	C194	0.697517	0.823942	0.537136	0.397081	0.846971	0.775284	1.0	mutual_knn
C148	C287	0.690651	0.782076	0.497939	0.550582	0.951732	0.699578	0.922128	mutual_knn
C353	C664	0.687653	0.815488	0.500991	0.472445	0.823675	0.714696	1.0	mutual_knn
C015	C039	0.685073	0.720972	0.550185	0.640295	0.955023	0.710754	0.846584	mutual_knn
C007	C011	0.684668	0.695223	0.548527	0.73565	0.989336	0.729885	0.879723	mutual_knn
C004	C107	0.681766	0.795553	0.549888	0.403587	0.786646	0.728412	0.9312	mutual_knn
C083	C226	0.678935	0.894134	0.331352	0.441408	0.883217	0.505183	1.0	mutual_knn
C316	C527	0.676452	0.71798	0.541678	0.606051	0.943537	0.766618	0.884334	mutual_knn
C095	C103	0.667161	0.720373	0.575498	0.432375	0.910877	0.826345	1.0	mutual_knn
C647	C670	0.665671	0.705602	0.498852	0.678751	0.953391	0.758172	1.0	mutual_knn
C252	C262	0.662869	0.659497	0.558198	0.66811	0.988506	0.718475	0.797547	mutual_knn
C298	C455	0.661848	0.678751	0.532171	0.666716	0.9615	0.708078	0.813601	mutual_knn
C041	C229	0.661661	0.716804	0.542172	0.493207	0.912871	0.739176	0.867881	mutual_knn
C309	C658	0.659141	0.815191	0.399884	0.420344	0.895453	0.574705	1.0	mutual_knn
C124	C184	0.655921	0.633656	0.57831	0.691057	0.964942	0.78628	0.812143	mutual_knn
C313	C564	0.654558	0.742318	0.542217	0.476023	0.73131	0.794312	0.94383	mutual_knn
C006	C012	0.653259	0.646332	0.548267	0.683043	0.973089	0.752119	0.820354	mutual_knn
C194	C511	0.652614	0.717502	0.497176	0.494458	0.952651	0.775284	1.0	mutual_knn
C657	C669	0.648902	0.659393	0.540497	0.611158	0.959403	0.767061	0.864263	mutual_knn
C038	C416	0.648018	0.653206	0.543587	0.60966	0.973729	0.782772	0.841224	mutual_knn
C194	C351	0.647342	0.709564	0.499295	0.490673	0.937043	0.775284	1.0	mutual_knn
C026	C188	0.647064	0.663618	0.543163	0.570794	0.952268	0.732168	0.837256	mutual_knn
C114	C298	0.641081	0.654257	0.527685	0.617637	0.938835	0.752903	0.852554	mutual_knn
C180	C183	0.640875	0.644524	0.584007	0.509412	0.924693	0.758959	0.796195	mutual_knn
C066	C247	0.639626	0.776353	0.373576	0.46576	0.928013	0.553799	0.877332	mutual_knn
C018	C205	0.639573	0.739021	0.513886	0.367303	0.791667	0.682497	0.884709	mutual_knn
C258	C284	0.63881	0.776259	0.456667	0.385734	0.751068	0.658666	1.0	mutual_knn
C106	C249	0.63747	0.687013	0.535874	0.371755	0.960258	0.721048	0.901582	mutual_knn
C189	C588	0.636096	0.622683	0.582797	0.530997	0.968152	0.767701	0.78999	mutual_knn
C009	C389	0.636094	0.789958	0.386	0.361588	0.891567	0.615065	0.911397	mutual_knn
C007	C064	0.63371	0.693386	0.494275	0.488586	0.898757	0.664326	0.88125	mutual_knn
C177	C739	0.632768	0.678428	0.513943	0.506106	0.887607	0.69464	0.920514	mutual_knn
C283	C348	0.63161	0.721906	0.527947	0.308459	0.814269	0.691754	0.879443	mutual_knn
C353	C483	0.631349	0.687506	0.506654	0.469673	0.886319	0.726276	0.815488	mutual_knn
C015	C060	0.630731	0.616075	0.525748	0.671371	0.978321	0.721713	0.884975	mutual_knn
C222	C553	0.629269	0.657858	0.567452	0.45925	0.841794	0.826259	0.943189	mutual_knn
C114	C455	0.628942	0.619769	0.516069	0.663965	0.978399	0.757482	0.819447	mutual_knn
C218	C313	0.62696	0.708658	0.492242	0.316047	0.933536	0.710973	0.891201	mutual_knn
C268	C476	0.626915	0.748759	0.456553	0.377922	0.777778	0.653148	0.924004	mutual_knn
C622	C742	0.626027	0.638078	0.528049	0.614532	0.871203	0.71594	0.779932	mutual_knn
C175	C291	0.624888	0.603185	0.54929	0.656892	0.928191	0.749612	0.797981	mutual_knn
C491	C580	0.623305	0.606011	0.550851	0.598903	0.951537	0.711583	0.7548	mutual_knn
C004	C179	0.622438	0.691077	0.490516	0.403598	0.893845	0.74818	0.944597	mutual_knn
C081	C455	0.621518	0.598354	0.545428	0.622728	0.964396	0.738276	0.776843	mutual_knn
C040	C125	0.621423	0.601732	0.584505	0.546941	0.905111	0.821648	0.873651	mutual_knn
C054	C192	0.619358	0.629818	0.555673	0.50494	0.872538	0.733058	0.793785	mutual_knn
C018	C030	0.618656	0.600257	0.532194	0.64524	0.943456	0.758937	0.864212	mutual_knn
C180	C366	0.618607	0.63103	0.520293	0.571053	0.898984	0.68619	0.841008	mutual_knn
C360	C563	0.616458	0.626268	0.521899	0.523681	0.94387	0.695656	0.790347	mutual_knn
C005	C011	0.614893	0.588967	0.516297	0.665581	0.989621	0.690964	0.761028	mutual_knn
C327	C427	0.61463	0.697043	0.421105	0.479482	0.918291	0.694077	1.0	mutual_knn
C014	C051	0.613421	0.595127	0.489212	0.699525	0.991416	0.67786	0.789051	mutual_knn
C193	C207	0.613069	0.607547	0.508657	0.61285	0.95413	0.711114	0.79596	mutual_knn
C070	C177	0.612789	0.572998	0.539747	0.695585	0.948075	0.707085	0.749809	mutual_knn
C390	C547	0.612758	0.662464	0.421207	0.568959	0.982675	0.601219	0.898487	mutual_knn
C054	C283	0.612569	0.613342	0.491953	0.631487	0.951631	0.680241	0.78416	mutual_knn
C016	C039	0.612384	0.59039	0.489031	0.727422	0.977376	0.67645	0.811996	mutual_knn
C016	C075	0.612082	0.628047	0.45385	0.641861	0.977172	0.67645	0.811996	mutual_knn
C529	C658	0.612003	0.662502	0.430271	0.556312	0.960398	0.66143	1.0	mutual_knn
C159	C206	0.611957	0.593645	0.520096	0.611263	0.979796	0.714824	0.75253	mutual_knn
C351	C511	0.611703	0.648097	0.498847	0.445954	0.934054	0.6673	0.790878	mutual_knn
C187	C363	0.611382	0.586096	0.572981	0.520327	0.944069	0.729202	0.772967	mutual_knn
C219	C470	0.611361	0.571527	0.525584	0.711298	0.967923	0.711847	0.779508	mutual_knn
C364	C482	0.611252	0.634312	0.509982	0.535255	0.875755	0.707425	0.798918	mutual_knn
C562	C603	0.610579	0.581231	0.504055	0.717491	0.969979	0.690651	0.760848	mutual_knn
C585	C624	0.609615	0.622005	0.488378	0.582157	0.938836	0.662766	0.814933	mutual_knn
C081	C114	0.609567	0.582007	0.555046	0.572223	0.948282	0.757482	0.819447	mutual_knn
C076	C658	0.608499	0.630632	0.463629	0.580005	0.960933	0.708335	0.889567	mutual_knn
C779	C821	0.60681	0.581317	0.540831	0.618274	0.920751	0.708741	0.764311	mutual_knn
C017	C116	0.606701	0.557152	0.507357	0.798756	0.960424	0.701149	0.73076	mutual_knn
C364	C555	0.604945	0.574771	0.567496	0.525848	0.947255	0.750007	0.760654	mutual_knn
C461	C907	0.603598	0.555284	0.550988	0.653676	0.952926	0.760703	0.761211	mutual_knn
C022	C540	0.603282	0.618885	0.466086	0.58682	0.953316	0.758772	0.785005	mutual_knn
C104	C113	0.602298	0.621281	0.555861	0.396494	0.852493	0.738524	0.808292	mutual_knn
C009	C048	0.6021	0.678789	0.453405	0.429182	0.837659	0.633035	0.911397	mutual_knn
C038	C104	0.601647	0.538393	0.583952	0.629349	0.9433	0.782772	0.745065	mutual_knn
C454	C839	0.601232	0.544532	0.556506	0.64803	0.972111	0.84339	0.810848	mutual_knn
