left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C286	C454	0.778969	0.935969	0.564564	0.51477	0.901388	0.784582	1.0	mutual_knn
C013	C177	0.764238	0.825607	0.609326	0.710978	0.975384	0.839422	0.961062	mutual_knn
C255	C454	0.7492	0.850172	0.546088	0.665828	0.937043	0.740565	1.0	mutual_knn
C041	C104	0.742966	0.876609	0.566726	0.461183	0.885253	0.79721	1.0	mutual_knn
C041	C286	0.723382	0.806756	0.572193	0.591977	0.891482	0.815404	0.929001	mutual_knn
C001	C002	0.722926	0.785264	0.512341	0.779613	0.986307	0.679729	0.918679	mutual_knn
C063	C100	0.722555	0.816145	0.56429	0.482142	0.969816	0.72591	0.921909	mutual_knn
C041	C255	0.712101	0.859813	0.444472	0.52917	0.959353	0.627166	1.0	mutual_knn
C013	C060	0.707937	0.750831	0.541665	0.71036	0.989867	0.730881	0.907985	mutual_knn
C671	C695	0.706758	0.814502	0.493501	0.583465	0.931104	0.668068	0.897769	mutual_knn
C013	C253	0.702446	0.775138	0.527867	0.608998	0.956175	0.740837	0.944328	mutual_knn
C182	C437	0.695992	0.737781	0.556075	0.681379	0.921406	0.71784	0.883383	mutual_knn
C085	C357	0.691079	0.75193	0.565935	0.512392	0.940939	0.799696	0.921951	mutual_knn
C014	C043	0.688535	0.73393	0.550788	0.5932	0.970143	0.786891	0.88863	mutual_knn
C002	C106	0.687899	0.714102	0.518722	0.761262	0.991055	0.792593	1.0	mutual_knn
C418	C595	0.685523	0.72014	0.566389	0.588082	0.967284	0.781766	0.871916	mutual_knn
C255	C286	0.678574	0.795735	0.478626	0.461583	0.909611	0.740565	1.0	mutual_knn
C397	C734	0.677336	0.809386	0.539785	0.371646	0.735436	0.705638	0.939943	mutual_knn
C046	C147	0.676457	0.713474	0.566362	0.534937	0.963177	0.770018	0.83491	mutual_knn
C034	C255	0.674151	0.81477	0.422501	0.461025	0.939132	0.627166	1.0	mutual_knn
C028	C055	0.670236	0.723655	0.517583	0.544757	0.986581	0.68651	0.966526	mutual_knn
C002	C020	0.665319	0.740185	0.448073	0.618684	0.989358	0.679729	0.918679	mutual_knn
C168	C259	0.662679	0.65391	0.563221	0.693682	0.9739	0.823263	0.831094	mutual_knn
C034	C104	0.661676	0.72749	0.532909	0.414483	0.966092	0.738548	0.876362	mutual_knn
C447	C734	0.659388	0.745785	0.500839	0.59973	0.762713	0.704155	0.9012	mutual_knn
C008	C175	0.658967	0.623235	0.566831	0.791262	0.98174	0.824997	0.8633	mutual_knn
C104	C286	0.658691	0.718881	0.491891	0.550079	0.966755	0.66943	0.859766	mutual_knn
C111	C253	0.658086	0.752467	0.434992	0.532849	0.980704	0.637186	0.869168	mutual_knn
C034	C041	0.65791	0.719226	0.508474	0.522136	0.935414	0.697981	0.859813	mutual_knn
C037	C544	0.655078	0.671776	0.49473	0.718999	0.988708	0.68061	0.953517	mutual_knn
C059	C527	0.654335	0.702895	0.488426	0.624624	0.938971	0.740688	0.890011	mutual_knn
C041	C454	0.653392	0.746672	0.415968	0.600274	0.952381	0.604089	0.859813	mutual_knn
C452	C482	0.653272	0.717152	0.48196	0.591168	0.909907	0.651443	0.852653	mutual_knn
C260	C418	0.650964	0.696852	0.524245	0.504333	0.948316	0.694593	0.858983	mutual_knn
C063	C238	0.650403	0.69146	0.515278	0.52354	0.977356	0.711579	0.841773	mutual_knn
C037	C145	0.649686	0.62921	0.527563	0.7837	0.984417	0.721827	0.781238	mutual_knn
C397	C808	0.649158	0.833768	0.442803	0.248732	0.745601	0.696654	0.939943	mutual_knn
C251	C566	0.648684	0.723752	0.46561	0.508962	0.962289	0.667249	0.915843	mutual_knn
C064	C452	0.648487	0.665166	0.546624	0.575867	0.943305	0.770692	0.821671	mutual_knn
C001	C020	0.640871	0.690879	0.446178	0.642317	0.973459	0.675378	0.843926	mutual_knn
C795	C922	0.640862	0.75086	0.517596	0.176257	0.925274	0.703018	0.908781	mutual_knn
C205	C321	0.63687	0.664521	0.481502	0.622212	0.979381	0.7299	0.842913	mutual_knn
C734	C808	0.636705	0.765057	0.446416	0.302673	0.899843	0.705638	0.880684	mutual_knn
C420	C557	0.636291	0.674001	0.516479	0.513792	0.92967	0.70813	0.87294	mutual_knn
C195	C734	0.635223	0.730993	0.51247	0.478473	0.681385	0.736339	0.93644	mutual_knn
C352	C495	0.634758	0.701896	0.486254	0.483202	0.896134	0.65844	0.854801	mutual_knn
C044	C183	0.634203	0.747653	0.390995	0.485595	0.945189	0.595808	0.901952	mutual_knn
C057	C634	0.633955	0.688675	0.495005	0.488183	0.922972	0.684239	0.909606	mutual_knn
C121	C510	0.633491	0.699994	0.472799	0.481521	0.935019	0.719927	0.920796	mutual_knn
C177	C253	0.631985	0.692451	0.457166	0.518247	0.967849	0.647421	0.944328	mutual_knn
C037	C212	0.631205	0.631612	0.50094	0.665419	0.985753	0.669638	0.847291	mutual_knn
C212	C544	0.630637	0.671966	0.417573	0.709566	0.984251	0.603752	0.866062	mutual_knn
C073	C362	0.629552	0.613013	0.541825	0.616463	0.988514	0.717786	0.805685	mutual_knn
C013	C111	0.629409	0.657646	0.480581	0.609031	0.95509	0.661633	0.869168	mutual_knn
C499	C544	0.628342	0.70511	0.39416	0.604892	0.970495	0.586803	0.853036	mutual_knn
C002	C010	0.627529	0.645751	0.525817	0.513044	0.956047	0.696844	0.856328	mutual_knn
C104	C255	0.626227	0.75372	0.386489	0.406754	0.92745	0.627166	1.0	mutual_knn
C393	C458	0.625917	0.695387	0.451268	0.455912	0.972518	0.685422	0.940457	mutual_knn
C041	C150	0.623968	0.692172	0.463073	0.482454	0.907144	0.716176	0.859813	mutual_knn
C150	C255	0.623014	0.780224	0.372466	0.37859	0.833032	0.627166	1.0	mutual_knn
C046	C168	0.620775	0.568457	0.545981	0.746812	0.980704	0.734503	0.747428	mutual_knn
C025	C108	0.620193	0.577415	0.534891	0.726575	0.983607	0.702024	0.738463	mutual_knn
C064	C254	0.618646	0.588223	0.539597	0.67684	0.949711	0.753639	0.808819	mutual_knn
C001	C010	0.615964	0.609446	0.538229	0.522528	0.975197	0.705248	0.789982	mutual_knn
C034	C454	0.615728	0.712468	0.396663	0.514077	0.890871	0.57187	0.850172	mutual_knn
C380	C734	0.615554	0.727119	0.483383	0.345953	0.723842	0.704155	0.9012	mutual_knn
C029	C059	0.614973	0.655281	0.5109	0.462168	0.878455	0.740688	0.858635	mutual_knn
C010	C106	0.61443	0.639476	0.505222	0.473814	0.957436	0.769303	0.851989	mutual_knn
C266	C309	0.614135	0.63543	0.472768	0.595891	0.95	0.711912	0.819859	mutual_knn
C129	C134	0.613527	0.645409	0.472462	0.553429	0.93741	0.674321	0.904311	mutual_knn
C271	C462	0.61311	0.629384	0.500697	0.595947	0.886142	0.674471	0.780515	mutual_knn
C205	C308	0.612694	0.628401	0.494753	0.553352	0.947331	0.7299	0.842913	mutual_knn
C475	C585	0.612478	0.603218	0.544502	0.564256	0.910927	0.762214	0.782212	mutual_knn
C229	C331	0.610645	0.580183	0.535639	0.637848	0.960769	0.704188	0.755987	mutual_knn
C302	C616	0.610352	0.617915	0.468637	0.616768	0.991266	0.648584	0.869277	mutual_knn
C267	C284	0.609968	0.583754	0.557993	0.584341	0.922586	0.721659	0.764279	mutual_knn
C145	C212	0.6099	0.606558	0.469323	0.685495	0.972747	0.66538	0.816342	mutual_knn
C475	C492	0.609591	0.619204	0.579834	0.361185	0.8992	0.840647	0.842124	mutual_knn
C088	C264	0.609441	0.656878	0.441874	0.557492	0.926906	0.613678	1.0	mutual_knn
C233	C465	0.609292	0.615152	0.549392	0.51315	0.85584	0.789156	0.831826	mutual_knn
C195	C447	0.608887	0.662038	0.470198	0.423182	0.944911	0.736339	0.93644	mutual_knn
C418	C568	0.608411	0.631878	0.507111	0.493131	0.910256	0.720739	0.899567	mutual_knn
C189	C703	0.607891	0.640304	0.506464	0.500182	0.857816	0.724013	0.863491	mutual_knn
C070	C160	0.607786	0.62193	0.521165	0.45054	0.954171	0.704477	0.779121	mutual_knn
C100	C238	0.607734	0.666026	0.449866	0.437337	0.960277	0.653454	0.844994	mutual_knn
C222	C373	0.607503	0.656369	0.558852	0.309753	0.806872	0.723925	0.822554	mutual_knn
C027	C246	0.606852	0.575019	0.491278	0.732796	0.986795	0.730224	0.82364	mutual_knn
C350	C556	0.606749	0.576132	0.530049	0.602145	0.994536	0.702741	0.790835	mutual_knn
C458	C642	0.606195	0.700699	0.437342	0.300419	0.946011	0.642939	1.0	mutual_knn
C030	C074	0.605143	0.67419	0.458823	0.55696	0.747052	0.666571	0.859539	mutual_knn
C064	C482	0.603801	0.62338	0.461106	0.565999	0.971797	0.687021	0.773667	mutual_knn
C025	C037	0.603592	0.573277	0.486165	0.727431	0.983607	0.666368	0.737047	mutual_knn
C531	C801	0.603128	0.658978	0.41511	0.565516	0.925545	0.618794	0.82102	mutual_knn
C389	C606	0.602797	0.571037	0.504626	0.672692	0.986211	0.683642	0.763815	mutual_knn
C017	C056	0.602521	0.578845	0.557239	0.544864	0.914401	0.733248	0.822152	mutual_knn
C211	C472	0.599921	0.561309	0.495014	0.746357	0.961269	0.696427	0.799031	mutual_knn
C140	C266	0.599081	0.564736	0.518818	0.672588	0.938083	0.711912	0.738544	mutual_knn
C099	C220	0.598392	0.610421	0.504183	0.463476	0.95579	0.698988	0.881574	mutual_knn
C117	C240	0.597081	0.558432	0.503788	0.677652	0.989637	0.671394	0.752197	mutual_knn
C044	C153	0.595201	0.722864	0.325356	0.412197	0.949425	0.507575	0.869523	mutual_knn
C415	C458	0.594877	0.616534	0.442028	0.571686	0.96833	0.618714	0.827177	mutual_knn
C236	C241	0.594844	0.616817	0.491032	0.439764	0.9515	0.703704	0.911984	mutual_knn
C005	C007	0.593728	0.557238	0.527879	0.583628	0.98382	0.697329	0.739771	mutual_knn
C380	C447	0.593176	0.668048	0.449413	0.316092	0.927184	0.634313	0.81219	mutual_knn
C007	C192	0.592758	0.58072	0.523602	0.478492	0.974679	0.698325	0.829383	mutual_knn
C170	C266	0.592481	0.549747	0.514005	0.717722	0.916342	0.711912	0.738544	mutual_knn
C093	C135	0.590365	0.62526	0.505096	0.378781	0.883279	0.679821	0.794711	mutual_knn
C012	C093	0.589896	0.619956	0.499827	0.343635	0.956067	0.675442	0.858696	mutual_knn
C236	C468	0.589787	0.603886	0.487621	0.468629	0.946944	0.684598	0.756131	mutual_knn
C073	C297	0.589562	0.578554	0.527263	0.461266	0.959802	0.722157	0.811607	mutual_knn
C241	C468	0.588801	0.621594	0.458804	0.442951	0.960678	0.703704	0.911984	mutual_knn
C147	C168	0.588529	0.57691	0.506945	0.50908	0.970831	0.746733	0.756463	mutual_knn
C079	C184	0.588443	0.604173	0.453807	0.546434	0.955713	0.629831	0.775522	mutual_knn
C011	C012	0.588203	0.571255	0.500133	0.552121	0.973232	0.667119	0.740473	mutual_knn
C429	C548	0.587683	0.599318	0.482994	0.45827	0.972987	0.752363	0.903144	mutual_knn
C021	C314	0.587501	0.567316	0.525711	0.507285	0.954014	0.692149	0.77106	mutual_knn
C140	C309	0.586521	0.611081	0.447762	0.528436	0.938083	0.656689	0.819859	mutual_knn
C001	C106	0.585247	0.58505	0.412637	0.712943	0.976367	0.675378	0.843926	mutual_knn
C020	C106	0.58515	0.559656	0.459552	0.68555	0.989014	0.662297	0.792083	mutual_knn
C048	C641	0.585017	0.553495	0.471111	0.703276	0.966092	0.678317	0.782841	mutual_knn
C021	C088	0.584973	0.560997	0.499945	0.610126	0.934782	0.755236	0.955705	mutual_knn
C195	C397	0.584168	0.639984	0.510964	0.373899	0.734968	0.740024	0.821669	mutual_knn
C060	C177	0.583598	0.620759	0.398863	0.55081	0.984786	0.606389	0.864481	mutual_knn
C308	C321	0.583557	0.580228	0.424098	0.676964	0.985168	0.605635	0.758448	mutual_knn
C120	C411	0.583248	0.594915	0.510618	0.463252	0.862796	0.698494	0.885644	mutual_knn
C021	C079	0.582686	0.568861	0.521162	0.498833	0.920233	0.689237	0.7372	mutual_knn
C012	C135	0.582421	0.593542	0.436671	0.604648	0.941837	0.608204	0.807168	mutual_knn
C087	C303	0.582163	0.542891	0.522609	0.56248	0.976862	0.75656	0.76092	mutual_knn
C141	C250	0.582113	0.546565	0.521834	0.583651	0.939149	0.754069	0.781723	mutual_knn
C026	C200	0.581548	0.590562	0.49792	0.450079	0.918825	0.771902	0.746682	mutual_knn
C783	C903	0.581421	0.503653	0.549272	0.676648	0.971483	0.780689	0.703211	mutual_knn
C412	C589	0.581414	0.552219	0.455364	0.718621	0.96833	0.642458	0.717491	mutual_knn
C138	C566	0.580424	0.604514	0.457457	0.468638	0.940664	0.650632	0.915843	mutual_knn
C234	C555	0.579691	0.537746	0.456277	0.751056	0.988297	0.75285	0.824534	mutual_knn
C040	C322	0.579672	0.578408	0.514214	0.46058	0.90146	0.690578	0.78851	mutual_knn
C061	C163	0.57965	0.522138	0.524016	0.640639	0.973124	0.695569	0.697664	mutual_knn
C195	C380	0.579637	0.644821	0.452969	0.278847	0.934513	0.736339	0.93644	mutual_knn
C459	C489	0.579561	0.555891	0.538166	0.494814	0.906845	0.712312	0.786425	mutual_knn
C150	C454	0.578892	0.685911	0.352239	0.413645	0.889001	0.57187	0.850172	mutual_knn
C150	C286	0.578616	0.650033	0.400764	0.435508	0.898199	0.57735	0.795735	mutual_knn
C096	C287	0.578049	0.589178	0.454646	0.564561	0.9061	0.630448	0.910942	mutual_knn
C095	C641	0.577891	0.594675	0.443811	0.533517	0.940582	0.618341	0.801618	mutual_knn
C019	C052	0.577763	0.57445	0.479307	0.508419	0.959043	0.658082	0.735736	mutual_knn
C170	C309	0.57726	0.593568	0.444173	0.555902	0.916342	0.648997	0.819859	mutual_knn
C768	C792	0.577251	0.567825	0.533588	0.421326	0.911296	0.711144	0.739191	mutual_knn
C087	C362	0.57661	0.536341	0.477985	0.650438	1.0	0.666135	0.700034	mutual_knn
C034	C286	0.575909	0.673836	0.35388	0.38317	0.945093	0.564211	0.81477	mutual_knn
C014	C051	0.575838	0.59139	0.457399	0.493812	0.935414	0.670307	0.859997	mutual_knn
C382	C829	0.575596	0.594122	0.488127	0.410773	0.910191	0.667748	0.750501	mutual_knn
C483	C505	0.575409	0.632734	0.455918	0.355511	0.867154	0.685767	0.785944	mutual_knn
C466	C838	0.575106	0.593399	0.45751	0.471166	0.940374	0.676948	0.778492	mutual_knn
C094	C262	0.574773	0.516593	0.526878	0.65345	0.93068	0.691876	0.685079	mutual_knn
C011	C214	0.574649	0.587804	0.508514	0.346875	0.935058	0.687592	0.817974	mutual_knn
C250	C615	0.574224	0.48552	0.528112	0.747459	0.982841	0.697453	0.659099	mutual_knn
C411	C450	0.573737	0.584147	0.522639	0.410012	0.83871	0.695246	0.74975	mutual_knn
C023	C176	0.573603	0.554893	0.463177	0.584817	0.987218	0.644372	0.826531	mutual_knn
C104	C454	0.572914	0.665342	0.364755	0.447499	0.860663	0.57187	0.850172	mutual_knn
C500	C531	0.571945	0.572194	0.484428	0.450203	0.954994	0.703775	0.785806	mutual_knn
C823	C880	0.571718	0.541326	0.494781	0.577013	0.949194	0.667113	0.836451	mutual_knn
C047	C093	0.571524	0.577808	0.436559	0.545615	0.970904	0.614816	0.761301	mutual_knn
C026	C283	0.570449	0.535155	0.490265	0.579785	0.978135	0.751728	0.737026	mutual_knn
C003	C457	0.570189	0.55112	0.493492	0.553677	0.912132	0.689274	0.810681	mutual_knn
C405	C452	0.569296	0.57465	0.444143	0.501752	0.985527	0.65909	0.860699	mutual_knn
C612	C922	0.56889	0.629249	0.540896	0.246389	0.673575	0.738966	0.83081	mutual_knn
C332	C504	0.56865	0.587168	0.436745	0.462775	0.977647	0.615086	0.792183	mutual_knn
C367	C684	0.568607	0.495935	0.573388	0.539386	0.946843	0.831109	0.819985	mutual_knn
C113	C413	0.568382	0.514169	0.528087	0.587015	0.941697	0.703992	0.85532	mutual_knn
C162	C581	0.567553	0.551688	0.49342	0.505884	0.930949	0.722329	0.835337	mutual_knn
C217	C387	0.567491	0.546178	0.491026	0.550088	0.920852	0.662835	0.769311	mutual_knn
C037	C175	0.567047	0.541189	0.474854	0.555533	0.984434	0.667805	0.755913	mutual_knn
C397	C447	0.566914	0.666488	0.418453	0.330039	0.751301	0.618326	0.888632	mutual_knn
C026	C650	0.566649	0.542772	0.482813	0.55725	0.94694	0.758493	0.781985	mutual_knn
