candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8497	submission / ritual_belief/religion_worship / obedience / devotion	58	12	12	20	0.06074655	0.303	0.95	0.8	1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,20,21,22,23,24,26,27,29,32,35,36,37,38,39,42,43,44,45,46,47,48,50,52,53,56,57,58,59,60,61,62,63,64,65,66,67,68,69,71,74,75	ء ل ه ء م م د ي ن س ب ح س ج د س خ ر ع ب د ق ن ت ك ف ر ك و ن م ث ل و ض ع	kw:submission(107.9506); theme:ritual_belief/religion_worship(98.1864); kw:obedience(92.9817); kw:devotion(80.0024); kw:humility(58.6776); kw:religion(54.1778); kw:worship(50.1599); kw:creed(34.1547)	ع ب د:B003:العبادة والطاعة الخاضعة → د ي ن:B001:الطاعة والانقياد
C002	0.8306	oath / exception / pledge / exclusion	52	9	11	15	0.05925951	0.2885	1.0	0.9333	1,2,3,4,6,7,8,10,11,14,16,17,18,20,21,22,23,26,28,29,32,35,36,37,38,40,42,43,44,45,46,47,52,53,54,55,56,57,59,60,61,62,63,64,65,66,67,68,71,73,74,75	ء ل ه ء ل ي ء ي ي ب ل ي ث ن ي ح ل ل غ ي ر ل ي س ي م ن	kw:oath(82.0071); kw:exception(64.2228); kw:pledge(56.2768); kw:exclusion(55.7051); kw:swearing(48.1671); kw:logic(41.1882); kw:vow(32.1114); kw:commitment(28.1384)	غ ي ر:B005:السوى والخلاف والاستثناء والنفي → ل ي س:B002:ليس استثناء يخرج المذكور
C003	0.8294	residence / settlement / space_form_boundary/place_location / stay	54	13	14	30	0.05745679	0.3333	1.0	0.6	2,3,5,6,7,8,9,10,11,12,13,14,15,18,20,21,22,23,24,26,31,32,34,35,38,39,40,42,43,44,46,47,48,49,50,52,54,55,56,57,58,59,60,63,65,66,67,68,69,71,72,73,74,75	ء ر ض ث و ي ح ي ن خ ل د د ي ن ر ب ب ع ر ش غ ن ي ق ن ت ق و م ك و ن ل ب ب ن ع م	kw:residence(100.8813); kw:settlement(82.4685); theme:space_form_boundary/place_location(82.4345); kw:stay(74.9722); kw:habitation(49.3724); kw:adherence(42.2076); kw:permanence(41.1882); kw:devotion(40.0012)	ر ب ب:B007:لزوم وإقامة ودوام → ل ب ب:B001:لزوم وثبات وإقامة
C004	0.8232	dwelling / settlement / residence / space_form_boundary/place_location	49	11	16	36	0.06312133	0.3214	0.9722	0.7222	1,2,3,6,7,8,9,10,12,13,15,18,20,21,22,23,24,26,31,32,34,35,39,40,41,42,43,46,47,48,50,52,54,55,56,57,58,59,60,65,66,67,68,69,71,72,73,74,75	ب و ء ث و ي ح ل ل ح ي ن ر ب ب ز ل ف غ ن ي ق و م ك و ن ل ب ب ن ز ل	kw:dwelling(94.0732); kw:settlement(92.7771); kw:residence(88.2711); theme:space_form_boundary/place_location(82.4345); kw:abode(76.2238); kw:stay(74.9722); kw:habitation(61.7155); kw:station(55.7051)	ر ب ب:B007:لزوم وإقامة ودوام → ل ب ب:B001:لزوم وثبات وإقامة
C005	0.813	victory / competition / dominance / power	46	15	16	34	0.06314235	0.2857	1.0	0.7647	1,4,5,7,8,9,10,11,13,14,15,16,18,20,24,26,29,31,32,33,34,35,36,37,38,39,43,44,46,49,50,53,56,57,58,59,60,64,66,67,69,71,72,73,74,75	ب ل ل ج ز ي ج ي ء خ ص م خ و ف ر ض و ر ض ي ع ز ز ع ل و ف و ق ق م ر ق ه ر ق و ل ك ب ر و ز ر	kw:victory(138.5847); kw:competition(115.1144); kw:dominance(108.8651); kw:power(76.4806); kw:contest(68.647); theme:conflict_security/conflict(58.4133); kw:overcoming(51.232); kw:subjugation(46.5929)	ر ض و:B005:راضاني فرضوته غلبة في ذلك → ر ض ي:B002:غلبة راضاني فرضوته
C006	0.8111	sufficiency / adequacy / liability / surety	40	11	14	24	0.0699002	0.2759	1.0	0.875	2,3,7,8,9,10,11,12,14,15,24,25,26,31,34,35,36,38,39,40,41,42,43,46,47,48,50,52,54,55,56,57,58,59,60,62,65,66,67,68	ج ز ي ح س ب د ي ن ش ك ر ص ب ر غ ن ي ق ب ل ق و م ك ف ي ك و ن و ك ل	kw:sufficiency(81.301); kw:adequacy(62.1239); kw:liability(52.3699); kw:surety(47.5952); kw:guarantee(46.1482); kw:provision(45.3359); theme:condition_force_change/support_dependence(42.0794); kw:accountability(40.0012)	ق و م:B004:رعاية وحفظ وولاية → و ك ل:B006:القائم بالأمر كفاية وحفظا
C007	0.8057	judgment / authority / verdict / precision	38	9	12	21	0.06263352	0.3387	1.0	0.7143	1,2,3,5,8,9,10,11,12,13,14,15,18,19,23,24,38,39,41,42,43,44,46,49,50,53,55,56,57,58,64,67,69,71,72,73,74,75	ء م ر ت ب ع ح ق ق ح ك م د ي ن ف ت ح ق ض ي ق و ل ك ت ب	kw:judgment(74.0181); kw:authority(62.914); kw:verdict(52.326); kw:precision(48.7992); kw:governance(45.0396); kw:justice(44.8955); kw:adjudication(35.7766); kw:decree(34.1547)	ح ك م:B002:الحكم والقضاء بين الناس → ق ض ي:B001:الحكم والأمر القاطع
C008	0.8038	group / multitude / crowd / kinship_society/household_community	43	17	17	49	0.06016313	0.3603	0.8776	0.6327	5,6,7,8,9,10,13,15,20,22,23,24,25,26,27,28,29,31,34,39,40,41,42,44,47,49,50,52,53,54,55,58,60,62,65,67,68,69,70,71,73,74,75	ء م م ء ن س ء ه ل ب ط ن ج م ع ج ن ن ح ي ي ر ب ب ر ج ل ز م ر س و د ع ر ب ق ب ل ق و م ك ر ر ك ل ل ك و ر	kw:group(84.9485); kw:multitude(80.6342); kw:crowd(76.5503); theme:kinship_society/household_community(72.9164); kw:society(72.7249); kw:tribe(71.3809); kw:people(68.9644); kw:demography(59.5205)	ق ب ل:B009:جماعة يقبل بعضها على بعض → ح ي ي:B010:الحي جماعة النسب والقبيلة
C009	0.8014	ritual_belief/religion_worship / devotion / religion / worship	50	10	13	17	0.0632808	0.2297	1.0	0.9412	1,2,3,4,6,7,8,9,10,11,14,15,16,17,18,20,21,22,23,26,29,31,32,34,35,36,37,38,41,42,43,44,45,46,47,49,52,53,56,57,60,61,62,63,64,66,67,68,74,75	ء ل ه د ي ن ض ل ل ط غ و ط غ ي ع ب د ع ن د ف ت ن ق ن ت ه د ي	theme:ritual_belief/religion_worship(76.8416); kw:devotion(66.6687); kw:religion(65.0133); kw:worship(62.6999); kw:submission(53.9753); kw:authority(52.4284); kw:deviation(40.4815); kw:obedience(39.8493)	ط غ ي:B003:الطاغوت رأس الضلالة → ط غ و:B003:الطاغوت رأس الضلالة والطغيان
C010	0.7986	power / law_governance/authority_governance / politics / hierarchy	62	14	16	23	0.0606533	0.1949	1.0	0.8261	1,2,3,4,6,7,8,9,10,11,13,14,15,16,17,18,20,21,22,23,24,26,29,31,32,34,35,36,37,38,39,40,42,43,44,45,46,47,49,50,52,53,54,55,56,57,58,60,61,62,63,64,65,66,67,68,69,71,72,73,74,75	ء ل ه ت ب ع خ و ل د ي ن ر ب ب س و د س و ق ع ب د ع ر ش ق د ر ق و ل ق و م م ل ك و ح ي	kw:power(76.4806); theme:law_governance/authority_governance(72.0261); kw:politics(65.6923); kw:hierarchy(65.1911); kw:ownership(63.0508); kw:sovereignty(45.7343); kw:governance(45.0396); kw:authority(41.9427)	ع ب د:B001:الرق والملك → م ل ك:B002:المِلْك والتصرف
C011	0.7973	spirit / group / community / people	45	16	17	43	0.06151411	0.3185	0.907	0.6047	5,6,7,8,9,10,13,15,18,20,21,22,23,24,25,26,27,31,34,38,39,40,41,42,44,46,47,49,50,52,53,54,55,58,60,61,63,65,67,68,69,71,73,74,75	ء ر ض ء م م ء ن س ت ب ع ج م ع ج ن ن ح ي ي ر ء ي ر ب ب ز م ر س و د ق ب ل ق و م ك ر ر ك و ر م س س	kw:spirit(74.4006); kw:group(72.813); kw:community(56.209); kw:people(55.1716); kw:multitude(53.7561); kw:society(51.9463); kw:crowd(51.0335); kw:derangement(50.3071)	م س س:B003:مس الجنون → ج ن ن:B006:ستر العقل بالجنون
