record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	59:23	23:116	strong	strong	59:23	23:116	23:116	cross_surah	label_target_note	ranked_review	Directly joins the one God, true kingship, and transcendence.	focus_59_23_cutoff_100.tsv	1	b16385972e1adb2b4656db3c95d4ea1b8280434235757fd372357872a06376ca
directional_review	59:23	33:56	medium	medium	59:23	33:56	33:56	cross_surah	label_target_note	ranked_review	Adds a communal peace relation, alongside the focus's safety dimension.	focus_59_23_cutoff_100.tsv	2	f3bf9e22e74e2aef5995cdbb3c3380bcb4be36ca7193ef6a5a14eced6f0ae9a6
directional_review	59:23	5:22	weak	weak	59:23	5:22	5:22	cross_surah	label_target_note	ranked_review	Provides a contrary human use of jabbār power as intimidation.	focus_59_23_cutoff_100.tsv	3	cd6c7d56e7250b8095b00621910bdafad69e8f99dc1f71dbd7291c5190f316fc
directional_review	59:23	3:18	strong	strong	59:23	3:18	3:18	cross_surah	label_target_note	ranked_review	Pairs exclusive deity with justice, might, and wisdom.	focus_59_23_cutoff_100.tsv	4	f339f391476eae08ffa6ded7e4714272b8116f20fe93b4ad137e59b92d831d0d
directional_review	59:23	59:14	strong	strong	59:23	59:14	59:14	same_surah	label_target_note	ranked_review	The nearby image of apparent cohesion and divided hearts sharpens the focus's guarding and ordering names.	focus_59_23_cutoff_100.tsv	5	43de6e06f963e47cee02e9ba16ab693da992181d57a42fd7d5649c345c7f4423
directional_review	59:23	5:48	medium	medium	59:23	5:48	5:48	cross_surah	label_target_note	ranked_review	Uses muhaymin over prior scripture; the contrast route marks a boundary for that guardian reading.	focus_59_23_cutoff_100.tsv	6	1db68c153fae3dc08f35935fb202aede80343fd1ab73f1f7e19e1e3c28a188eb
directional_review	59:23	62:1	strong	strong	59:23	62:1	62:1	cross_surah	label_target_note	ranked_review	Repeats kingship, holiness, might, and cosmic glorification in a closely parallel name cluster.	focus_59_23_cutoff_100.tsv	7	398aff6bfdda16ca8566f49d1edc8eb4662514a5144ad93e0f9d06f43cfd728e
directional_review	59:23	59:24	strong	strong	59:23	59:24	59:24	same_surah	label_target_note	ranked_review	Completes the adjacent divine-name sequence with creation, form, praise, might, and wisdom.	focus_59_23_cutoff_100.tsv	8	f75589a7913e77178f75828795625f69f7310e9eac46a02188fe9cac3985eafc
directional_review	59:23	7:11	no value	no value	59:23	7:11	7:11	cross_surah	label_target_note	ranked_review	Its creation-and-command scene only has contrast evidence and adds no distinct focus reading.	focus_59_23_cutoff_100.tsv	9	1bc61bc2551b2a13c529337cd7fdf62a83f30ab7785e3cbed823c8a5e6476c57
directional_review	59:23	52:43	strong	strong	59:23	52:43	52:43	cross_surah	label_target_note	ranked_review	Directly rejects another deity and closes with transcendence from association.	focus_59_23_cutoff_100.tsv	10	1ebbc9afcd3394a8a8b1a36c1f283bf477a7d7982b896694e4d483cc8f0bfc02
directional_review	59:23	45:36	medium	medium	59:23	45:36	45:36	cross_surah	label_target_note	ranked_review	Extends lordship across heavens, earth, and worlds.	focus_59_23_cutoff_100.tsv	11	86a2c470050201b6ec84c4738f179912615146d405411cac555cc9473142551c
directional_review	59:23	12:108	medium	medium	59:23	12:108	12:108	cross_surah	label_target_note	ranked_review	Links the exclusion of association to a declared path, without adding a name-specific detail.	focus_59_23_cutoff_100.tsv	12	5a1c95cc0c83ec246859c9391e4dbb64b14b4a0a3ff185043bd5a0f90c87dfc8
directional_review	59:23	3:6	medium	medium	59:23	3:6	3:6	cross_surah	label_target_note	ranked_review	Pairs exclusive deity with formative agency, might, and wisdom.	focus_59_23_cutoff_100.tsv	13	427381881578e65d5b7893001498ab970392e4217f1acb47941c2a3b4d99db4a
directional_review	59:23	59:21	strong	strong	59:23	59:21	59:21	same_surah	label_target_note	ranked_review	The immediately preceding scene of fear and rupture frames the ensuing divine names.	focus_59_23_cutoff_100.tsv	14	0fbca535c68385aa2d4191edba1acafb6b62c4bece9612042897002d97e6ebfd
directional_review	59:23	26:130	strong	strong	59:23	26:130	26:130	cross_surah	label_target_note	ranked_review	Supplies a contrary instance where jabbār force becomes destructive violence.	focus_59_23_cutoff_100.tsv	15	f62588270e069e6b826089f534d24fbd17922ce01580cfeb11b819a88efe8617
directional_review	59:23	37:159	strong	strong	59:23	37:159	37:159	cross_surah	label_target_note	ranked_review	A concise parallel for transcendence from human descriptions.	focus_59_23_cutoff_100.tsv	16	35c1d63179fee520e708bf81e06e2998e3b96668ca621407fc8cab5f6bd4d248
directional_review	59:23	59:15	weak	weak	59:23	59:15	59:15	same_surah	label_target_note	ranked_review	The neighboring consequence scene offers only broad local context.	focus_59_23_cutoff_100.tsv	17	622da7851e58f3428dfd3ea28f47ae8789378878cfef53ddc10f7c533ed064fd
directional_review	59:23	41:33	weak	weak	59:23	41:33	41:33	cross_surah	label_target_note	ranked_review	Connects surrender and right action with a secondary peace-related reading.	focus_59_23_cutoff_100.tsv	18	e8192c90d01c71474532101e4092075d9454031ed7cd8b34a3a0ab4214bbb56b
