record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	40:8	13:23	strong	strong	40:8	13:23	13:23	cross_surah	label_target_note	ranked_review	It directly repeats entry into Gardens of Eden with qualifying parents, spouses, and descendants.	focus_40_8_cutoff_100.tsv	1	52b935996c15056e4654592a44921559c4158fed4cd997f4ff6f35a4b67257d5
directional_review	40:8	7:124	no value	no value	40:8	7:124	7:124	cross_surah	label_target_note	ranked_review	Pharaoh's threatened mutilation does not clarify the prayer for righteous family admission.	focus_40_8_cutoff_100.tsv	2	f4ed208a3c582e60e9ca7248adba2c122493f9f57eaf4b5f201b8c2c2916c9cc
directional_review	40:8	56:7	weak	weak	40:8	56:7	56:7	cross_surah	label_target_note	ranked_review	Its grouping of people into paired classes only loosely echoes the focus's family relations.	focus_40_8_cutoff_100.tsv	3	956e4d4628e5101fdfe011064e8d4584701dc2a7155272ff4f4cb2196c7fcb2e
directional_review	40:8	61:12	medium	medium	40:8	61:12	61:12	cross_surah	label_target_note	ranked_review	It links forgiveness and entry into Gardens of Eden, though without family reunion.	focus_40_8_cutoff_100.tsv	4	3caf5d299ffee88dbdcd09ac4db95fdaa3533688786cc38d1a38cb3bc6b792df
directional_review	40:8	40:15	no value	no value	40:8	40:15	40:15	same_surah	label_target_note	ranked_review	The warning of the Day of Meeting does not explain the requested admission or family condition.	focus_40_8_cutoff_100.tsv	5	b449f0b06e48114adad85efa4d615231c6c0483df67ad511cfb9ade1304a3168
directional_review	40:8	70:38	medium	medium	40:8	70:38	70:38	cross_surah	label_target_note	ranked_review	It distinguishes merely desiring entry into Paradise from being granted admission.	focus_40_8_cutoff_100.tsv	6	efb96c3d36001afcc335263d07a256dfad40f8607bff43b88b0b6097c106f102
directional_review	40:8	2:128	medium	medium	40:8	2:128	2:128	cross_surah	label_target_note	ranked_review	The prayer for a submitting descendant community supports the focus's concern for righteous progeny.	focus_40_8_cutoff_100.tsv	7	bd8b47aeddcb8af740d6c8ed714a21a3687fcdc551cf8ed872d8ac07a31e49ad
directional_review	40:8	7:127	no value	no value	40:8	7:127	7:127	cross_surah	label_target_note	ranked_review	Pharaoh's plan against a community does not clarify Paradise or qualified family reunion.	focus_40_8_cutoff_100.tsv	8	d2cbc3556fa28eb4d87e18ecf7076f308cf4f6a2a2315b24a6a6933d6b4a96f9
directional_review	40:8	89:30	medium	medium	40:8	89:30	89:30	cross_surah	label_target_note	ranked_review	The command to enter God's Garden supports the focus's central image of divine admission.	focus_40_8_cutoff_100.tsv	9	0d8607ef294704eb3a55d6fe001e2862549d7e3ff3b46c0194a26cb1de4cb099
directional_review	40:8	2:129	weak	weak	40:8	2:129	2:129	cross_surah	label_target_note	ranked_review	Its invocation of the Mighty, Wise God only lightly parallels the focus's closing appeal.	focus_40_8_cutoff_100.tsv	10	d08341720be98878b86ae50541a7c75ef77c878711e0ed237cb25fe6ff8f1c75
directional_review	40:8	40:29	no value	no value	40:8	40:29	40:29	same_surah	label_target_note	ranked_review	Earthly dominion and Pharaoh's counsel do not clarify the requested Garden admission.	focus_40_8_cutoff_100.tsv	11	30f1154ffe0d5b4ff03a6a1373f06436fadb7a68e40fba8e04d17adc9c1ff488
directional_review	40:8	3:192	weak	weak	40:8	3:192	3:192	cross_surah	label_target_note	ranked_review	Entry into the Fire supplies an opposite outcome to the focus's plea for protection and Paradise.	focus_40_8_cutoff_100.tsv	12	bfaaed772d818c3013bf6ceae53a0eca71c2156db5b5fb67d58280ce3501ebf0
directional_review	40:8	6:87	medium	medium	40:8	6:87	6:87	cross_surah	label_target_note	ranked_review	It joins fathers and descendants in divine choosing and guidance, supporting intergenerational righteousness.	focus_40_8_cutoff_100.tsv	13	5943f3363b66941df45cd759975d045f88afb8f87e504137fdb76a81c6ea3825
directional_review	40:8	12:58	no value	no value	40:8	12:58	12:58	cross_surah	label_target_note	ranked_review	Joseph's brothers entering before him does not clarify the focus's eschatological reunion.	focus_40_8_cutoff_100.tsv	14	d3d175f055b1c74b68d28b8d8065ee4ed73d982d79d7f661ea888b9917b88ea4
