record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	9:90	9:101	strong	strong	9:90	9:101	9:101	same_surah	label_target_note	ranked_review	Nearby Bedouin hypocrisy and punishment support an internal distinction without assigning it to every Bedouin.	focus_9_90_cutoff_100.tsv	1	2e16a681f0f2df222fbbf9a427994aa49d8e86b26d9fe571df85b927dc4abaea
directional_review	9:90	22:6	no value	no value	9:90	22:6	22:6	cross_surah	label_target_note	ranked_review	Resurrection power adds no material clarification of permission, sitting, or divided responsibility here.	focus_9_90_cutoff_100.tsv	2	681cc347fb8642e23ca0846a16f9e536925b4821b56daa65203434ffcb3a9f0c
directional_review	9:90	77:6	weak	weak	9:90	77:6	77:6	cross_surah	label_target_note	ranked_review	Its terse pairing of excuse and warning is only a lexical and structurally unresolved parallel.	focus_9_90_cutoff_100.tsv	3	d093ae257a2aa8af7974ee4d713f7281b36ff5eea219c97dc1002f5a9bba5cd6
directional_review	9:90	9:3	weak	weak	9:90	9:3	9:3	same_surah	label_target_note	ranked_review	Turning away and painful punishment supply a broad consequence pattern, not the focus's differentiated cases.	focus_9_90_cutoff_100.tsv	4	2626f699786d889368322675d3ac26a33b9bde697fcbb8e468ff00550dd8fe30
directional_review	9:90	9:73	strong	strong	9:90	9:73	9:73	same_surah	label_target_note	ranked_review	The opening of the surrounding passage frames conflict with disbelievers and hypocrites behind 9:90.	focus_9_90_cutoff_100.tsv	5	76978cdbce1ee5dde849034dfd6061b2bf0ec55b60300411e364bd8779038ddb
directional_review	9:90	85:6	medium	medium	9:90	85:6	85:6	cross_surah	label_target_note	ranked_review	The V12 reading makes sitting compatible with responsible participation, but its scene is remote.	focus_9_90_cutoff_100.tsv	6	4b42bf4eadafd9798e6ae8093e89203e4a74bf4ff2131b466c2302bf16866519
directional_review	9:90	24:62	strong	strong	9:90	24:62	24:62	cross_surah	label_target_note	ranked_review	It establishes that seeking and granting leave can be an orderly, legitimate practice.	focus_9_90_cutoff_100.tsv	7	cd7e597b64243b392e7a057760e3af315c196b96cfd53c67ba9eafea1d4cecd2
directional_review	9:90	9:74	strong	strong	9:90	9:74	9:74	same_surah	label_target_note	ranked_review	Oath-based denial, concealed hostility, and punishment give a nearby mechanism for the focus's false side.	focus_9_90_cutoff_100.tsv	8	d61d1fe8b819d5a3cdb845ee221d2d900caa30488647676d31b7eb2dc953207c
directional_review	9:90	66:7	strong	strong	9:90	66:7	66:7	cross_surah	label_target_note	ranked_review	It marks a final boundary where excuse cannot displace responsibility for deeds.	focus_9_90_cutoff_100.tsv	9	adaf7d2576f953ee7fa432d5ff5dbefa7ba523c4a35201421897eb9b75085127
directional_review	9:90	9:97	strong	strong	9:90	9:97	9:97	same_surah	label_target_note	ranked_review	It supplies the immediate Bedouin-hypocrisy backdrop, while later counterexamples prevent a totalizing reading.	focus_9_90_cutoff_100.tsv	10	f7fac49b80090fda9302b6f7b6e73066b4bef27f21c53d8a9561a52bf299554b
