record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	48:6	9:68	strong	strong	48:6	9:68	9:68	cross_surah	label_target_note	ranked_review	Directly parallels the named hypocrites, curse, Hell, and enduring punishment.	focus_48_6_cutoff_100.tsv	1	2e1b6662c2c23f0da2edf33d9803e48298c0a3d3d757f0d9af79598f69f27ef3
directional_review	48:6	17:32	no value	no value	48:6	17:32	17:32	cross_surah	label_target_note	ranked_review	Only a generic bad-path formula; it adds no focused link.	focus_48_6_cutoff_100.tsv	2	975a4669ce764f4c32611737330bb21f5512585e2bdb45dc6a1e1a4a085bcefb
directional_review	48:6	29:11	strong	strong	48:6	29:11	29:11	cross_surah	label_target_note	ranked_review	Adds tested disclosure of hypocrisy and a parallel hidden-exit reading.	focus_48_6_cutoff_100.tsv	3	f1f35f26920fa3a031ab7c19b782570ea482ab1181c7f39fc33ebcfacc1627b9
directional_review	48:6	33:73	strong	strong	48:6	33:73	33:73	cross_surah	label_target_note	ranked_review	Directly reprises both named groups, punishment, and the repentance alternative.	focus_48_6_cutoff_100.tsv	4	35c61dfab035c2c63e2bf3ca07d695dbe0c76ae3d1292764fd8eea7f6cbf08c4
directional_review	48:6	48:13	medium	medium	48:6	48:13	48:13	same_surah	label_target_note	ranked_review	Nearby prepared blaze clarifies the punitive horizon for disbelief.	focus_48_6_cutoff_100.tsv	5	e7e0c6d2342eebb8a523ae080e031de7cfc6af98f65704afc9720996e4d8a103
directional_review	48:6	40:45	strong	strong	48:6	40:45	40:45	cross_surah	label_target_note	ranked_review	Adds the return-and-enclosure pattern: planned harm closes around its planners.	focus_48_6_cutoff_100.tsv	6	1e94f2c230956237ccfbbbeebf7646d315f475a7152f6fce0f4131c82ce2ee6c
directional_review	48:6	9:67	medium	medium	48:6	9:67	9:67	cross_surah	label_target_note	ranked_review	Adds the shared social and moral profile of hypocrites.	focus_48_6_cutoff_100.tsv	7	5bedcc227a60cb07ebd439b493c83af6168f0639ff249791c37f8f53beee499d
directional_review	48:6	48:19	no value	no value	48:6	48:19	48:19	same_surah	label_target_note	ranked_review	Booty context adds no focused interpretive element.	focus_48_6_cutoff_100.tsv	8	3a5d027beafc9bfb51ca84d048b5c16798720576a001cf1cae9ddf36e6e48cb9
directional_review	48:6	63:1	strong	strong	48:6	63:1	63:1	cross_surah	label_target_note	ranked_review	Adds the split between professed testimony and hypocritical falsehood.	focus_48_6_cutoff_100.tsv	9	3b6cff939f3e611c485098626e7b5c7ed8f1d60971692d23b5b6eae92275eb7b
directional_review	48:6	9:98	strong	strong	48:6	9:98	9:98	cross_surah	label_target_note	ranked_review	Near-exact parallel: the awaited evil circuit turns upon its expecters.	focus_48_6_cutoff_100.tsv	10	62034a8b04f21b6cb512ca8c436326c36c941e47b42053e923e9ddb96c73a66f
directional_review	48:6	46:16	medium	medium	48:6	46:16	46:16	cross_surah	label_target_note	ranked_review	Supplies a contrary route where good is accepted and bad is passed over.	focus_48_6_cutoff_100.tsv	11	a322c1056c35508e21add3da75e9eaeb1a03b02378f14369c257d2d4c9efac16
directional_review	48:6	68:33	medium	medium	48:6	68:33	68:33	cross_surah	label_target_note	ranked_review	Distinguishes a local punishment from a greater final consequence.	focus_48_6_cutoff_100.tsv	12	817addd9afd84b5d6b8bc946e578ab625fb0512085154e0c3cb2d66c6b559c60
directional_review	48:6	33:64	medium	medium	48:6	33:64	33:64	cross_surah	label_target_note	ranked_review	Reinforces curse and a prepared blaze as settled punitive elements.	focus_48_6_cutoff_100.tsv	13	56b7016917baef241aac0968035bf34232a14194ed3acadce7c4a58f9d46d15c
directional_review	48:6	48:12	strong	strong	48:6	48:12	48:12	same_surah	label_target_note	ranked_review	Directly supplies the preceding formulation of their evil assumption.	focus_48_6_cutoff_100.tsv	14	2408f066c12c06d116e3ee453882adaf88e67f12712d002fca4ebaa6fbedb20c
directional_review	48:6	36:47	medium	medium	48:6	36:47	36:47	cross_surah	label_target_note	ranked_review	Adds a religiously framed verbal escape from material responsibility.	focus_48_6_cutoff_100.tsv	15	97b1637f86d34cb1a79121dd7411c64e44619d0d65b6bc87be6b72a9c35c4cb2
directional_review	48:6	4:115	medium	medium	48:6	4:115	4:115	cross_surah	label_target_note	ranked_review	Reinforces Hell and an evil final destination after deliberate opposition.	focus_48_6_cutoff_100.tsv	16	88a3a173c620403bbd113746a4b9de4531985e8fc3da321c70cba8c94600ae38
directional_review	48:6	48:9	weak	weak	48:6	48:9	48:9	same_surah	label_target_note	ranked_review	Provides the adjacent positive orientation, without explaining the punishment.	focus_48_6_cutoff_100.tsv	17	8422223467fd5350d8b8e20ed64e73c07564c8948c25f7743d2c4743d40834d7
directional_review	48:6	33:68	medium	medium	48:6	33:68	33:68	cross_surah	label_target_note	ranked_review	Adds compounded punishment and curse in a responsibility chain.	focus_48_6_cutoff_100.tsv	18	d878229e58d1e90393afb1ae524ab9e0de7b9f2699b0f5fb02d2813b3137db23
directional_review	48:6	4:93	strong	strong	48:6	4:93	4:93	cross_surah	label_target_note	ranked_review	Parallels wrath, curse, prepared punishment, and Hell in a different case.	focus_48_6_cutoff_100.tsv	19	d662761cd12c2213408f3376d3d0dc0f857180bd6726cf8e50ed7b3be7b48fca
