record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	9:92	9:91	strong	strong	9:92	9:91	9:91	same_surah	label_target_note	ranked_review	Immediate boundary: incapacity and lack of means remove blame when integrity remains.	focus_9_92_cutoff_100.tsv	1	a27767e0c1fa9d8e6a34dcee07a3ee5d743dba1d3e10e841f6cf4742c7d5bb83
directional_review	9:92	16:127	medium	medium	9:92	16:127	16:127	cross_surah	label_target_note	ranked_review	Parallels grief under pressure, while locating its response in patience rather than transport failure.	focus_9_92_cutoff_100.tsv	2	013f4095252c1eb9d7f0a317e2cc650cc3989745e387b4c20cef987d0ebbb294
directional_review	9:92	7:35	weak	weak	9:92	7:35	7:35	cross_surah	label_target_note	ranked_review	Shares the no-grief register but gives a general assurance, not the focus's material constraint.	focus_9_92_cutoff_100.tsv	3	26afeb9ee2787a638d0c0477823af0aa5be3071af4a03f8f8fdc222fe41b61b9
directional_review	9:92	5:83	strong	strong	9:92	5:83	5:83	cross_surah	label_target_note	ranked_review	Clear parallel of eyes overflowing with tears, though its trigger is recognition rather than thwarted departure.	focus_9_92_cutoff_100.tsv	4	9e47c15a7794bfc0daee7135a24d0d6d998314af1509b5bbbef64ce81c2518bc
directional_review	9:92	9:94	medium	medium	9:92	9:94	9:94	same_surah	label_target_note	ranked_review	The next scene tests returnees' excuses against disclosed action, sharpening the contrast with genuine inability.	focus_9_92_cutoff_100.tsv	5	c7eac9b2634c5741fa9c462446b625fee374a9b90bfd78c12b8872a7f9d6ddd8
directional_review	9:92	111:4	no value	no value	9:92	111:4	111:4	cross_surah	label_target_note	ranked_review	Carrying imagery is too detached from the focus's failed provision and grief.	focus_9_92_cutoff_100.tsv	6	f49295288b6d0eb31a2c0fa318c5209982afa3763af45f809ef7b82e475aea71
directional_review	9:92	22:35	medium	medium	9:92	22:35	22:35	cross_surah	label_target_note	ranked_review	Pairs endurance under what befalls with spending, offering a broader ethic around hardship and resources.	focus_9_92_cutoff_100.tsv	7	6d314ddc04de89a57dc4f9a551eb69c09b9e2e1c7af5a1cc4442c7d1027fc16b
directional_review	9:92	36:76	medium	medium	9:92	36:76	36:76	cross_surah	label_target_note	ranked_review	Contrasts sorrow caused by hostile speech with knowledge of concealed interiors; motive cannot rest on appearance alone.	focus_9_92_cutoff_100.tsv	8	7ce949a2c4d99910ba139a069697b18c7b342262dbe15626d78b7d51afccec89
directional_review	9:92	46:13	weak	weak	9:92	46:13	46:13	cross_surah	label_target_note	ranked_review	General removal of fear and grief adds little after the earlier sorrow parallels.	focus_9_92_cutoff_100.tsv	9	452cac7b371b63db7c066132d756212459615f3781ad9c5f62422b643a797f5e
directional_review	9:92	5:117	medium	medium	9:92	5:117	5:117	cross_surah	label_target_note	ranked_review	Witnessing and knowledge of persons' states offer a distant check on judging outward claims.	focus_9_92_cutoff_100.tsv	10	839219bff17604e29c8b2ea11948001e66192760a63ed0cba1e4401d29f4ef55
