record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	27:41	27:27	strong	strong	27:41	27:27	27:27	same_surah	label_target_note	ranked_review	Its explicit inquiry into truth or falsehood establishes the scene of testing by inspection.	focus_27_41_cutoff_100.tsv	1	7c669248833a96125c3ab956f1bc4689b9621f7996fbfdca669768bea34cd72e
directional_review	27:41	10:43	medium	medium	27:41	10:43	10:43	cross_surah	label_target_note	ranked_review	It distinguishes directed looking from guidance, clarifying why sight alone is not the test's outcome.	focus_27_41_cutoff_100.tsv	2	d36fe7761a16ea6ef81adfc81661840360ac013321d2acb6df7ed12b7ef53b47
directional_review	27:41	21:50	weak	weak	27:41	21:50	21:50	cross_surah	label_target_note	ranked_review	Rejecting an already given reminder only loosely parallels making a familiar thing seem unfamiliar.	focus_27_41_cutoff_100.tsv	3	35250d3781c846889e382dc009f8e5465a97e3db11a8a5f7eaed99a9961f1766
directional_review	27:41	27:42	strong	strong	27:41	27:42	27:42	same_surah	label_target_note	ranked_review	The immediate continuation supplies the queen's answer to the altered-throne recognition test.	focus_27_41_cutoff_100.tsv	4	66f7c08b4748aca9d17f7fd2a85d7017e43d0639fe2c52233b4c1347e2df848f
directional_review	27:41	27:38	medium	medium	27:41	27:38	27:38	same_surah	label_target_note	ranked_review	It establishes the throne's requested transfer, giving the tested object its narrative setting.	focus_27_41_cutoff_100.tsv	5	2392567359b6655bd0d7d9f696a233b71e533a9a5b190c4ca6652231067079a5
directional_review	27:41	54:6	weak	weak	27:41	54:6	54:6	cross_surah	label_target_note	ranked_review	Its unfamiliar event shares only the broad notion of strangeness, not tested recognition.	focus_27_41_cutoff_100.tsv	6	69dc8ed9eae2fce8d627893cd5b09b134d726953afb5c551929cac7120093c27
directional_review	27:41	27:24	strong	strong	27:41	27:24	27:24	same_surah	label_target_note	ranked_review	The queen and her people are described as not guided, making the ensuing test's question consequential.	focus_27_41_cutoff_100.tsv	7	6269321cb7c8d7f668202d683035b846d9f280286d2f9a94b6b91c6b4c1e33ab
directional_review	27:41	14:44	no value	no value	27:41	14:44	14:44	cross_surah	label_target_note	ranked_review	The warning about a fixed worldly state does not illuminate the throne or recognition test.	focus_27_41_cutoff_100.tsv	8	c2680852dc5bca0b08ae5275f1367676d7a3dd2516d3bab918f3942e0569c5dc
directional_review	27:41	36:21	weak	weak	27:41	36:21	36:21	cross_surah	label_target_note	ranked_review	Guided followers provide only a general positive use of guidance.	focus_27_41_cutoff_100.tsv	9	554b9c28d5ec844116ecbc07332f3fc5f175993823a84ef1c53e411873765a67
directional_review	27:41	16:16	weak	weak	27:41	16:16	16:16	cross_surah	label_target_note	ranked_review	Landmarks and stars offer a remote physical-navigation parallel.	focus_27_41_cutoff_100.tsv	10	f3d1d6742a84cebc4c90035e552702f386b34501d4f3f16780ca7eaa806a68a7
directional_review	27:41	27:39	medium	medium	27:41	27:39	27:39	same_surah	label_target_note	ranked_review	The first offer to bring the throne contributes the sequence leading to its alteration.	focus_27_41_cutoff_100.tsv	11	06d70bddc08d48d640782efcb698a43d71ed0d483f8a2a50d9a395d6de78dab9
directional_review	27:41	6:82	weak	weak	27:41	6:82	6:82	cross_surah	label_target_note	ranked_review	Secure believers being guided adds only a general result of guidance.	focus_27_41_cutoff_100.tsv	12	747b9ff1d749359814414a3caf1b0e60fd3303e40a317164c517b7885789d41f
