record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	26:39	37:54	weak	weak	26:39	37:54	37:54	cross_surah	label_target_note	ranked_review	Its question to a group only faintly resembles the focus's public summons.	focus_26_39_cutoff_100.tsv	1	eb66056c3259c417835aec065b7d694b19332b5d5a326aea0de53ca690e5b6d7
directional_review	26:39	7:111	strong	strong	26:39	7:111	7:111	cross_surah	label_target_note	ranked_review	Ordering city agents to gather specialists closely parallels the recruitment that produces the focus's crowd.	focus_26_39_cutoff_100.tsv	2	3a249454d8f8a033113e54208896c504f5c29e73ed603fa3fd54bdec14f30378
directional_review	26:39	21:4	no value	no value	26:39	21:4	21:4	cross_surah	label_target_note	ranked_review	Divine knowledge of speech does not clarify how a public assembly is produced.	focus_26_39_cutoff_100.tsv	3	431670654b847488c3ab74cb19fb2385ddf5287d59f1d020f141dbc1da2f0d93
directional_review	26:39	26:92	no value	no value	26:39	26:92	26:92	same_surah	label_target_note	ranked_review	The later address to idolaters does not add to the contest's public muster.	focus_26_39_cutoff_100.tsv	4	c1b1e66c8130ba0562a0a08a5d818b529bcdf33de2165074aae34a5adbe2d7de
directional_review	26:39	26:36	strong	strong	26:39	26:36	26:36	same_surah	label_target_note	ranked_review	The court's plan to dispatch city gatherers directly prepares the assembly named in the focus.	focus_26_39_cutoff_100.tsv	5	0cf91f09c12af1f31706e59011e6803d43fb9367d32b60b3dfaef6c89c3361a8
directional_review	26:39	99:3	no value	no value	26:39	99:3	99:3	cross_surah	label_target_note	ranked_review	A person's question about the earth has no focused relation to public mobilization.	focus_26_39_cutoff_100.tsv	6	ad989fffe784fcc10d25be47c2bca40d71cd7b4dab16957b294a08278cf4114f
directional_review	26:39	75:27	no value	no value	26:39	75:27	75:27	cross_surah	label_target_note	ranked_review	The bedside call for a healer is unrelated to assembling an audience.	focus_26_39_cutoff_100.tsv	7	48140344d6933f62dd439539acf5562c2855af02cdc5d3451c50af5de7bfe198
directional_review	26:39	26:29	weak	weak	26:39	26:29	26:29	same_surah	label_target_note	ranked_review	Pharaoh's threat supplies court context but does not explain the public gathering.	focus_26_39_cutoff_100.tsv	8	e3720676c97954cc0c404e45206e09c91382f6f08e97604075bfad60229300d7
directional_review	26:39	9:30	medium	medium	26:39	9:30	9:30	cross_surah	label_target_note	ranked_review	It shows a communal formula circulating through repeated public speech, a secondary parallel to produced collective alignment.	focus_26_39_cutoff_100.tsv	9	1b96d412daf6ca40487ec17db8eddebdeb55945387d34db3dd303f93eb0e8cf6
directional_review	26:39	21:1	weak	weak	26:39	21:1	21:1	cross_surah	label_target_note	ranked_review	The address to people gives a broad public audience but no summons or gathering mechanism.	focus_26_39_cutoff_100.tsv	10	e818584d73dbebbd8f84468f0e4cfaad23c54e1ffaeb61a061b8b91d1fbe1b3d
