record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	11:43	12:92	medium	medium	11:43	12:92	12:92	cross_surah	label_target_note	ranked_review	Mercy and the day-bound exception widen the mercy clause, but without the flood setting.	focus_11_43_cutoff_100.tsv	1	e3d8fbe8331fdbf0b3e0317d040ec9c564e736b5ad64ec5b84acd8889f0d5728
directional_review	11:43	37:124	weak	weak	11:43	37:124	37:124	cross_surah	label_target_note	ranked_review	The branch resonance only frames an admonitory address; it adds no refuge or water relation.	focus_11_43_cutoff_100.tsv	2	ca6844de531d67e068b2cfd9b14681ed53d9b7e8f0e797663fbd526442eea27e
directional_review	11:43	5:67	strong	strong	11:43	5:67	5:67	cross_surah	label_target_note	ranked_review	Directly tests divine protection as active preservation, while remaining outside the flood scene.	focus_11_43_cutoff_100.tsv	3	215170e1a38a4b5013ccae3bc0f02aaddbc9aa4f25653bf80b7041cc74963e4e
directional_review	11:43	37:141	medium	medium	11:43	37:141	37:141	cross_surah	label_target_note	ranked_review	Being among the losers supplies a parallel outcome category, but no protective mechanism.	focus_11_43_cutoff_100.tsv	4	4d85cf101b61d9fc9cdf52aeb5512a79ec5007472d4fb84d0768dc87919fdaa8
directional_review	11:43	11:78	weak	weak	11:43	11:78	11:78	same_surah	label_target_note	ranked_review	Its bridge preserves the contrast between claimed social recourse and the authorized refuge, indirectly.	focus_11_43_cutoff_100.tsv	5	53bc4d6c2eb966d5f587d488bc0e4421fecc8235b235a4756b51af8c4a602c9d
directional_review	11:43	3:101	strong	strong	11:43	3:101	3:101	cross_surah	label_target_note	ranked_review	Active attachment to God as a preserving path supports the non-mechanical protection reading.	focus_11_43_cutoff_100.tsv	6	02a4d6f3d6e87f8bdcea70d36adf1802f915c91a37606979571f335dbdcedd5d
directional_review	11:43	11:42	strong	strong	11:43	11:42	11:42	same_surah	label_target_note	ranked_review	The immediately preceding vessel, waves, invitation, and separation establish the scene 11:43 completes.	focus_11_43_cutoff_100.tsv	7	6fff8d5497f686529cdc8f910408c6809bf6d1012cef75c0a4f6ddf240f246e2
directional_review	11:43	11:44	strong	strong	11:43	11:44	11:44	same_surah	label_target_note	ranked_review	The immediate aftermath fixes the water's cessation, the decree, and the vessel's final settlement.	focus_11_43_cutoff_100.tsv	8	f3fff1ff2ba67ab4fef088d7b17bb4f449876fbbd98a601129e9c4255858d633
directional_review	11:43	12:32	strong	strong	11:43	12:32	12:32	cross_surah	label_target_note	ranked_review	A parallel V12 reading makes self-protection an active maintained boundary under pressure.	focus_11_43_cutoff_100.tsv	9	da5669709c2c339718a7e795fe202b865154a4ac31cc3fc2ffbf8c4993bd0b02
directional_review	11:43	31:32	strong	strong	11:43	31:32	31:32	cross_surah	label_target_note	ranked_review	A wave-covering scene preserves both danger and a response of exclusive appeal, though not the same outcome.	focus_11_43_cutoff_100.tsv	10	008cefa62edeaf5454c2acd255278947da1d2a5598e17057d3d9ca25856dc397
directional_review	11:43	19:85	medium	medium	11:43	19:85	19:85	cross_surah	label_target_note	ranked_review	The branch relation associates mercy with a gathered protected approach, not material elevation.	focus_11_43_cutoff_100.tsv	11	de03ca2388f4158121515d6ae569fea8c53efd8837cd894fa35da0b22938a522
directional_review	11:43	4:175	strong	strong	11:43	4:175	4:175	cross_surah	label_target_note	ranked_review	Attachment, mercy, and directed movement give close parallel evidence for relational protection.	focus_11_43_cutoff_100.tsv	12	9305c3e3744a471589b9a05e11e698549267e379517fc9682017d50e22e75a86
directional_review	11:43	10:22	strong	strong	11:43	10:22	10:22	cross_surah	label_target_note	ranked_review	Vessel, surrounding waves, and appeal under perceived enclosure closely illuminate exposed dependence.	focus_11_43_cutoff_100.tsv	13	af90333d891be04dc90dddf0a70703075d1b3c4369fda4263a23450d4c9688c9
directional_review	11:43	11:80	medium	medium	11:43	11:80	11:80	same_surah	label_target_note	ranked_review	The failed wish for a strong support supplies a nearby contrast to the son's mountain refuge.	focus_11_43_cutoff_100.tsv	14	e3e3232ff4fd656235e88cdb9286be8c91f16613f51ed7c0802a1ec43e1677b0
