record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	51:59	52:47	medium	medium	51:59	52:47	52:47	cross_surah	label_target_note	ranked_review	Near-context punishment of wrongdoers; its contrast route only bounds f01.	focus_51_59_cutoff_100.tsv	1	71d459e3cf37a826c6452c99862db655b3d75d41cbfd40879f48144d44aa53ef
directional_review	51:59	5:36	medium	medium	51:59	5:36	5:36	cross_surah	label_target_note	ranked_review	The no-release channel clarifies that an allotted consequence is not bought off.	focus_51_59_cutoff_100.tsv	2	2fdc57e65c434c728c5e3650b7e656fadf2fc429b31c678d982541ed051563f0
directional_review	51:59	3:59	weak	weak	51:59	3:59	3:59	cross_surah	label_target_note	ranked_review	A formal-comparison route parallels f01-f02 without their wrongdoing-and-outcome pattern.	focus_51_59_cutoff_100.tsv	3	88a7a1911c5e83743cdcef03dfe023df3987fb18e031436bf30ae9b1217244ed
directional_review	51:59	26:204	strong	strong	51:59	26:204	26:204	cross_surah	label_target_note	ranked_review	Direct f03 evidence: a demand to hasten punishment.	focus_51_59_cutoff_100.tsv	4	70b668bbaaeaccc01ebacc2d02d633fa4f4778035874eead1a7b13c31784b2a2
directional_review	51:59	51:60	medium	medium	51:59	51:60	51:60	same_surah	label_target_note	ranked_review	Immediate continuation supplies the promised-day horizon for the warning.	focus_51_59_cutoff_100.tsv	5	e026f3f0fac662e80b7b91ed822ad26fe5821caae4a024dd1b050e945fbbc1ae
directional_review	51:59	10:50	medium	medium	51:59	10:50	10:50	cross_surah	label_target_note	ranked_review	Direct f03 haste-and-punishment evidence, though already represented above.	focus_51_59_cutoff_100.tsv	6	3bb0a3e1b3d98b098c93a748b99927ab87fe890aa347a87efb1d966fe0d591a9
directional_review	51:59	37:176	weak	weak	51:59	37:176	37:176	cross_surah	label_target_note	ranked_review	Duplicates rank 4's direct f03 formulation.	focus_51_59_cutoff_100.tsv	7	09d7323c164e48841d2b50d1a2bbfa51b8da3e89cbcd4888154f295dd74b32a7
directional_review	51:59	51:42	weak	weak	51:59	51:42	51:42	same_surah	label_target_note	ranked_review	The local destruction image adds only surrounding warning context.	focus_51_59_cutoff_100.tsv	8	ea4f526e10b350ffa33e66095c529066bd8baf40f02aad49dc5573f162a40dc0
directional_review	51:59	10:11	strong	strong	51:59	10:11	10:11	cross_surah	label_target_note	ranked_review	Direct f03 evidence ties haste to a term whose completion is not accelerated.	focus_51_59_cutoff_100.tsv	9	51b60cfcdfd9c16d8b6d43e55839e6fc2524ad36f52fdbb032f0cc09ecbca420
directional_review	51:59	43:65	weak	weak	51:59	43:65	43:65	cross_surah	label_target_note	ranked_review	Punishment of wrongdoers is relevant but adds no measure, precedent, or timing detail.	focus_51_59_cutoff_100.tsv	10	6591a17b42c51a4234cc44793707bba3451aecbf7da89acbca943e6027fb993c
directional_review	51:59	74:39	weak	weak	51:59	74:39	74:39	cross_surah	label_target_note	ranked_review	Parallel companion-group routes are too indeterminate to add to the focal group pattern.	focus_51_59_cutoff_100.tsv	11	55660e967922ed26e86d1ef466ceb6a5687f645c9b8caf2f4376e7e44e72057c
directional_review	51:59	22:44	medium	medium	51:59	22:44	22:44	cross_surah	label_target_note	ranked_review	A historical sequence of respite then seizure supports delayed consequence.	focus_51_59_cutoff_100.tsv	12	121e4280421abf408fa83c06a1948e02b89f6689fb971db81e3a6b6615696cf7
directional_review	51:59	67:11	medium	medium	51:59	67:11	67:11	cross_surah	label_target_note	ranked_review	Admission of culpability and a resulting company gives a limited f02 outcome parallel.	focus_51_59_cutoff_100.tsv	13	c1cc988f3a47e5b9018896c7a4f912e87fda473e3a05d2f2d50c4f79ed7dbc31
directional_review	51:59	51:58	no value	no value	51:59	51:58	51:58	same_surah	label_target_note	ranked_review	No focused addition to the allotment, precedent, or timing readings.	focus_51_59_cutoff_100.tsv	14	2224bed78e9c6c95f9445c6e24e49e55df23e79ce467763973e3ccf958f3ef7b
directional_review	51:59	25:24	weak	weak	51:59	25:24	25:24	cross_surah	label_target_note	ranked_review	Contrasting companion groups do not develop the focal wrongdoing pattern.	focus_51_59_cutoff_100.tsv	15	6574a4822acc49e220d723468e8a54ec7b1e15f89c4e2a8d6b0bbad0198b08b8
directional_review	51:59	13:6	strong	strong	51:59	13:6	13:6	cross_surah	label_target_note	ranked_review	Directly combines haste, prior precedents, wrongdoing, and punishment.	focus_51_59_cutoff_100.tsv	16	0ae0eec8227e155be193bc6474437ad6534b25567606b0b298ac8530fc94e219
directional_review	51:59	17:19	weak	weak	51:59	17:19	17:19	cross_surah	label_target_note	ranked_review	The channel's near-versus-later horizon is adjacent to f03 but not an allotted consequence.	focus_51_59_cutoff_100.tsv	17	7be42dd60c12172f7b7956ed5063b35e257f0784210678245fc695381930cd91
directional_review	51:59	46:24	strong	strong	51:59	46:24	46:24	cross_surah	label_target_note	ranked_review	Direct f03 scene in which the hastened matter arrives as punishment.	focus_51_59_cutoff_100.tsv	18	ed7119c9358ef353921eac045e3f82cede5aeb2b6a6dd8bfe0bcefb587ab4bce
directional_review	51:59	3:135	weak	weak	51:59	3:135	3:135	cross_surah	label_target_note	ranked_review	Individual wrongdoing and forgiveness provide an alternative response, not the focal pattern.	focus_51_59_cutoff_100.tsv	19	168fc15c04e5ae195504180ffc7ce039ad176c022f6fc108f6066ee168a41ad1
