record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	20:121	7:22	strong	strong	20:121	7:22	7:22	cross_surah	label_target_note	ranked_review	Directly parallels the eating, exposure, leaf-patching, prohibition, and hostile deception behind the focus.	focus_20_121_cutoff_100.tsv	1	fb3a519e52ee62fadbf1856a602afffbaf3102c41de14f6835a464466b959182
directional_review	20:121	3:179	weak	weak	20:121	3:179	3:179	cross_surah	label_target_note	ranked_review	Selection after distinguishing corrupt from sound material is a remote guidance-and-sorting parallel.	focus_20_121_cutoff_100.tsv	2	b0eb94c84d82a076751fab2ae1095ded9c9e59edaf8036b077760105d7cbd25b
directional_review	20:121	18:19	no value	no value	20:121	18:19	18:19	cross_surah	label_target_note	ranked_review	Its leaf term belongs to a separate provisioning scene; the rejected route supplies no positive support.	focus_20_121_cutoff_100.tsv	3	0b878a7c5465edc294c6f2e700ef49bc393a6d5587827af826bcdaaa1b9f0298
directional_review	20:121	7:20	strong	strong	20:121	7:20	7:20	cross_surah	label_target_note	ranked_review	Directly supplies the satanic whisper, concealment threat, and promise of permanence that lead into the focus.	focus_20_121_cutoff_100.tsv	4	7ede7a415b335f1c34d1abc6205036917dd3b8b6ffef2dbb8171dfbab63dbc59
directional_review	20:121	20:117	strong	strong	20:121	20:117	20:117	same_surah	label_target_note	ranked_review	The immediately preceding warning names the enemy and the threatened loss of the garden.	focus_20_121_cutoff_100.tsv	5	694133ad55e0f4a6c1baacd4ead361430b59b2f65f48e83075ff8ab51b2842bf
directional_review	20:121	18:69	weak	weak	20:121	18:69	18:69	cross_surah	label_target_note	ranked_review	A promise not to disobey forms only a broad contrast with Adam's enacted disobedience.	focus_20_121_cutoff_100.tsv	6	32a43c909cf8bbf59247c9e02a8e71aae89dafb70e5407d8b327942c53971a12
directional_review	20:121	7:27	strong	strong	20:121	7:27	7:27	cross_surah	label_target_note	ranked_review	It universalizes the same expulsion, stripping of covering, and satanic temptation as a warning to Adam's descendants.	focus_20_121_cutoff_100.tsv	7	96393ae377d023365cf295cafe4194a1e175beb12ff8ae93e62d6329470ad014
directional_review	20:121	20:122	strong	strong	20:121	20:122	20:122	same_surah	label_target_note	ranked_review	The immediate sequel supplies selection, repentance, and guidance after Adam's erring.	focus_20_121_cutoff_100.tsv	8	202189e5bdce82b4d58e6ff9e4986e1a30f6a0307765443d3e1b008aa961d206
directional_review	20:121	37:32	medium	medium	20:121	37:32	37:32	cross_surah	label_target_note	ranked_review	It identifies misguiders as themselves astray, a useful responsibility boundary for Adam's going astray.	focus_20_121_cutoff_100.tsv	9	4ad33a72cafa3a62dbf1020128ba069b8c8273b7490f4be77b5a3e990270e71a
directional_review	20:121	2:35	strong	strong	20:121	2:35	2:35	cross_surah	label_target_note	ranked_review	It gives the original garden dwelling, permission to eat, and prohibition that frame the focus's breach.	focus_20_121_cutoff_100.tsv	10	9a0f3e1b73101fab48060ff97012a1365f0e8723153f9c3f2a271c303d44577f
directional_review	20:121	33:36	strong	strong	20:121	33:36	33:36	cross_surah	label_target_note	ranked_review	It explicitly joins disobeying a settled divine command with manifest going astray.	focus_20_121_cutoff_100.tsv	11	57d6e3c907b7904c4da07aa2e9a24b32078484a580d90b557e13a21974156b99
directional_review	20:121	72:23	medium	medium	20:121	72:23	72:23	cross_surah	label_target_note	ranked_review	It states the grave consequence of disobeying God and His messenger, but in a different setting.	focus_20_121_cutoff_100.tsv	12	c38b5a7af1e2ba133a9b31d63ef59f4cdab053e36ab3f633462a4678eaa6b76e
directional_review	20:121	7:19	strong	strong	20:121	7:19	7:19	cross_surah	label_target_note	ranked_review	It closely repeats the initial garden command, free eating, and forbidden tree.	focus_20_121_cutoff_100.tsv	13	8b9da47a28809b7d1b7a5d0df09f83179d086112118ab7c97791dfae821a12b9
