record_type	focus_ref	target_ref	focus_direction_label	source_direction_label	source_focus_ref	source_target_ref	source_target_component_ref	relation_scope	source_column_order	source_row_role	source_note	source_file	source_line	source_row_sha256
directional_review	5:102	27:43	medium	medium	5:102	27:43	27:43	cross_surah	label_target_note	ranked_review	A collective state of disbelief offers an indirect parallel to the former people in 5:102.	focus_5_102_cutoff_100.tsv	1	84386b5e54816444670e7f7c9d78db811802b97776882286fca7dc36650b21a2
directional_review	5:102	45:33	weak	weak	5:102	45:33	45:33	cross_surah	label_target_note	ranked_review	Its disclosure-and-consequence channel is only an indirect parallel to the question's outcome.	focus_5_102_cutoff_100.tsv	2	82ffba33520216b0a6e085edd824c15193c4b733d1c6983dfd2bbd8faab2a305
directional_review	5:102	3:115	no value	no value	5:102	3:115	3:115	cross_surah	label_target_note	ranked_review	The preservation of good deeds does not clarify questioning followed by disbelief.	focus_5_102_cutoff_100.tsv	3	7410317042234551bf3e17d99f31afce3a9405ca1e719ac1dff4a809e9b5d454
directional_review	5:102	7:93	medium	medium	5:102	7:93	7:93	cross_surah	label_target_note	ranked_review	A messenger's completed communication and a rejecting people support the historical pattern of response.	focus_5_102_cutoff_100.tsv	4	07a97454e9db948634481b7c8b845fde01019fc63f29718995472bb34f1c3b29
directional_review	5:102	5:87	weak	weak	5:102	5:87	5:87	same_surah	label_target_note	ranked_review	The adjacent boundary-setting context gives limited background for the pericope's regulated matters.	focus_5_102_cutoff_100.tsv	5	d606fa20f99517fd4ab24e33e14b611f2cc316af971916e8dcc800f06ae24404
directional_review	5:102	6:1	weak	weak	5:102	6:1	6:1	cross_surah	label_target_note	ranked_review	General denial after evident signs is a broad, already-represented parallel.	focus_5_102_cutoff_100.tsv	6	5572f30031acb0649daea543055b7d44c10b170d233da10c2b298cba8a981dfb
directional_review	5:102	14:9	medium	medium	5:102	14:9	14:9	cross_surah	label_target_note	ranked_review	Earlier peoples receive clear communications and explicitly reject them, closely supporting precedent after disclosure.	focus_5_102_cutoff_100.tsv	7	b4ba9d3189a42c1b922538a7a777b4e2f82e59aae752eaebe90f87fdfe1c4ef7
directional_review	5:102	5:99	medium	medium	5:102	5:99	5:99	same_surah	label_target_note	ranked_review	The immediate disclosure and concealment frame helps situate the warning about asking.	focus_5_102_cutoff_100.tsv	8	09ebe9e8ab9dc405e49ae2550c0d153b4ea693ca3849d4d84eaf905a39a055bd
directional_review	5:102	3:70	medium	medium	5:102	3:70	3:70	cross_surah	label_target_note	ranked_review	Denial despite witnessing signs supports rejection in the presence of available evidence.	focus_5_102_cutoff_100.tsv	9	3bace06034c89b2188cdef2cecc3ebd200442d6ed8e56ac68066ed735b2dae52
directional_review	5:102	46:6	weak	weak	5:102	46:6	46:6	cross_surah	label_target_note	ranked_review	It shows disbelief in a different setting without the inquiry or disclosure sequence.	focus_5_102_cutoff_100.tsv	10	1f6377af9e0b488c1299aae3688491302c84bd35ea43cb3f2eaa2f1b96a0912b
