left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0182	P1580	0.658206	0.562516	0.613085	0.904941	1.0	0.777778	0.75	mutual_knn
P0696	P1614	0.649437	0.573263	0.597466	0.900474	0.923077	0.777778	0.75	mutual_knn
P0214	P1246	0.648308	0.564124	0.583088	0.903707	1.0	0.777778	0.75	mutual_knn
P0709	P1377	0.643066	0.561053	0.601101	0.885405	0.916667	0.777778	0.75	mutual_knn
P1384	P2103	0.6424	0.57227	0.598165	0.909052	0.846154	0.777778	0.75	mutual_knn
P1470	P2011	0.6416	0.549026	0.579747	0.916268	1.0	0.777778	0.75	mutual_knn
P0586	P1676	0.640417	0.541144	0.589688	0.905116	1.0	0.777778	0.75	mutual_knn
P0233	P1178	0.637127	0.551248	0.600176	0.880949	0.909091	0.777778	0.75	mutual_knn
P3456	P3750	0.636289	0.53848	0.596818	0.850862	1.0	0.8	0.75	mutual_knn
P1051	P2070	0.635091	0.54658	0.566809	0.90747	1.0	0.777778	0.75	mutual_knn
P0583	P1274	0.634893	0.540288	0.575597	0.903047	1.0	0.777778	0.75	mutual_knn
P0741	P1929	0.634613	0.581566	0.611286	0.732435	0.857143	0.777778	0.75	mutual_knn
P0627	P1403	0.633628	0.551898	0.584587	0.906684	0.9	0.777778	0.75	mutual_knn
P0806	P1636	0.633351	0.548893	0.563491	0.891274	1.0	0.777778	0.75	mutual_knn
P1065	P1831	0.630853	0.570329	0.609695	0.70811	0.9	0.777778	0.75	mutual_knn
P1010	P1246	0.630598	0.55207	0.573961	0.896141	0.916667	0.777778	0.75	mutual_knn
P0398	P1377	0.630211	0.551752	0.571002	0.904055	0.916667	0.777778	0.75	mutual_knn
P0304	P1207	0.628923	0.552002	0.591305	0.735649	1.0	0.777778	0.75	mutual_knn
P4614	P5924	0.628233	0.538812	0.579848	0.828209	1.0	0.8	0.75	mutual_knn
P1096	P1724	0.627862	0.543304	0.576489	0.916042	0.9	0.777778	0.75	mutual_knn
