left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0346	P0562	0.659131	0.571336	0.606139	0.898811	1.0	0.777778	0.75	mutual_knn
P0064	P0692	0.651222	0.563146	0.585901	0.927411	1.0	0.777778	0.75	mutual_knn
P0126	P0559	0.651098	0.59061	0.610937	0.714953	1.0	0.777778	0.75	mutual_knn
P0383	P0801	0.648231	0.544965	0.613801	0.881662	1.0	0.777778	0.75	mutual_knn
P0064	P0412	0.647444	0.578443	0.603337	0.759771	1.0	0.777778	0.75	mutual_knn
P1385	P2385	0.647115	0.555173	0.608722	0.842347	1.0	0.8	0.75	mutual_knn
P0066	P0455	0.646683	0.553606	0.59076	0.907943	1.0	0.777778	0.75	mutual_knn
P0394	P0642	0.64585	0.569798	0.569491	0.901188	1.0	0.777778	0.75	mutual_knn
P0210	P0660	0.645617	0.553149	0.59267	0.892653	1.0	0.777778	0.75	mutual_knn
P0285	P0702	0.645401	0.541295	0.599323	0.920554	1.0	0.777778	0.75	mutual_knn
P0236	P0611	0.644954	0.552678	0.582132	0.925025	1.0	0.777778	0.75	mutual_knn
P1667	P2258	0.643631	0.531461	0.625397	0.85585	1.0	0.8	0.75	mutual_knn
P0016	P0021	0.643118	0.553977	0.579385	0.910438	1.0	0.777778	0.75	mutual_knn
P0127	P0369	0.64302	0.554055	0.576457	0.919358	1.0	0.777778	0.75	mutual_knn
P0371	P0730	0.641382	0.564828	0.563435	0.900069	1.0	0.777778	0.75	mutual_knn
P0194	P0524	0.640314	0.55825	0.565508	0.911733	1.0	0.777778	0.75	mutual_knn
P0243	P0720	0.640244	0.554872	0.573837	0.897087	1.0	0.777778	0.75	mutual_knn
P0091	P0384	0.640071	0.573732	0.590575	0.751907	1.0	0.777778	0.75	mutual_knn
P0181	P0525	0.640036	0.553374	0.576622	0.892004	1.0	0.777778	0.75	mutual_knn
P1794	P2052	0.639825	0.542558	0.610475	0.820082	1.0	0.8	0.75	mutual_knn
P0109	P0369	0.638565	0.57786	0.583319	0.743665	1.0	0.777778	0.75	mutual_knn
P1595	P2416	0.638364	0.553474	0.588746	0.832396	1.0	0.8	0.75	mutual_knn
P0389	P0577	0.638208	0.54868	0.570865	0.914988	1.0	0.777778	0.75	mutual_knn
P0403	P0813	0.638039	0.570508	0.603567	0.70062	1.0	0.777778	0.75	mutual_knn
P1686	P2277	0.636628	0.595353	0.611439	0.547158	1.0	0.8	0.75	mutual_knn
P0217	P0406	0.636222	0.561965	0.599349	0.735653	1.0	0.777778	0.75	mutual_knn
