candidate_id	family_id	representative_candidate_id	membership
C005	F001	C021	variant
C009	F001	C021	variant
C011	F001	C021	variant
C018	F001	C021	variant
C021	F001	C021	representative
C031	F001	C021	variant
C042	F001	C021	variant
C006	F002	C006	representative
C007	F002	C006	variant
C026	F002	C006	variant
C035	F002	C006	variant
C039	F002	C006	variant
C040	F002	C006	variant
C048	F002	C006	variant
C001	F003	C002	variant
C002	F003	C002	representative
C003	F003	C002	variant
C010	F003	C002	variant
C015	F003	C002	variant
C017	F003	C002	variant
C022	F003	C002	variant
C025	F003	C002	variant
C028	F003	C002	variant
C036	F003	C002	variant
C044	F003	C002	variant
C046	F003	C002	variant
C050	F003	C002	variant
C061	F003	C002	variant
C063	F003	C002	variant
C016	F004	C056	variant
C020	F004	C056	variant
C023	F004	C056	variant
C024	F004	C056	variant
C029	F004	C056	variant
C032	F004	C056	variant
C043	F004	C056	variant
C047	F004	C056	variant
C052	F004	C056	variant
C054	F004	C056	variant
C056	F004	C056	representative
C058	F004	C056	variant
C059	F004	C056	variant
C060	F004	C056	variant
C062	F004	C056	variant
C064	F004	C056	variant
C066	F004	C056	variant
C004	F005	C012	variant
C008	F005	C012	variant
C012	F005	C012	representative
C013	F005	C012	variant
C014	F005	C012	variant
C019	F005	C012	variant
C027	F005	C012	variant
C030	F005	C012	variant
C033	F005	C012	variant
C034	F005	C012	variant
C037	F005	C012	variant
C038	F005	C012	variant
C041	F005	C012	variant
C045	F005	C012	variant
C049	F005	C012	variant
C051	F005	C012	variant
C053	F005	C012	variant
C055	F005	C012	variant
C057	F005	C012	variant
C065	F005	C012	variant
