candidate_id	family_id	representative_candidate_id	membership
C329	F001	C329	representative
C789	F001	C329	variant
C009	F002	C009	representative
C010	F002	C009	variant
C012	F002	C009	variant
C029	F002	C009	variant
C075	F002	C009	variant
C144	F002	C009	variant
C401	F002	C009	variant
C1088	F003	C954	variant
C954	F003	C954	representative
C970	F003	C954	variant
C004	F004	C004	representative
C021	F004	C004	variant
C043	F004	C004	variant
C432	F004	C004	variant
C531	F004	C004	variant
C351	F005	C476	variant
C372	F005	C476	variant
C436	F005	C476	variant
C476	F005	C476	representative
C554	F005	C476	variant
C1030	F006	C494	variant
C105	F006	C494	variant
C494	F006	C494	representative
C606	F006	C494	member
C703	F006	C494	variant
C719	F006	C494	variant
C873	F006	C494	variant
C956	F006	C494	variant
C1017	F007	C737	variant
C657	F007	C737	variant
C737	F007	C737	representative
C801	F007	C737	variant
C907	F007	C737	variant
C563	F008	C563	representative
C658	F008	C563	variant
C034	F009	C081	variant
C081	F009	C081	representative
C227	F009	C081	variant
C325	F009	C081	variant
C523	F009	C081	variant
C659	F009	C081	variant
C064	F010	C088	variant
C088	F010	C088	representative
C112	F010	C088	variant
C118	F010	C088	variant
C125	F010	C088	variant
C171	F010	C088	variant
C211	F010	C088	variant
C233	F010	C088	variant
C258	F010	C088	variant
C313	F010	C088	variant
C100	F011	C100	representative
C413	F011	C100	member
C424	F011	C100	variant
C503	F011	C100	variant
C209	F012	C486	variant
C279	F012	C486	variant
C352	F012	C486	variant
C486	F012	C486	representative
C590	F012	C486	variant
C616	F012	C486	variant
C617	F012	C486	variant
C889	F012	C486	variant
C903	F012	C486	variant
C951	F012	C486	variant
C014	F013	C014	representative
C039	F013	C014	variant
C093	F013	C014	variant
C130	F013	C014	variant
C141	F013	C014	variant
C143	F013	C014	variant
C391	F013	C014	variant
C414	F013	C014	variant
C433	F013	C014	member
C744	F013	C014	variant
C347	F014	C347	representative
C515	F014	C347	variant
C573	F014	C347	variant
C762	F014	C347	variant
C871	F014	C347	variant
C1032	F015	C753	member
C164	F015	C753	variant
C612	F015	C753	variant
C753	F015	C753	representative
C908	F015	C753	member
C504	F016	C504	representative
C653	F016	C504	variant
C059	F017	C085	variant
C085	F017	C085	representative
C145	F017	C085	variant
C185	F017	C085	variant
C206	F017	C085	variant
C297	F017	C085	variant
C318	F017	C085	variant
C555	F017	C085	variant
C828	F017	C085	variant
C131	F018	C246	variant
C180	F018	C246	variant
C246	F018	C246	representative
C418	F018	C246	variant
C663	F018	C246	variant
C499	F019	C723	variant
C548	F019	C723	variant
C578	F019	C723	variant
C686	F019	C723	variant
C711	F019	C723	variant
C723	F019	C723	representative
C738	F019	C723	variant
C807	F019	C723	variant
C030	F020	C030	representative
C1008	F020	C030	variant
C367	F020	C030	variant
C514	F020	C030	variant
C594	F020	C030	variant
C787	F020	C030	variant
C830	F020	C030	variant
C858	F020	C030	variant
C981	F020	C030	variant
C235	F021	C565	variant
C435	F021	C565	variant
C497	F021	C565	variant
C565	F021	C565	representative
C597	F021	C565	variant
C608	F021	C565	variant
C1004	F022	C477	variant
C1073	F022	C477	variant
C274	F022	C477	variant
C311	F022	C477	variant
C412	F022	C477	variant
C477	F022	C477	representative
C641	F022	C477	variant
C806	F022	C477	variant
C824	F022	C477	variant
C897	F022	C477	variant
C899	F022	C477	variant
C038	F023	C121	variant
C049	F023	C121	variant
C121	F023	C121	representative
C344	F023	C121	variant
C620	F023	C121	variant
C671	F023	C121	variant
C835	F023	C121	member
C106	F024	C106	representative
C547	F024	C106	variant
C587	F024	C106	variant
C705	F024	C106	variant
C779	F024	C106	variant
