left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C014	C433	0.782839	0.90999	0.553106	0.656853	0.962272	0.83334	0.953828	mutual_knn
C009	C010	0.752374	0.855297	0.601455	0.515789	0.927105	0.793187	1.0	mutual_knn
C191	C196	0.739203	0.893857	0.540215	0.428709	0.873391	0.729247	0.960733	mutual_knn
C763	C805	0.738664	0.802989	0.577176	0.68308	0.957088	0.750131	0.936848	mutual_knn
C753	C908	0.727732	0.88909	0.511027	0.413538	0.885253	0.710902	1.0	mutual_knn
C273	C468	0.727203	0.861798	0.53623	0.524287	0.830057	0.699723	0.92773	mutual_knn
C172	C249	0.724444	0.895469	0.494995	0.407529	0.874579	0.671211	1.0	mutual_knn
C342	C687	0.71591	0.822921	0.49728	0.61909	0.933564	0.685164	0.912121	mutual_knn
C203	C328	0.709461	0.769665	0.513285	0.714931	0.9915	0.737595	1.0	mutual_knn
C175	C687	0.707102	0.839786	0.512487	0.451995	0.882632	0.714369	0.913714	mutual_knn
C175	C342	0.707031	0.824217	0.537825	0.470118	0.865634	0.714369	0.913714	mutual_knn
C269	C468	0.702568	0.81057	0.537736	0.485236	0.874383	0.699723	0.92773	mutual_knn
C013	C426	0.700966	0.755869	0.557599	0.638305	0.919217	0.801718	0.885085	mutual_knn
C083	C259	0.700113	0.744025	0.557499	0.653853	0.954658	0.773521	0.896425	mutual_knn
C014	C141	0.699432	0.743804	0.572356	0.593428	0.964803	0.83334	0.951922	mutual_knn
C010	C012	0.695878	0.798791	0.550179	0.393242	0.921049	0.713318	0.920535	mutual_knn
C251	C426	0.693243	0.695688	0.556291	0.802302	0.982814	0.715024	0.838121	mutual_knn
C340	C971	0.689643	0.733008	0.587641	0.550939	0.917527	0.839354	0.884996	mutual_knn
C026	C126	0.689318	0.745119	0.535819	0.588336	0.971784	0.71251	0.908234	mutual_knn
C013	C251	0.689031	0.72774	0.557423	0.636939	0.942402	0.801718	0.885085	mutual_knn
C014	C143	0.688664	0.729993	0.554666	0.60604	0.966639	0.83334	0.951922	mutual_knn
C009	C029	0.68846	0.787651	0.488235	0.530813	0.950824	0.683335	0.910871	mutual_knn
C106	C705	0.688322	0.707421	0.57711	0.6581	0.956688	0.847556	0.845103	mutual_knn
C269	C273	0.687118	0.807582	0.535836	0.491632	0.73413	0.699051	0.923817	mutual_knn
C085	C206	0.686241	0.736341	0.571285	0.526149	0.940705	0.813704	0.954173	mutual_knn
C623	C953	0.685663	0.786804	0.534061	0.410112	0.910315	0.704803	0.913588	mutual_knn
C045	C204	0.681074	0.704185	0.577245	0.59654	0.961537	0.855658	0.851666	mutual_knn
C091	C162	0.680274	0.766651	0.591227	0.359416	0.83639	0.771396	0.881821	mutual_knn
C074	C261	0.679766	0.81436	0.519379	0.365191	0.802534	0.726955	0.932704	mutual_knn
C189	C478	0.679426	0.726763	0.494698	0.689294	0.98706	0.699279	0.937355	mutual_knn
C476	C554	0.678736	0.771113	0.445204	0.650894	0.945284	0.619369	0.872394	mutual_knn
C122	C776	0.677849	0.738204	0.569385	0.504439	0.874871	0.75544	1.0	mutual_knn
C072	C249	0.674311	0.768015	0.555524	0.363501	0.872968	0.744315	1.0	mutual_knn
C141	C433	0.673857	0.744967	0.464004	0.645236	0.976486	0.64634	0.953828	mutual_knn
C288	C417	0.673779	0.76509	0.488993	0.456495	0.988867	0.671087	0.911231	mutual_knn
C329	C789	0.667081	0.78345	0.541165	0.398318	0.731748	0.715187	0.878578	mutual_knn
C052	C061	0.66697	0.655419	0.560533	0.726755	0.984251	0.719455	0.798453	mutual_knn
