morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s045-a000-w001-01	w-s045-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s045-a000-w001-02	w-s045-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s045-a000-w002-01	w-s045-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s045-a000-w003-01	w-s045-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s045-a000-w003-02	w-s045-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s045-a000-w004-01	w-s045-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s045-a000-w004-02	w-s045-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s045-a002-w001-01	w-s045-a002-w001	45:2:1:1	1	تَنزِيلُ	تَنزِيلُ	تَنزِيل	ن ز ل	نزل	N	STEM	STEM|POS:N|VN|(II)|LEM:tanziyl|ROOT:nzl|M|NOM				II				NOM
m-w-s045-a002-w002-01	w-s045-a002-w002	45:2:2:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s045-a002-w002-02	w-s045-a002-w002	45:2:2:2	2	كِتَٰبِ	كِتَٰبِ	كِتَٰب	ك ت ب	كتب	N	STEM	STEM|POS:N|LEM:kita`b|ROOT:ktb|M|GEN								GEN
m-w-s045-a002-w003-01	w-s045-a002-w003	45:2:3:1	1	مِنَ	مِنَ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s045-a002-w004-01	w-s045-a002-w004	45:2:4:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s045-a002-w005-01	w-s045-a002-w005	45:2:5:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s045-a002-w005-02	w-s045-a002-w005	45:2:5:2	2	عَزِيزِ	عَزِيزِ	عَزِيز	ع ز ز	عزز	ADJ	STEM	STEM|POS:ADJ|LEM:Eaziyz|ROOT:Ezz|MS|GEN						M	singular	GEN
m-w-s045-a002-w006-01	w-s045-a002-w006	45:2:6:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s045-a002-w006-02	w-s045-a002-w006	45:2:6:2	2	حَكِيمِ	حَكِيمِ	حَكِيم	ح ك م	حكم	ADJ	STEM	STEM|POS:ADJ|LEM:Hakiym|ROOT:Hkm|MS|GEN						M	singular	GEN
m-w-s045-a003-w001-01	w-s045-a003-w001	45:3:1:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s045-a003-w002-01	w-s045-a003-w002	45:3:2:1	1	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s045-a003-w003-01	w-s045-a003-w003	45:3:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s045-a003-w003-02	w-s045-a003-w003	45:3:3:2	2	سَّمَٰوَٰتِ	سَّمَٰوَٰتِ	سَمَآء	س م و	سمو	N	STEM	STEM|POS:N|LEM:samaA^'|ROOT:smw|FP|GEN						F	plural	GEN
m-w-s045-a003-w004-01	w-s045-a003-w004	45:3:4:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s045-a003-w004-02	w-s045-a003-w004	45:3:4:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s045-a003-w004-03	w-s045-a003-w004	45:3:4:3	3	أَرْضِ	أَرْضِ	أَرْض	ء ر ض	ءرض	N	STEM	STEM|POS:N|LEM:>aroD|ROOT:ArD|F|GEN								GEN
m-w-s045-a003-w005-01	w-s045-a003-w005	45:3:5:1	1	لَ					EMPH	PREFIX	PREFIX|l:EMPH+								
m-w-s045-a003-w005-02	w-s045-a003-w005	45:3:5:2	2	ءَايَٰتٍ	ءَايَٰتٍ	ءَايَة	ء ي ي	ءيي	N	STEM	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|INDEF|GEN						F	plural	GEN
m-w-s045-a003-w006-01	w-s045-a003-w006	45:3:6:1	1	لِّ					P	PREFIX	PREFIX|l:P+								
m-w-s045-a003-w006-02	w-s045-a003-w006	45:3:6:2	2	لْ					DET	PREFIX	PREFIX|Al+								
m-w-s045-a003-w006-03	w-s045-a003-w006	45:3:6:3	3	مُؤْمِنِينَ	مُؤْمِنِينَ	مُؤْمِن	ء م ن	ءمن	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN			ACT	IV		M	plural	GEN
m-w-s045-a004-w001-01	w-s045-a004-w001	45:4:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s045-a004-w001-02	w-s045-a004-w001	45:4:1:2	2	فِى	فِى	فِى			P	STEM	STEM|POS:P|LEM:fiY								
m-w-s045-a004-w002-01	w-s045-a004-w002	45:4:2:1	1	خَلْقِ	خَلْقِ	خَلْق	خ ل ق	خلق	N	STEM	STEM|POS:N|LEM:xaloq|ROOT:xlq|M|GEN								GEN
m-w-s045-a004-w002-02	w-s045-a004-w002	45:4:2:2	2	كُمْ					PRON	SUFFIX	SUFFIX|PRON:2MP					2	M	plural	
m-w-s045-a004-w003-01	w-s045-a004-w003	45:4:3:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s045-a004-w003-02	w-s045-a004-w003	45:4:3:2	2	مَا	مَا	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s045-a004-w004-01	w-s045-a004-w004	45:4:4:1	1	يَبُثُّ	يَبُثُّ	بَثَّ	ب ث ث	بثث	V	STEM	STEM|POS:V|IMPF|LEM:bav~a|ROOT:bvv|3MS	IMPF				3	M	singular	
m-w-s045-a004-w005-01	w-s045-a004-w005	45:4:5:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s045-a004-w006-01	w-s045-a004-w006	45:4:6:1	1	دَآبَّةٍ	دَآبَّةٍ	دَآبَّة	د ب ب	دبب	N	STEM	STEM|POS:N|LEM:daA^b~ap|ROOT:dbb|F|INDEF|GEN								GEN
m-w-s045-a004-w007-01	w-s045-a004-w007	45:4:7:1	1	ءَايَٰتٌ	ءَايَٰتٌ	ءَايَة	ء ي ي	ءيي	N	STEM	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|INDEF|NOM						F	plural	NOM
m-w-s045-a004-w008-01	w-s045-a004-w008	45:4:8:1	1	لِّ					P	PREFIX	PREFIX|l:P+								
m-w-s045-a004-w008-02	w-s045-a004-w008	45:4:8:2	2	قَوْمٍ	قَوْمٍ	قَوْم	ق و م	قوم	N	STEM	STEM|POS:N|LEM:qawom|ROOT:qwm|M|INDEF|GEN								GEN
m-w-s045-a004-w009-01	w-s045-a004-w009	45:4:9:1	1	يُوقِنُ	يُوقِنُ	يُوقِنُ	ي ق ن	يقن	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:yuwqinu|ROOT:yqn|3MP	IMPF			IV	3	M	plural	
m-w-s045-a004-w009-02	w-s045-a004-w009	45:4:9:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s045-a005-w001-01	w-s045-a005-w001	45:5:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s045-a005-w001-02	w-s045-a005-w001	45:5:1:2	2	ٱخْتِلَٰفِ	ٱخْتِلَٰفِ	ٱخْتِلَٰف	خ ل ف	خلف	N	STEM	STEM|POS:N|VN|(VIII)|LEM:{xotila`f|ROOT:xlf|M|GEN				VIII				GEN
m-w-s045-a005-w002-01	w-s045-a005-w002	45:5:2:1	1	ٱلَّ					DET	PREFIX	PREFIX|Al+								
m-w-s045-a005-w002-02	w-s045-a005-w002	45:5:2:2	2	يْلِ	يْلِ	لَيْل	ل ي ل	ليل	N	STEM	STEM|POS:N|LEM:layol|ROOT:lyl|M|GEN								GEN
m-w-s045-a005-w003-01	w-s045-a005-w003	45:5:3:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s045-a005-w003-02	w-s045-a005-w003	45:5:3:2	2	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s045-a005-w003-03	w-s045-a005-w003	45:5:3:3	3	نَّهَارِ	نَّهَارِ	نَهَار	ن ه ر	نهر	N	STEM	STEM|POS:N|LEM:nahaAr|ROOT:nhr|M|GEN								GEN
m-w-s045-a005-w004-01	w-s045-a005-w004	45:5:4:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s045-a005-w004-02	w-s045-a005-w004	45:5:4:2	2	مَآ	مَآ	مَا			REL	STEM	STEM|POS:REL|LEM:maA								
m-w-s045-a005-w005-01	w-s045-a005-w005	45:5:5:1	1	أَنزَلَ	أَنزَلَ	أَنزَلَ	ن ز ل	نزل	V	STEM	STEM|POS:V|PERF|(IV)|LEM:>anzala|ROOT:nzl|3MS	PERF			IV	3	M	singular	
m-w-s045-a005-w006-01	w-s045-a005-w006	45:5:6:1	1	ٱللَّهُ	ٱللَّهُ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|NOM								NOM
m-w-s045-a005-w007-01	w-s045-a005-w007	45:5:7:1	1	مِنَ	مِنَ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s045-a005-w008-01	w-s045-a005-w008	45:5:8:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s045-a005-w008-02	w-s045-a005-w008	45:5:8:2	2	سَّمَآءِ	سَّمَآءِ	سَمَآء	س م و	سمو	N	STEM	STEM|POS:N|LEM:samaA^'|ROOT:smw|F|GEN								GEN
m-w-s045-a005-w009-01	w-s045-a005-w009	45:5:9:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s045-a005-w010-01	w-s045-a005-w010	45:5:10:1	1	رِّزْقٍ	رِّزْقٍ	رِزْق	ر ز ق	رزق	N	STEM	STEM|POS:N|LEM:rizoq|ROOT:rzq|M|INDEF|GEN								GEN
m-w-s045-a005-w011-01	w-s045-a005-w011	45:5:11:1	1	فَ					CONJ	PREFIX	PREFIX|f:CONJ+								
