morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s075-a000-w001-01	w-s075-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s075-a000-w001-02	w-s075-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s075-a000-w002-01	w-s075-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s075-a000-w003-01	w-s075-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s075-a000-w003-02	w-s075-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s075-a000-w004-01	w-s075-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s075-a000-w004-02	w-s075-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s075-a001-w001-01	w-s075-a001-w001	75:1:1:1	1	لَآ	لَآ	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
m-w-s075-a001-w002-01	w-s075-a001-w002	75:1:2:1	1	أُقْسِمُ	أُقْسِمُ	أَقْسَمُ	ق س م	قسم	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>aqosamu|ROOT:qsm|1S	IMPF			IV	1		singular	
m-w-s075-a001-w003-01	w-s075-a001-w003	75:1:3:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s075-a001-w003-02	w-s075-a001-w003	75:1:3:2	2	يَوْمِ	يَوْمِ	يَوْم	ي و م	يوم	N	STEM	STEM|POS:N|LEM:yawom|ROOT:ywm|M|GEN								GEN
m-w-s075-a001-w004-01	w-s075-a001-w004	75:1:4:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s075-a001-w004-02	w-s075-a001-w004	75:1:4:2	2	قِيَٰمَةِ	قِيَٰمَةِ	قِيَٰمَة	ق و م	قوم	N	STEM	STEM|POS:N|LEM:qiya`map|ROOT:qwm|F|GEN								GEN
m-w-s075-a002-w001-01	w-s075-a002-w001	75:2:1:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s075-a002-w001-02	w-s075-a002-w001	75:2:1:2	2	لَآ	لَآ	لَا			NEG	STEM	STEM|POS:NEG|LEM:laA								
m-w-s075-a002-w002-01	w-s075-a002-w002	75:2:2:1	1	أُقْسِمُ	أُقْسِمُ	أَقْسَمُ	ق س م	قسم	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>aqosamu|ROOT:qsm|1S	IMPF			IV	1		singular	
m-w-s075-a002-w003-01	w-s075-a002-w003	75:2:3:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s075-a002-w003-02	w-s075-a002-w003	75:2:3:2	2	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s075-a002-w003-03	w-s075-a002-w003	75:2:3:3	3	نَّفْسِ	نَّفْسِ	نَفْس	ن ف س	نفس	N	STEM	STEM|POS:N|LEM:nafos|ROOT:nfs|FS|GEN						F	singular	GEN
m-w-s075-a002-w004-01	w-s075-a002-w004	75:2:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s075-a002-w004-02	w-s075-a002-w004	75:2:4:2	2	لَّوَّامَةِ	لَّوَّامَةِ	لَّوَّامَة	ل و م	لوم	ADJ	STEM	STEM|POS:ADJ|LEM:l~aw~aAmap|ROOT:lwm|F|GEN								GEN
m-w-s075-a003-w001-01	w-s075-a003-w001	75:3:1:1	1	أَ					INTG	PREFIX	PREFIX|A:INTG+								
m-w-s075-a003-w001-02	w-s075-a003-w001	75:3:1:2	2	يَحْسَبُ	يَحْسَبُ	حَسِبَ	ح س ب	حسب	V	STEM	STEM|POS:V|IMPF|LEM:Hasiba|ROOT:Hsb|3MS	IMPF				3	M	singular	
m-w-s075-a003-w002-01	w-s075-a003-w002	75:3:2:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s075-a003-w002-02	w-s075-a003-w002	75:3:2:2	2	إِنسَٰنُ	إِنسَٰنُ	إِنسَٰن	ء ن س	ءنس	N	STEM	STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|NOM								NOM
m-w-s075-a003-w003-01	w-s075-a003-w003	75:3:3:1	1	أَ	أَ	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an								
m-w-s075-a003-w003-02	w-s075-a003-w003	75:3:3:2	2	لَّن	لَّن	لَن			NEG	STEM	STEM|POS:NEG|LEM:lan								
m-w-s075-a003-w004-01	w-s075-a003-w004	75:3:4:1	1	نَّجْمَعَ	نَّجْمَعَ	جَمَعَ	ج م ع	جمع	V	STEM	STEM|POS:V|IMPF|LEM:jamaEa|ROOT:jmE|1P|MOOD:SUBJ	IMPF	SUBJ			1		plural	
m-w-s075-a003-w005-01	w-s075-a003-w005	75:3:5:1	1	عِظَامَ	عِظَامَ	عَظِيم	ع ظ م	عظم	N	STEM	STEM|POS:N|LEM:EaZiym|ROOT:EZm|MP|ACC						M	plural	ACC
m-w-s075-a003-w005-02	w-s075-a003-w005	75:3:5:2	2	هُۥ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s075-a004-w001-01	w-s075-a004-w001	75:4:1:1	1	بَلَىٰ	بَلَىٰ	بَلَىٰ			ANS	STEM	STEM|POS:ANS|LEM:balaY`								
m-w-s075-a004-w002-01	w-s075-a004-w002	75:4:2:1	1	قَٰدِرِينَ	قَٰدِرِينَ	قَادِر	ق د ر	قدر	N	STEM	STEM|POS:N|ACT|PCPL|LEM:qaAdir|ROOT:qdr|MP|ACC			ACT			M	plural	ACC
m-w-s075-a004-w003-01	w-s075-a004-w003	75:4:3:1	1	عَلَىٰٓ	عَلَىٰٓ	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s075-a004-w004-01	w-s075-a004-w004	75:4:4:1	1	أَن	أَن	أَن			SUB	STEM	STEM|POS:SUB|LEM:>an								
m-w-s075-a004-w005-01	w-s075-a004-w005	75:4:5:1	1	نُّسَوِّىَ	نُّسَوِّىَ	سَوَّىٰ	س و ي	سوي	V	STEM	STEM|POS:V|IMPF|(II)|LEM:saw~aY`|ROOT:swy|1P|MOOD:SUBJ	IMPF	SUBJ		II	1		plural	
m-w-s075-a004-w006-01	w-s075-a004-w006	75:4:6:1	1	بَنَانَ	بَنَانَ	بَنَان	ب ن ن	بنن	N	STEM	STEM|POS:N|LEM:banaAn|ROOT:bnn|M|ACC								ACC
m-w-s075-a004-w006-02	w-s075-a004-w006	75:4:6:2	2	هُۥ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s075-a005-w001-01	w-s075-a005-w001	75:5:1:1	1	بَلْ	بَلْ	بَل			RET	STEM	STEM|POS:RET|LEM:bal								
m-w-s075-a005-w002-01	w-s075-a005-w002	75:5:2:1	1	يُرِيدُ	يُرِيدُ	أَرَادَ	ر و د	رود	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>araAda|ROOT:rwd|3MS	IMPF			IV	3	M	singular	
m-w-s075-a005-w003-01	w-s075-a005-w003	75:5:3:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s075-a005-w003-02	w-s075-a005-w003	75:5:3:2	2	إِنسَٰنُ	إِنسَٰنُ	إِنسَٰن	ء ن س	ءنس	N	STEM	STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|NOM								NOM
m-w-s075-a005-w004-01	w-s075-a005-w004	75:5:4:1	1	لِ					PRP	PREFIX	PREFIX|l:PRP+								
