candidate_id	family_id	representative_candidate_id	membership
C006	F001	C007	variant
C007	F001	C007	representative
C008	F001	C007	variant
C009	F001	C007	variant
C010	F001	C007	variant
C015	F001	C007	variant
C016	F001	C007	variant
C034	F001	C007	variant
C002	F002	C002	representative
C004	F002	C002	variant
C022	F002	C002	variant
C029	F002	C002	variant
C035	F002	C002	variant
C003	F003	C019	variant
C012	F003	C019	variant
C013	F003	C019	variant
C014	F003	C019	variant
C018	F003	C019	variant
C019	F003	C019	representative
C023	F003	C019	variant
C024	F003	C019	variant
C030	F003	C019	variant
C001	F004	C017	variant
C005	F004	C017	variant
C011	F004	C017	variant
C017	F004	C017	representative
C020	F004	C017	variant
C021	F004	C017	variant
C025	F004	C017	variant
C026	F004	C017	variant
C027	F004	C017	variant
C028	F004	C017	variant
C031	F004	C017	variant
C032	F004	C017	variant
C033	F004	C017	variant
C036	F004	C017	variant
