candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8483	hierarchy / ritual_belief/religion_worship / governance / religion	6	9	17	42	0.06361421	0.3387	0.9524	0.5714	1,2,4,5,6,7	ء ل ه د ي ن ر ب ب ص ر ط ض ل ل ع ب د ق و م م ل ك ه د ي	kw:hierarchy(54.3259); theme:ritual_belief/religion_worship(51.2277); kw:governance(45.0396); kw:religion(43.3422); kw:authority(41.9427); kw:submission(40.4815); kw:devotion(40.0012); kw:ownership(37.8305)	م ل ك:B002:المِلْك والتصرف → ع ب د:B001:الرق والملك
C002	0.8417	herd / cattle / subsistence / leader	7	9	13	18	0.06156082	0.2466	1.0	0.7222	1,2,3,4,5,6,7	ر ب ب ر ح م س م و ض ل ل ع و ن ق و م م ل ك ن ع م ه د ي	kw:herd(51.5089); kw:cattle(30.4895); kw:subsistence(28.7797); kw:leader(28.6095); kw:leadership(25.8369); kw:visibility(25.2924); kw:group(24.271); theme:body_health_life/reproduction_birth(24.0796)	ر ب ب:B014:رَبْرَب قطيع → ع و ن:B006:العانة قطيع الحمر
C003	0.8311	leader / leadership / body_health_life/reproduction_birth / disease	7	9	13	13	0.06705995	0.1831	1.0	0.9231	1,2,3,4,5,6,7	ر ب ب ر ح م ع ب د ع و ن غ ي ر ق و م م ل ك ن ع م ه د ي	kw:leader(28.6095); kw:leadership(25.8369); theme:body_health_life/reproduction_birth(24.0796); kw:disease(23.0229); kw:stopping(19.2746); kw:refugee(19.2746); kw:inability(18.4636); kw:dullard(18.4636)	م ل ك:B008:المتقدم القائد في الحيوان → ه د ي:B003:المتقدم الهادي وأوائل الشيء
C004	0.8208	hierarchy / ritual_belief/religion_worship / governance / submission	6	9	17	35	0.06637603	0.2823	0.9714	0.5429	1,2,4,5,6,7	ء ل ه د ي ن ر ب ب ع ب د ع ل م غ ي ر ق و م م ل ك ه د ي	kw:hierarchy(54.3259); theme:ritual_belief/religion_worship(46.9587); kw:governance(45.0396); kw:submission(40.4815); kw:devotion(40.0012); kw:ownership(37.8305); kw:worship(37.6199); kw:dominion(34.884)	م ل ك:B002:المِلْك والتصرف → ع ب د:B001:الرق والملك
C005	0.8207	livelihood / care / agriculture / pillar	7	11	17	33	0.05972852	0.2598	0.9394	0.5758	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م س م و ع ب د غ ي ر ق و م م ل ك ن ع م ه د ي ي و م	kw:livelihood(38.2751); kw:care(37.2198); kw:agriculture(32.8628); kw:pillar(31.7301); kw:custom(29.9889); kw:foundation(28.9576); kw:welfare(26.4674); kw:comfort(26.4674)	م ل ك:B005:مِلاك الأمر وعِماده → ق و م:B009:قوام وعماد ومعاش
C006	0.8179	material / hardness / gambling / cohesion	7	10	17	27	0.06335299	0.2143	0.9259	0.7407	1,2,3,4,5,6,7	د ي ن ر ب ب ر ح م س م و ع ب د ع ل م غ ض ب ق و م م ل ك ن ع م	kw:material(37.6513); kw:hardness(37.1238); kw:gambling(31.0619); kw:cohesion(30.4895); kw:city(30.2314); kw:stay(29.9889); kw:solidity(27.8525); kw:hide(27.4588)	س م و:B004:السماء وما علا فأظل → ر ب ب:B008:رباب السحاب
C007	0.8156	governance / care / dominion / hierarchy	7	10	17	32	0.0634723	0.256	0.9062	0.5312	1,2,3,4,5,6,7	ء ل ه د ي ن ر ب ب ر ح م ع ب د ع ل م غ ي ر ق و م م ل ك ن ع م	kw:governance(45.0396); kw:care(37.2198); kw:dominion(34.884); kw:hierarchy(32.5956); kw:property(32.081); kw:welfare(26.4674); kw:blessing(25.5944); kw:livelihood(25.5168)	م ل ك:B002:المِلْك والتصرف → ع ب د:B001:الرق والملك
C008	0.8124	hierarchy / authority / ritual_belief/religion_worship / governance	6	9	17	30	0.0666641	0.2439	0.9667	0.6667	1,2,4,5,6,7	ء ل ه ح م د د ي ن ع ب د غ ض ب ق و م م ل ك ن ع م ه د ي	kw:hierarchy(54.3259); kw:authority(52.4284); theme:ritual_belief/religion_worship(51.2277); kw:governance(45.0396); kw:submission(40.4815); kw:devotion(40.0012); kw:obedience(39.8493); kw:ownership(37.8305)	م ل ك:B002:المِلْك والتصرف → ع ب د:B001:الرق والملك
C009	0.8083	blessing / care / emotion_ethics/ethics_morality / kinship_society/hospitality_welfare	7	10	17	33	0.05773527	0.2619	0.8485	0.5455	1,2,3,4,5,6,7	ح م د د ي ن ر ب ب ر ح م ع ب د ع ل م غ ي ر ق و م ن ع م ه د ي	kw:blessing(38.3916); kw:care(37.2198); theme:emotion_ethics/ethics_morality(36.1985); theme:kinship_society/hospitality_welfare(33.2033); kw:gratitude(31.7301); kw:benefaction(29.1436); kw:praise(27.8525); kw:favor(27.2163)	ر ح م:B001:الرَّحْمَة والرقة → ن ع م:B001:حسن الحال والنعمة
C010	0.8079	blessing / honor / family / gambling	7	7	17	25	0.0641174	0.2101	0.96	0.76	1,2,3,4,5,6,7	ر ب ب ر ح م ع ب د غ ض ب م ل ك ن ع م ه د ي	kw:blessing(38.3916); kw:honor(34.4119); kw:family(34.2328); kw:gambling(31.0619); kw:cohesion(30.4895); kw:cattle(30.4895); kw:inflammation(29.9889); kw:material(28.2385)	ر ح م:B001:الرَّحْمَة والرقة → ن ع م:B001:حسن الحال والنعمة
