morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s076-a000-w001-01	w-s076-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s076-a000-w001-02	w-s076-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s076-a000-w002-01	w-s076-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s076-a000-w003-01	w-s076-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s076-a000-w003-02	w-s076-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s076-a000-w004-01	w-s076-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s076-a000-w004-02	w-s076-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s076-a001-w001-01	w-s076-a001-w001	76:1:1:1	1	هَلْ	هَلْ	هَل			INTG	STEM	STEM|POS:INTG|LEM:hal								
m-w-s076-a001-w002-01	w-s076-a001-w002	76:1:2:1	1	أَتَىٰ	أَتَىٰ	أَتَى	ء ت ي	ءتي	V	STEM	STEM|POS:V|PERF|LEM:>ataY|ROOT:Aty|3MS	PERF				3	M	singular	
m-w-s076-a001-w003-01	w-s076-a001-w003	76:1:3:1	1	عَلَى	عَلَى	عَلَىٰ			P	STEM	STEM|POS:P|LEM:EalaY`								
m-w-s076-a001-w004-01	w-s076-a001-w004	76:1:4:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s076-a001-w004-02	w-s076-a001-w004	76:1:4:2	2	إِنسَٰنِ	إِنسَٰنِ	إِنسَٰن	ء ن س	ءنس	N	STEM	STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|GEN								GEN
m-w-s076-a001-w005-01	w-s076-a001-w005	76:1:5:1	1	حِينٌ	حِينٌ	حِين	ح ي ن	حين	N	STEM	STEM|POS:N|LEM:Hiyn|ROOT:Hyn|M|INDEF|NOM								NOM
m-w-s076-a001-w006-01	w-s076-a001-w006	76:1:6:1	1	مِّنَ	مِّنَ	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s076-a001-w007-01	w-s076-a001-w007	76:1:7:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s076-a001-w007-02	w-s076-a001-w007	76:1:7:2	2	دَّهْرِ	دَّهْرِ	دَّهْر	د ه ر	دهر	N	STEM	STEM|POS:N|LEM:d~ahor|ROOT:dhr|M|GEN								GEN
m-w-s076-a001-w008-01	w-s076-a001-w008	76:1:8:1	1	لَمْ	لَمْ	لَم			NEG	STEM	STEM|POS:NEG|LEM:lam								
m-w-s076-a001-w009-01	w-s076-a001-w009	76:1:9:1	1	يَكُن	يَكُن	كَانَ	ك و ن	كون	V	STEM	STEM|POS:V|IMPF|LEM:kaAna|ROOT:kwn|SP:kaAn|3MS|MOOD:JUS	IMPF	JUS			3	M	singular	
m-w-s076-a001-w010-01	w-s076-a001-w010	76:1:10:1	1	شَيْـًٔا	شَيْـًٔا	شَىْء	ش ي ء	شيء	N	STEM	STEM|POS:N|LEM:$aYo'|ROOT:$yA|M|INDEF|ACC								ACC
m-w-s076-a001-w011-01	w-s076-a001-w011	76:1:11:1	1	مَّذْكُورًا	مَّذْكُورًا	مَّذْكُور	ذ ك ر	ذكر	ADJ	STEM	STEM|POS:ADJ|PASS|PCPL|LEM:m~a*okuwr|ROOT:*kr|M|INDEF|ACC			PASS					ACC
m-w-s076-a002-w001-01	w-s076-a002-w001	76:2:1:1	1	إِنَّ	إِنَّ	إِنّ			ACC	STEM	STEM|POS:ACC|LEM:<in~|SP:<in~								ACC
m-w-s076-a002-w001-02	w-s076-a002-w001	76:2:1:2	2	ا					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s076-a002-w002-01	w-s076-a002-w002	76:2:2:1	1	خَلَقْ	خَلَقْ	خَلَقَ	خ ل ق	خلق	V	STEM	STEM|POS:V|PERF|LEM:xalaqa|ROOT:xlq|1P	PERF				1		plural	
m-w-s076-a002-w002-02	w-s076-a002-w002	76:2:2:2	2	نَا					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s076-a002-w003-01	w-s076-a002-w003	76:2:3:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s076-a002-w003-02	w-s076-a002-w003	76:2:3:2	2	إِنسَٰنَ	إِنسَٰنَ	إِنسَٰن	ء ن س	ءنس	N	STEM	STEM|POS:N|LEM:<insa`n|ROOT:Ans|M|ACC								ACC
m-w-s076-a002-w004-01	w-s076-a002-w004	76:2:4:1	1	مِن	مِن	مِن			P	STEM	STEM|POS:P|LEM:min								
m-w-s076-a002-w005-01	w-s076-a002-w005	76:2:5:1	1	نُّطْفَةٍ	نُّطْفَةٍ	نُّطْفَة	ن ط ف	نطف	N	STEM	STEM|POS:N|LEM:n~uTofap|ROOT:nTf|FS|INDEF|GEN						F	singular	GEN
m-w-s076-a002-w006-01	w-s076-a002-w006	76:2:6:1	1	أَمْشَاجٍ	أَمْشَاجٍ	أَمْشَاج	م ش ج	مشج	ADJ	STEM	STEM|POS:ADJ|LEM:>amo$aAj|ROOT:m$j|FP|INDEF|GEN						F	plural	GEN
m-w-s076-a002-w007-01	w-s076-a002-w007	76:2:7:1	1	نَّبْتَلِي	نَّبْتَلِي	ٱبْتَلَىٰٓ	ب ل و	بلو	V	STEM	STEM|POS:V|IMPF|(VIII)|LEM:{botalaY`^|ROOT:blw|1P	IMPF			VIII	1		plural	
m-w-s076-a002-w007-02	w-s076-a002-w007	76:2:7:2	2	هِ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
m-w-s076-a002-w008-01	w-s076-a002-w008	76:2:8:1	1	فَ					CONJ	PREFIX	PREFIX|f:CONJ+								
m-w-s076-a002-w008-02	w-s076-a002-w008	76:2:8:2	2	جَعَلْ	جَعَلْ	جَعَلَ	ج ع ل	جعل	V	STEM	STEM|POS:V|PERF|LEM:jaEala|ROOT:jEl|1P	PERF				1		plural	
m-w-s076-a002-w008-03	w-s076-a002-w008	76:2:8:3	3	نَٰ					PRON	SUFFIX	SUFFIX|PRON:1P					1		plural	
m-w-s076-a002-w008-04	w-s076-a002-w008	76:2:8:4	4	هُ					PRON	SUFFIX	SUFFIX|PRON:3MS					3	M	singular	
