left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P1918	P4815	0.6384	0.54776	0.592533	0.900773	0.944444	0.777778	0.75	mutual_knn
P3469	P4592	0.636385	0.559213	0.578307	0.906654	0.916667	0.777778	0.75	mutual_knn
P2003	P5261	0.636083	0.552897	0.578789	0.897028	0.95	0.777778	0.75	mutual_knn
P2924	P4054	0.635861	0.562115	0.583959	0.885241	0.9	0.777778	0.75	mutual_knn
P5887	P5988	0.635837	0.538319	0.553125	1.0	1.0	0.714286	0.666667	mutual_knn
P0707	P3286	0.635431	0.540833	0.575942	0.904759	1.0	0.777778	0.75	mutual_knn
P0809	P4418	0.635378	0.545318	0.592755	0.884027	0.941176	0.777778	0.75	mutual_knn
P0580	P3523	0.635329	0.553714	0.577231	0.903766	0.9375	0.777778	0.75	mutual_knn
P2314	P3569	0.632395	0.5372	0.57947	0.878408	1.0	0.777778	0.75	mutual_knn
P3008	P3538	0.631984	0.54795	0.575947	0.904914	0.933333	0.777778	0.75	mutual_knn
P0341	P2063	0.631028	0.546019	0.57834	0.881642	0.947368	0.777778	0.75	mutual_knn
P7119	P7569	0.630637	0.522341	0.558811	1.0	1.0	0.714286	0.666667	mutual_knn
P0704	P2126	0.629517	0.570619	0.598642	0.709064	0.923077	0.777778	0.75	mutual_knn
P1635	P4395	0.629381	0.569369	0.597016	0.704592	0.9375	0.777778	0.75	mutual_knn
P2825	P4489	0.628082	0.568338	0.59035	0.719573	0.9375	0.777778	0.75	mutual_knn
P2145	P3855	0.628042	0.534818	0.577129	0.903785	0.95	0.777778	0.75	mutual_knn
P0491	P2398	0.627434	0.573713	0.601347	0.721247	0.866667	0.777778	0.75	mutual_knn
P1084	P1544	0.626514	0.572151	0.612998	0.711634	0.833333	0.777778	0.75	mutual_knn
P1745	P3637	0.62609	0.558718	0.588685	0.74877	0.9375	0.777778	0.75	mutual_knn
P1039	P3259	0.625335	0.561587	0.588463	0.729086	0.9375	0.777778	0.75	mutual_knn
P2037	P4549	0.624271	0.569894	0.579799	0.707715	0.941176	0.777778	0.75	mutual_knn
P14496	P9422	0.623381	0.533579	0.585609	0.783078	1.0	0.8	0.75	mutual_knn
P13361	P9626	0.621827	0.527153	0.574358	0.835831	1.0	0.8	0.75	mutual_knn
P2025	P3737	0.62178	0.539343	0.567936	0.886312	0.916667	0.777778	0.75	mutual_knn
P10767	P6924	0.621762	0.524614	0.576064	0.840634	1.0	0.8	0.75	mutual_knn
P10686	P12619	0.621693	0.530186	0.570521	0.834273	1.0	0.8	0.75	mutual_knn
P2464	P4401	0.621119	0.545049	0.577111	0.881442	0.857143	0.777778	0.75	mutual_knn
P1531	P3382	0.620516	0.542113	0.577928	0.900799	0.842105	0.777778	0.75	mutual_knn
P11548	P14826	0.620129	0.514234	0.581246	0.85288	1.0	0.8	0.75	mutual_knn
P10933	P15012	0.62012	0.536796	0.588607	0.816402	0.909091	0.8	0.75	mutual_knn
P1272	P4225	0.619731	0.554274	0.590387	0.736727	0.9	0.777778	0.75	mutual_knn
P2961	P4410	0.619512	0.565857	0.600547	0.704744	0.842105	0.777778	0.75	mutual_knn
P10023	P13482	0.619458	0.530929	0.592411	0.843073	0.888889	0.8	0.75	mutual_knn
P2487	P3630	0.619378	0.531138	0.561654	0.904532	0.933333	0.777778	0.75	mutual_knn
P0433	P1896	0.61928	0.537023	0.561276	0.883163	0.928571	0.777778	0.75	mutual_knn
P2140	P4168	0.619279	0.562394	0.601324	0.693742	0.863636	0.777778	0.75	mutual_knn
P1453	P2682	0.619242	0.567698	0.592183	0.723036	0.842105	0.777778	0.75	mutual_knn
P3164	P3801	0.619242	0.562597	0.579661	0.703351	0.928571	0.777778	0.75	mutual_knn
P0661	P4183	0.618596	0.548508	0.590929	0.720856	0.928571	0.777778	0.75	mutual_knn
P6270	P6975	0.618592	0.500467	0.552519	1.0	1.0	0.714286	0.666667	mutual_knn
P5877	P7556	0.618513	0.527833	0.592324	0.847851	0.888889	0.8	0.75	mutual_knn
P0265	P1826	0.618474	0.560495	0.601064	0.708789	0.85	0.777778	0.75	mutual_knn
P2733	P3966	0.618334	0.550494	0.578022	0.735666	0.947368	0.777778	0.75	mutual_knn
P7810	P8314	0.618308	0.5136	0.581057	0.838179	1.0	0.8	0.75	mutual_knn
P1587	P3846	0.618261	0.56074	0.583554	0.67566	0.941176	0.777778	0.75	mutual_knn
P1917	P3729	0.61804	0.569192	0.591826	0.705535	0.842105	0.777778	0.75	mutual_knn
P11994	P14722	0.617769	0.537001	0.606681	0.852088	0.785714	0.8	0.75	mutual_knn
P13242	P8735	0.617584	0.539044	0.590875	0.824931	0.857143	0.8	0.75	mutual_knn
P2493	P4609	0.617398	0.571802	0.588187	0.718684	0.823529	0.777778	0.75	mutual_knn
P2062	P4533	0.617341	0.534566	0.556255	0.897894	0.923077	0.777778	0.75	mutual_knn
P2460	P4856	0.617273	0.5681	0.5912	0.734577	0.8125	0.777778	0.75	mutual_knn
P1548	P3511	0.617131	0.569668	0.603082	0.727788	0.769231	0.777778	0.75	mutual_knn
P1877	P3332	0.616834	0.560115	0.577671	0.69264	0.933333	0.777778	0.75	mutual_knn
P2274	P3091	0.616084	0.547814	0.58865	0.712324	0.923077	0.777778	0.75	mutual_knn
P0356	P3128	0.615957	0.55211	0.587297	0.724796	0.894737	0.777778	0.75	mutual_knn
P2531	P4076	0.615783	0.550829	0.580327	0.710453	0.9375	0.777778	0.75	mutual_knn
P0228	P0287	0.615734	0.544817	0.580372	0.736867	0.9375	0.777778	0.75	mutual_knn
P2483	P4268	0.615445	0.561944	0.582141	0.754871	0.833333	0.777778	0.75	mutual_knn
P3520	P4524	0.615224	0.556672	0.582219	0.742788	0.866667	0.777778	0.75	mutual_knn
P3743	P5709	0.615219	0.556599	0.581732	0.744761	0.866667	0.777778	0.75	mutual_knn
P0659	P1301	0.615192	0.5525	0.597473	0.728362	0.846154	0.777778	0.75	mutual_knn
P11522	P9126	0.615024	0.505266	0.581454	0.841457	1.0	0.8	0.75	mutual_knn
P6914	P8014	0.615021	0.505458	0.582727	0.836102	1.0	0.8	0.75	mutual_knn
P2224	P4197	0.615004	0.550674	0.596323	0.738726	0.846154	0.777778	0.75	mutual_knn
P10283	P12066	0.61493	0.519325	0.604489	0.82163	0.875	0.8	0.75	mutual_knn
P14375	P8814	0.614651	0.543882	0.586169	0.84745	0.8	0.8	0.75	mutual_knn
P3469	P4038	0.614255	0.548553	0.601207	0.736499	0.833333	0.777778	0.75	mutual_knn
P2450	P4451	0.614196	0.560433	0.600712	0.717523	0.8	0.777778	0.75	mutual_knn
P2687	P3950	0.614181	0.553666	0.582157	0.730414	0.882353	0.777778	0.75	mutual_knn
P1810	P3712	0.614045	0.55288	0.591608	0.724723	0.857143	0.777778	0.75	mutual_knn
P0524	P2485	0.613999	0.542682	0.58696	0.706066	0.9375	0.777778	0.75	mutual_knn
P0168	P4033	0.613881	0.553021	0.579334	0.670167	0.952381	0.777778	0.75	mutual_knn
P1380	P3540	0.613558	0.541102	0.585058	0.719589	0.933333	0.777778	0.75	mutual_knn
P0356	P3031	0.613422	0.558705	0.585589	0.728381	0.842105	0.777778	0.75	mutual_knn
P1397	P3509	0.613226	0.554136	0.597752	0.728334	0.818182	0.777778	0.75	mutual_knn
P0647	P3835	0.612998	0.561978	0.584941	0.711685	0.842105	0.777778	0.75	mutual_knn
P2577	P4292	0.612897	0.547223	0.591462	0.729679	0.866667	0.777778	0.75	mutual_knn
P7515	P9435	0.612833	0.527572	0.590846	0.852963	0.833333	0.8	0.75	mutual_knn
P0071	P1628	0.612832	0.539403	0.58115	0.733649	0.933333	0.777778	0.75	mutual_knn
P1302	P4675	0.612753	0.561652	0.587936	0.696171	0.846154	0.777778	0.75	mutual_knn
P2664	P4081	0.612629	0.543416	0.580115	0.717186	0.933333	0.777778	0.75	mutual_knn
P1244	P2859	0.612389	0.556859	0.582659	0.689825	0.888889	0.777778	0.75	mutual_knn
P11106	P8753	0.612113	0.538144	0.569104	0.818727	0.888889	0.8	0.75	mutual_knn
P1779	P3365	0.612012	0.545059	0.575729	0.714805	0.9375	0.777778	0.75	mutual_knn
P1796	P3411	0.611994	0.554423	0.594783	0.719767	0.823529	0.777778	0.75	mutual_knn
P0828	P4856	0.61179	0.546972	0.566082	0.746673	0.928571	0.777778	0.75	mutual_knn
