left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C009	C010	0.542947	0.499365	0.423092	0.682791	0.980581	0.628687	0.692234	mutual_knn
C001	C003	0.35998	0.18881	0.273998	0.833757	1.0	0.430811	0.344161	mutual_knn
C005	C011	0.345381	0.189661	0.33065	0.516506	0.997054	0.506093	0.386198	mutual_knn
C003	C006	0.344636	0.210888	0.258378	0.616791	1.0	0.424914	0.374731	mutual_knn
C009	C012	0.34104	0.253525	0.242658	0.414799	1.0	0.397464	0.475911	mutual_knn
C010	C012	0.327152	0.239954	0.226787	0.410804	0.980581	0.383866	0.475911	mutual_knn
C004	C005	0.320359	0.202933	0.251845	0.436342	0.997054	0.434726	0.357776	mutual_knn
C002	C005	0.307481	0.184461	0.241545	0.427873	1.0	0.392773	0.323815	mutual_knn
C001	C007	0.304037	0.134118	0.206238	0.751062	1.0	0.352607	0.279047	mutual_knn
C002	C003	0.28291	0.111687	0.182927	0.721879	1.0	0.316122	0.216995	mutual_knn
C002	C011	0.268355	0.112231	0.197745	0.532104	0.997054	0.333086	0.255821	mutual_knn
C008	C012	0.268238	0.141084	0.209584	0.349334	0.998868	0.395393	0.355486	mutual_knn
C001	C002	0.267776	0.108043	0.149951	0.687691	1.0	0.266991	0.19561	mutual_knn
C002	C007	0.265355	0.077952	0.155311	0.797857	1.0	0.270765	0.170041	mutual_knn
C004	C007	0.247802	0.066587	0.163531	0.657439	0.997054	0.298455	0.132175	mutual_knn
C002	C004	0.241915	0.073978	0.131258	0.658438	0.997054	0.248231	0.152206	mutual_knn
C005	C007	0.236804	0.111098	0.158941	0.335722	1.0	0.278849	0.225191	mutual_knn
C001	C006	0.223845	0.036174	0.159376	0.579452	1.0	0.284942	0.081829	mutual_knn
C007	C011	0.223745	0.065271	0.140246	0.493303	0.997054	0.246401	0.130878	mutual_knn
C010	C011	0.221343	0.075707	0.130339	0.49519	0.948683	0.239653	0.142499	mutual_knn
C003	C007	0.214547	0.020564	0.084751	0.788401	1.0	0.160869	0.043627	mutual_knn
C003	C011	0.211672	0.065875	0.117299	0.438388	0.997054	0.216533	0.143609	mutual_knn
C007	C008	0.211048	0.034289	0.102765	0.630739	1.0	0.195761	0.07158	mutual_knn
C008	C009	0.203295	0.067074	0.124336	0.325701	0.998868	0.257375	0.14997	mutual_knn
