left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0862	P2639	0.660271	0.56689	0.614292	0.901684	1.0	0.777778	0.75	mutual_knn
P4782	P7170	0.659959	0.574192	0.614527	0.889885	0.975	0.777778	0.75	mutual_knn
P5517	P7051	0.652138	0.595709	0.616221	0.711692	0.972222	0.777778	0.75	mutual_knn
P11418	P20734	0.649965	0.560383	0.617722	0.815902	1.0	0.8	0.75	mutual_knn
P4243	P8005	0.649433	0.596274	0.608125	0.708301	0.974359	0.777778	0.75	mutual_knn
P2069	P6962	0.649093	0.565444	0.591715	0.898679	0.976744	0.777778	0.75	mutual_knn
P1008	P6140	0.648193	0.579927	0.621775	0.724614	0.971429	0.777778	0.75	mutual_knn
P0597	P2411	0.648018	0.589709	0.631403	0.724682	0.891892	0.777778	0.75	mutual_knn
P18517	P23300	0.645374	0.544282	0.631739	0.825642	0.967742	0.8	0.75	mutual_knn
P2547	P6337	0.645219	0.585999	0.618053	0.74725	0.904762	0.777778	0.75	mutual_knn
P13250	P21076	0.644975	0.563451	0.595932	0.828455	1.0	0.8	0.75	mutual_knn
P17363	P9381	0.644925	0.551622	0.614568	0.815968	1.0	0.8	0.75	mutual_knn
P1947	P4999	0.644583	0.582531	0.618389	0.726747	0.933333	0.777778	0.75	mutual_knn
P4470	P7298	0.64422	0.570355	0.629684	0.732313	0.939394	0.777778	0.75	mutual_knn
P1088	P5509	0.644115	0.558691	0.585556	0.901409	0.97619	0.777778	0.75	mutual_knn
P0616	P4697	0.644087	0.55696	0.590372	0.868245	1.0	0.777778	0.75	mutual_knn
P4230	P7851	0.643993	0.574745	0.628704	0.713714	0.939394	0.777778	0.75	mutual_knn
P2881	P6664	0.643605	0.583571	0.613999	0.707499	0.953488	0.777778	0.75	mutual_knn
P3187	P8101	0.643073	0.550624	0.585489	0.903707	1.0	0.777778	0.75	mutual_knn
P2115	P3746	0.642868	0.56053	0.622774	0.726583	1.0	0.777778	0.75	mutual_knn
P2046	P6592	0.642861	0.554598	0.588054	0.898545	0.97619	0.777778	0.75	mutual_knn
