left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C265	C286	0.71908	0.789381	0.575122	0.532287	0.986241	0.755109	0.943052	mutual_knn
C078	C081	0.703804	0.780269	0.563732	0.505747	0.939751	0.777074	1.0	mutual_knn
C027	C269	0.698854	0.731821	0.564031	0.656619	0.980723	0.783051	0.869867	mutual_knn
C157	C244	0.691365	0.744666	0.551559	0.561465	0.974172	0.724662	0.935086	mutual_knn
C039	C129	0.685352	0.721224	0.54625	0.613714	0.994937	0.780683	0.917575	mutual_knn
C004	C082	0.680627	0.737339	0.552589	0.491955	0.96985	0.72615	0.851851	mutual_knn
C217	C267	0.67523	0.708525	0.518348	0.660766	0.993859	0.684175	0.883139	mutual_knn
C036	C103	0.669641	0.752579	0.479749	0.506814	0.987456	0.700698	0.905171	mutual_knn
C376	C465	0.666333	0.730397	0.522709	0.507732	0.935484	0.699672	0.940962	mutual_knn
C006	C017	0.661971	0.715552	0.533465	0.452194	0.989358	0.721091	0.867797	mutual_knn
C068	C078	0.659367	0.719296	0.494948	0.512348	1.0	0.701106	0.906117	mutual_knn
C015	C077	0.657463	0.718965	0.480384	0.545257	0.993399	0.667524	0.922085	mutual_knn
C154	C371	0.652827	0.721961	0.482416	0.551346	0.919866	0.669681	0.859921	mutual_knn
C182	C281	0.647755	0.682452	0.510761	0.57174	0.961269	0.726639	0.894284	mutual_knn
C018	C100	0.645681	0.633608	0.559892	0.627116	0.981981	0.763873	0.827306	mutual_knn
C237	C356	0.642002	0.651059	0.539403	0.563456	0.983061	0.7641	1.0	mutual_knn
C068	C081	0.641261	0.641636	0.519408	0.706458	0.939751	0.695287	0.820514	mutual_knn
C156	C223	0.637387	0.655667	0.529304	0.541492	0.966136	0.692393	0.933613	mutual_knn
C001	C017	0.635713	0.744227	0.447763	0.337016	0.955691	0.704643	1.0	mutual_knn
C016	C154	0.635398	0.708902	0.430079	0.526156	0.993073	0.697216	0.855121	mutual_knn
C021	C396	0.63424	0.671174	0.483208	0.611616	0.925287	0.792109	0.820955	mutual_knn
C005	C027	0.634046	0.652034	0.515813	0.592269	0.940579	0.732974	0.841654	mutual_knn
C344	C524	0.633288	0.693819	0.460817	0.521621	0.959715	0.694038	0.866834	mutual_knn
C350	C412	0.627506	0.658737	0.522371	0.422092	0.992171	0.711452	0.797629	mutual_knn
C140	C162	0.625708	0.583638	0.549608	0.694796	0.995267	0.728624	0.799763	mutual_knn
C043	C217	0.625536	0.624307	0.512503	0.610602	0.985714	0.683585	0.831828	mutual_knn
C096	C248	0.622897	0.687834	0.48243	0.381148	0.961368	0.753603	0.819924	mutual_knn
C001	C006	0.622131	0.68874	0.473886	0.408032	0.947919	0.704643	1.0	mutual_knn
C114	C154	0.618902	0.63022	0.498843	0.571582	0.969808	0.676814	0.870609	mutual_knn
C153	C156	0.618323	0.612959	0.526302	0.558187	0.981336	0.692856	0.800959	mutual_knn
C308	C424	0.61491	0.68001	0.453627	0.401683	0.986488	0.63033	0.812048	mutual_knn
C214	C371	0.612277	0.655635	0.449673	0.5517	0.94388	0.622937	0.883006	mutual_knn
C028	C361	0.611539	0.632341	0.532939	0.451017	0.903855	0.768474	0.807293	mutual_knn
C003	C022	0.609549	0.634802	0.453995	0.579433	0.980061	0.683516	0.832277	mutual_knn
C094	C104	0.6088	0.728902	0.337356	0.44408	0.987346	0.563489	1.0	mutual_knn
C236	C380	0.608272	0.596301	0.544986	0.485999	0.98026	0.764527	0.764273	mutual_knn
C031	C181	0.607021	0.579386	0.542165	0.55692	0.98986	0.723182	0.749137	mutual_knn
C008	C014	0.606186	0.565161	0.522848	0.674366	0.993147	0.69274	0.729039	mutual_knn
C005	C269	0.604507	0.620203	0.452801	0.636617	0.94903	0.732974	0.841654	mutual_knn
C055	C115	0.603425	0.574185	0.513152	0.632444	0.991424	0.717711	0.769602	mutual_knn
C144	C469	0.600657	0.595539	0.535329	0.4467	0.976187	0.756913	0.770297	mutual_knn
C002	C030	0.599408	0.570549	0.54142	0.550694	0.966379	0.812401	0.855139	mutual_knn
C001	C227	0.599202	0.63307	0.421632	0.582062	0.979715	0.704643	1.0	mutual_knn
C151	C208	0.599188	0.617144	0.487868	0.473299	0.96926	0.694979	0.763617	mutual_knn
C043	C267	0.599158	0.569124	0.513714	0.626018	0.9788	0.686064	0.736527	mutual_knn
C225	C308	0.59868	0.567151	0.492374	0.68232	0.991601	0.710804	0.807029	mutual_knn
C186	C412	0.598356	0.606259	0.536513	0.380836	0.961889	0.729851	0.798005	mutual_knn
C030	C116	0.598265	0.580999	0.491087	0.611352	0.993042	0.67558	0.813326	mutual_knn
C353	C357	0.597154	0.569832	0.508974	0.63453	0.960933	0.728583	0.771664	mutual_knn
C223	C283	0.593728	0.685706	0.390023	0.3883	0.950379	0.563727	0.843375	mutual_knn
C001	C041	0.592233	0.669191	0.410708	0.458351	0.885895	0.704643	1.0	mutual_knn
C124	C156	0.589494	0.54381	0.530029	0.682971	0.902829	0.708763	0.732462	mutual_knn
C208	C561	0.589243	0.612916	0.449449	0.489356	0.990142	0.694979	0.763617	mutual_knn
C016	C371	0.588949	0.6686	0.39069	0.467574	0.90685	0.672731	0.84768	mutual_knn
C009	C146	0.588566	0.505421	0.526414	0.786092	0.99322	0.704741	0.772648	mutual_knn
C131	C292	0.587508	0.609349	0.452285	0.494802	0.976676	0.646635	0.773054	mutual_knn
C138	C358	0.587039	0.589614	0.50359	0.439119	0.972433	0.675022	0.812779	mutual_knn
C383	C500	0.586368	0.611503	0.458409	0.451025	0.979912	0.678476	0.764405	mutual_knn
C265	C284	0.585702	0.58355	0.491951	0.472675	0.990742	0.755109	0.943052	mutual_knn
C036	C244	0.583721	0.658096	0.412434	0.365364	0.944069	0.621104	0.815122	mutual_knn
C036	C157	0.583718	0.605123	0.471075	0.427979	0.970362	0.695032	0.803029	mutual_knn
C084	C224	0.583057	0.529558	0.557382	0.533623	0.977008	0.721231	0.780215	mutual_knn
C008	C022	0.582576	0.586409	0.46074	0.525429	0.986071	0.631122	0.791235	mutual_knn
C105	C286	0.582011	0.552935	0.476074	0.64619	0.981023	0.767681	0.825932	mutual_knn
C330	C415	0.579771	0.67163	0.340586	0.451711	0.966092	0.546034	0.874674	mutual_knn
C456	C459	0.578069	0.540554	0.494822	0.645822	0.947631	0.701975	0.733455	mutual_knn
C113	C380	0.57759	0.613269	0.522142	0.218444	0.924688	0.759088	0.819834	mutual_knn
C018	C169	0.577546	0.549719	0.482801	0.578463	1.0	0.688638	0.720851	mutual_knn
C197	C311	0.577304	0.607905	0.419928	0.500607	0.973124	0.634663	0.878225	mutual_knn
C002	C116	0.574765	0.57399	0.455836	0.544006	0.966188	0.745264	0.771648	mutual_knn
C151	C250	0.57451	0.599232	0.464809	0.391615	0.962895	0.674415	0.820284	mutual_knn
C105	C252	0.57409	0.561921	0.492804	0.507971	0.944911	0.767681	0.825932	mutual_knn
C372	C499	0.573756	0.528748	0.50546	0.589981	0.987457	0.676836	0.712103	mutual_knn
C061	C137	0.573708	0.547696	0.495939	0.544878	0.965909	0.722024	0.713609	mutual_knn
C044	C319	0.572999	0.514197	0.563808	0.479973	0.987608	0.727447	0.817126	mutual_knn
C020	C329	0.571916	0.572333	0.435151	0.559508	0.992536	0.629906	0.868657	mutual_knn
C010	C077	0.571687	0.589517	0.453294	0.427314	0.982093	0.656317	0.84945	mutual_knn
C026	C188	0.570653	0.578066	0.417708	0.569987	0.993085	0.672898	0.751621	mutual_knn
C003	C008	0.570507	0.565501	0.454326	0.523053	0.991529	0.683516	0.832277	mutual_knn
C018	C051	0.570356	0.568917	0.440439	0.552576	0.985082	0.629034	0.81704	mutual_knn
C312	C340	0.567746	0.503961	0.504918	0.65543	0.987474	0.763438	0.826618	mutual_knn
C113	C275	0.566174	0.604042	0.48313	0.230011	0.962126	0.670919	0.804791	mutual_knn
C016	C132	0.566039	0.672035	0.361307	0.255521	0.960769	0.581962	0.826744	mutual_knn
C089	C157	0.56516	0.499475	0.534505	0.580864	0.969844	0.699199	0.787674	mutual_knn
C577	C580	0.564561	0.530779	0.542779	0.474079	0.889297	0.70999	0.911619	mutual_knn
C044	C357	0.563635	0.485045	0.536454	0.61239	0.989376	0.704381	0.760394	mutual_knn
C020	C050	0.563265	0.50761	0.513712	0.560243	0.99322	0.691056	0.722787	mutual_knn
C077	C111	0.562693	0.514051	0.505896	0.580648	0.958333	0.743505	0.774441	mutual_knn
C053	C125	0.562244	0.56231	0.463917	0.436438	0.982703	0.63661	0.764944	mutual_knn
C090	C195	0.562168	0.628999	0.429506	0.222662	0.965508	0.631564	0.819537	mutual_knn
C098	C125	0.561163	0.564226	0.468757	0.410604	0.973619	0.638799	0.795601	mutual_knn
C004	C023	0.56043	0.478373	0.502845	0.710901	0.992994	0.730279	0.79666	mutual_knn
C011	C025	0.55776	0.490227	0.506396	0.616262	0.991008	0.759476	0.712459	mutual_knn
C151	C561	0.55744	0.612446	0.417207	0.311372	0.949178	0.620794	0.762886	mutual_knn
C060	C206	0.555406	0.555394	0.443926	0.525939	0.919368	0.639718	0.801412	mutual_knn
C325	C484	0.555316	0.639816	0.450476	0.259259	0.743392	0.700344	1.0	mutual_knn
C167	C424	0.554949	0.595387	0.426728	0.333838	0.958532	0.63033	0.812048	mutual_knn
C459	C510	0.554539	0.528639	0.449066	0.578535	0.976467	0.621873	0.71437	mutual_knn
C057	C120	0.553477	0.54928	0.440662	0.477127	0.989254	0.619119	0.711895	mutual_knn
C186	C350	0.552506	0.548318	0.487498	0.376963	0.944014	0.660588	0.752092	mutual_knn
C225	C424	0.552268	0.569625	0.407445	0.467892	0.984327	0.63033	0.812048	mutual_knn
C384	C514	0.551775	0.54825	0.459994	0.447173	0.949342	0.659032	0.736095	mutual_knn
C461	C484	0.551693	0.581722	0.449838	0.431638	0.82717	0.633579	0.832305	mutual_knn
C019	C356	0.551428	0.553546	0.451978	0.398956	0.991661	0.651187	0.785529	mutual_knn
C167	C308	0.55115	0.592685	0.421065	0.337833	0.947046	0.618053	0.807029	mutual_knn
C284	C286	0.5511	0.537724	0.471063	0.425773	0.983415	0.706989	0.828893	mutual_knn
C016	C122	0.550502	0.586001	0.413296	0.358357	0.976773	0.672731	0.84768	mutual_knn
C009	C054	0.54999	0.564176	0.441084	0.38641	0.969358	0.627274	0.821392	mutual_knn
C087	C096	0.549856	0.524524	0.485102	0.426245	0.994387	0.740112	0.818317	mutual_knn
C019	C237	0.549482	0.540471	0.499108	0.324925	0.970222	0.762162	1.0	mutual_knn
C076	C182	0.548927	0.531914	0.459036	0.491827	0.960769	0.686103	0.801845	mutual_knn
C210	C514	0.548568	0.507674	0.476534	0.527202	0.9905	0.653169	0.772194	mutual_knn
C167	C293	0.547868	0.539324	0.439928	0.485085	0.977194	0.681208	0.72169	mutual_knn
C194	C235	0.546559	0.504204	0.458996	0.628283	0.939305	0.631614	0.735766	mutual_knn
C065	C174	0.546518	0.567036	0.425693	0.363593	0.989326	0.600392	0.77257	mutual_knn
C456	C510	0.545501	0.509877	0.420833	0.656103	0.987019	0.63032	0.683185	mutual_knn
C252	C286	0.544709	0.521667	0.473583	0.48523	0.932773	0.656037	0.691973	mutual_knn
C107	C216	0.5439	0.468043	0.45697	0.727871	1.0	0.635202	0.64174	mutual_knn
C217	C385	0.543333	0.552283	0.391391	0.525145	0.972598	0.573216	0.797193	mutual_knn
C124	C283	0.543114	0.559813	0.402513	0.459788	0.964754	0.58463	0.843375	mutual_knn
C089	C341	0.542392	0.486874	0.470058	0.598628	0.980748	0.645111	0.665093	mutual_knn
C141	C340	0.542305	0.516046	0.476662	0.43287	0.979958	0.698356	0.911915	mutual_knn
C325	C495	0.542	0.562608	0.479162	0.287552	0.881917	0.695086	0.757297	mutual_knn
C028	C481	0.541976	0.530901	0.416407	0.526496	0.989541	0.622943	0.844465	mutual_knn
C041	C227	0.540935	0.578863	0.405662	0.462271	0.83578	0.586507	0.754185	mutual_knn
C456	C571	0.540374	0.517213	0.467895	0.436692	0.977299	0.650983	0.711433	mutual_knn
C262	C385	0.539497	0.579627	0.35306	0.507562	0.930098	0.543034	0.758608	mutual_knn
C486	C565	0.538626	0.600513	0.358994	0.321977	0.984732	0.541556	0.831951	mutual_knn
C016	C214	0.537492	0.556151	0.388097	0.442423	0.987457	0.672731	0.84768	mutual_knn
C027	C074	0.537339	0.500558	0.449996	0.534514	0.986094	0.637843	0.710464	mutual_knn
C002	C094	0.536958	0.514912	0.406264	0.621559	0.954669	0.592841	1.0	mutual_knn
C069	C117	0.5361	0.533658	0.427972	0.432044	0.976748	0.658764	0.82403	mutual_knn
C399	C538	0.535879	0.528724	0.409318	0.505568	0.98165	0.650665	1.0	mutual_knn
C007	C098	0.535121	0.457701	0.471496	0.698748	0.949473	0.648116	0.681713	mutual_knn
C044	C230	0.534844	0.460686	0.476703	0.640463	0.974439	0.65389	0.736904	mutual_knn
C028	C365	0.534076	0.480714	0.465645	0.560724	0.979525	0.705633	0.67179	mutual_knn
C203	C480	0.534011	0.519657	0.405092	0.54865	0.977894	0.642469	0.752014	mutual_knn
C089	C103	0.533879	0.52218	0.418343	0.48045	0.992413	0.594419	0.716953	mutual_knn
C080	C123	0.532963	0.479307	0.475049	0.528148	0.979796	0.699519	0.791853	mutual_knn
C044	C353	0.532823	0.447716	0.516133	0.585415	0.955835	0.728583	0.771664	mutual_knn
C164	C265	0.532636	0.548925	0.384453	0.494246	0.934129	0.601267	0.821139	mutual_knn
C238	C526	0.532547	0.492848	0.444908	0.538235	0.988272	0.656044	0.720494	mutual_knn
C448	C514	0.532396	0.466824	0.484123	0.551802	0.985666	0.659032	0.682378	mutual_knn
C020	C120	0.532158	0.502148	0.445326	0.485325	0.989533	0.626816	0.692231	mutual_knn
C376	C436	0.531776	0.519708	0.464774	0.42731	0.897588	0.653628	0.75294	mutual_knn
