candidate_id	family_id	representative_candidate_id	membership
C065	F001	C065	representative
C067	F001	C065	variant
C174	F001	C065	variant
C055	F002	C055	representative
C115	F002	C055	variant
C126	F002	C055	variant
C010	F003	C077	variant
C015	F003	C077	variant
C062	F003	C077	variant
C077	F003	C077	representative
C111	F003	C077	variant
C257	F003	C077	variant
C167	F004	C167	representative
C225	F004	C167	variant
C293	F004	C167	variant
C308	F004	C167	variant
C322	F004	C167	variant
C424	F004	C167	variant
C105	F005	C286	variant
C119	F005	C286	variant
C164	F005	C286	variant
C215	F005	C286	variant
C252	F005	C286	variant
C265	F005	C286	member
C284	F005	C286	variant
C286	F005	C286	representative
C066	F006	C066	representative
C147	F006	C066	variant
C290	F006	C066	variant
C418	F006	C066	variant
C474	F006	C066	variant
C016	F007	C016	representative
C114	F007	C016	variant
C122	F007	C016	variant
C132	F007	C016	variant
C154	F007	C016	variant
C171	F007	C016	variant
C214	F007	C016	variant
C371	F007	C016	variant
C440	F007	C016	variant
C004	F008	C004	representative
C023	F008	C004	variant
C079	F008	C004	variant
C082	F008	C004	variant
C177	F008	C004	variant
C447	F008	C004	variant
C044	F009	C230	variant
C192	F009	C230	variant
C230	F009	C230	representative
C319	F009	C230	variant
C332	F009	C230	variant
C353	F009	C230	variant
C357	F009	C230	variant
C379	F009	C230	variant
C532	F009	C230	variant
C028	F010	C028	representative
C196	F010	C028	variant
C263	F010	C028	variant
C361	F010	C028	variant
C365	F010	C028	variant
C431	F010	C028	variant
C481	F010	C028	variant
C090	F011	C195	variant
C195	F011	C195	representative
C400	F011	C195	variant
C528	F011	C195	variant
C135	F012	C158	variant
C158	F012	C158	representative
C324	F012	C158	variant
C475	F012	C158	variant
C085	F013	C151	variant
C151	F013	C151	representative
C180	F013	C151	variant
C208	F013	C151	variant
C226	F013	C151	variant
C250	F013	C151	variant
C309	F013	C151	variant
C441	F013	C151	variant
C453	F013	C151	variant
C561	F013	C151	variant
C176	F014	C176	representative
C179	F014	C176	variant
C338	F014	C176	variant
C401	F014	C176	variant
C430	F014	C176	variant
C463	F014	C176	variant
C477	F014	C176	variant
C021	F015	C021	representative
C141	F015	C021	variant
C233	F015	C021	variant
C312	F015	C021	variant
C340	F015	C021	variant
C381	F015	C021	variant
C396	F015	C021	variant
C433	F015	C021	variant
C025	F016	C061	variant
C034	F016	C061	variant
C037	F016	C061	variant
C047	F016	C061	variant
C061	F016	C061	representative
C086	F016	C061	variant
C127	F016	C061	variant
C137	F016	C061	variant
C232	F016	C061	variant
C393	F016	C061	variant
C080	F017	C123	variant
C123	F017	C123	representative
C128	F017	C123	variant
C386	F017	C123	variant
C186	F018	C350	variant
C313	F018	C350	variant
C326	F018	C350	variant
C350	F018	C350	representative
C412	F018	C350	variant
C442	F018	C350	variant
C486	F018	C350	variant
C565	F018	C350	variant
C272	F019	C272	representative
C427	F019	C272	variant
C007	F020	C125	variant
C053	F020	C125	variant
C073	F020	C125	variant
C098	F020	C125	variant
C125	F020	C125	representative
C130	F020	C125	member
C321	F020	C125	variant
C328	F020	C125	variant
C333	F020	C125	variant
C271	F021	C383	variant
C287	F021	C383	variant
C383	F021	C383	representative
C500	F021	C383	variant
C001	F022	C001	representative
C006	F022	C001	variant
C017	F022	C001	variant
C041	F022	C001	variant
C190	F022	C001	variant
C227	F022	C001	variant
C296	F022	C001	variant
C390	F022	C001	variant
C411	F022	C001	variant
C199	F023	C360	variant
C268	F023	C360	variant
C360	F023	C360	representative
C570	F023	C360	variant
C024	F024	C024	representative
C280	F024	C024	variant
C316	F024	C024	variant
C375	F024	C024	variant
C582	F024	C024	variant
C019	F025	C019	representative
C056	F025	C019	variant
C183	F025	C019	variant
C237	F025	C019	member
C323	F025	C019	variant
C356	F025	C019	variant
C549	F025	C019	variant
C070	F026	C185	variant
C185	F026	C185	representative
C249	F026	C185	variant
C304	F026	C185	variant
C455	F026	C185	variant
C042	F027	C042	representative
C069	F027	C042	variant
C117	F027	C042	variant
C202	F027	C042	variant
C339	F027	C042	variant
C345	F027	C042	variant
C351	F027	C042	variant
C416	F028	C416	representative
C522	F028	C416	variant
C533	F028	C416	variant
C005	F029	C027	variant
C027	F029	C027	representative
C074	F029	C027	variant
C112	F029	C027	variant
C166	F029	C027	variant
C242	F029	C027	variant
C247	F029	C027	variant
C269	F029	C027	variant
C318	F029	C027	variant
C347	F029	C027	variant
C349	F029	C027	variant
C136	F030	C136	representative
C297	F030	C136	variant
C337	F030	C136	variant
C394	F030	C136	variant
C413	F030	C136	variant
C537	F030	C136	variant
C102	F031	C278	variant
C278	F031	C278	representative
C362	F031	C278	variant
C113	F032	C380	variant
C220	F032	C380	variant
C236	F032	C380	variant
C275	F032	C380	variant
C327	F032	C380	variant
C331	F032	C380	variant
C380	F032	C380	representative
C404	F032	C380	variant
C029	F033	C039	variant
C039	F033	C039	representative
C121	F033	C039	variant
C129	F033	C039	member
C306	F033	C039	variant
C437	F033	C039	variant
C438	F033	C039	variant
C229	F034	C229	representative
C392	F034	C229	variant
C534	F034	C229	variant
C087	F035	C096	variant
C096	F035	C096	representative
C248	F035	C096	variant
C277	F035	C096	variant
C460	F035	C096	variant
C574	F035	C096	variant
C343	F036	C499	variant
C368	F036	C499	variant
C372	F036	C499	variant
C432	F036	C499	variant
C499	F036	C499	representative
C515	F036	C499	variant
C518	F036	C499	variant
C555	F036	C499	variant
C572	F036	C499	variant
C026	F037	C043	variant
C032	F037	C043	variant
C043	F037	C043	representative
C049	F037	C043	variant
C072	F037	C043	variant
C091	F037	C043	variant
C188	F037	C043	variant
C217	F037	C043	variant
C262	F037	C043	variant
C267	F037	C043	variant
C385	F037	C043	variant
C575	F037	C043	variant
C187	F038	C246	variant
C201	F038	C246	variant
C246	F038	C246	representative
C261	F038	C246	variant
C428	F038	C246	variant
C483	F038	C246	variant
C548	F038	C246	variant
C018	F039	C018	representative
C031	F039	C018	variant
C051	F039	C018	variant
C100	F039	C018	variant
C163	F039	C018	variant
C169	F039	C018	variant
C181	F039	C018	variant
C204	F039	C018	variant
C258	F039	C018	variant
C406	F039	C018	variant
C422	F039	C018	variant
C467	F039	C018	variant
C527	F039	C018	variant
C576	F039	C018	variant
C149	F040	C465	variant
C240	F040	C465	variant
C376	F040	C465	variant
C436	F040	C465	variant
C458	F040	C465	variant
C465	F040	C465	representative
C470	F040	C465	variant
C491	F040	C465	variant
C520	F040	C465	variant
C076	F041	C281	variant
C083	F041	C281	variant
C099	F041	C281	variant
C150	F041	C281	variant
C178	F041	C281	variant
C182	F041	C281	variant
C281	F041	C281	representative
C300	F041	C281	variant
C382	F041	C281	variant
C581	F041	C281	variant
