candidate_id	family_id	representative_candidate_id	membership
C133	F001	C293	variant
C293	F001	C293	representative
C297	F001	C293	variant
C775	F001	C293	variant
C075	F002	C075	representative
C106	F002	C075	variant
C132	F002	C075	variant
C134	F002	C075	member
C382	F002	C075	variant
C1070	F003	C576	variant
C1412	F003	C576	variant
C576	F003	C576	representative
C788	F003	C576	variant
C839	F003	C576	variant
C401	F004	C811	variant
C596	F004	C811	variant
C723	F004	C811	variant
C727	F004	C811	variant
C810	F004	C811	variant
C811	F004	C811	representative
C900	F004	C811	variant
C140	F005	C192	variant
C188	F005	C192	variant
C192	F005	C192	representative
C212	F005	C192	variant
C674	F005	C192	variant
C884	F005	C192	variant
C114	F006	C717	variant
C1302	F006	C717	variant
C242	F006	C717	variant
C438	F006	C717	variant
C717	F006	C717	representative
C054	F007	C334	variant
C296	F007	C334	variant
C334	F007	C334	representative
C503	F007	C334	variant
C755	F007	C334	variant
C798	F007	C334	variant
C035	F008	C243	variant
C1137	F008	C243	variant
C243	F008	C243	representative
C257	F008	C243	variant
C281	F008	C243	member
C325	F008	C243	variant
C742	F008	C243	variant
C045	F009	C045	representative
C1119	F009	C045	variant
C1129	F009	C045	variant
C318	F009	C045	variant
C324	F009	C045	variant
C390	F009	C045	variant
C688	F009	C045	variant
C256	F010	C277	variant
C266	F010	C277	variant
C277	F010	C277	representative
C769	F010	C277	variant
C1024	F011	C222	variant
C1135	F011	C222	variant
C1225	F011	C222	variant
C217	F011	C222	variant
C220	F011	C222	variant
C222	F011	C222	representative
C480	F011	C222	variant
C515	F011	C222	variant
C744	F011	C222	variant
C754	F011	C222	variant
C360	F012	C559	member
C394	F012	C559	variant
C454	F012	C559	variant
C489	F012	C559	variant
C559	F012	C559	representative
C032	F013	C032	representative
C1115	F013	C032	variant
C160	F013	C032	variant
C278	F013	C032	variant
C502	F013	C032	variant
C977	F013	C032	variant
C1217	F014	C1217	representative
C1349	F014	C1217	variant
C1539	F014	C1217	variant
C1579	F014	C1217	variant
C1580	F014	C1217	variant
C1584	F014	C1217	variant
C505	F014	C1217	variant
C030	F015	C030	representative
C460	F015	C030	variant
C026	F016	C026	representative
C237	F016	C026	variant
C300	F016	C026	variant
C529	F016	C026	variant
C920	F016	C026	variant
C1398	F017	C511	variant
C511	F017	C511	representative
C648	F017	C511	variant
C530	F018	C578	variant
C551	F018	C578	variant
C578	F018	C578	representative
C579	F018	C578	variant
C699	F018	C578	variant
C086	F019	C177	member
C1047	F019	C177	variant
C173	F019	C177	variant
C177	F019	C177	representative
C267	F019	C177	variant
C536	F019	C177	variant
C620	F019	C177	variant
C894	F019	C177	variant
C925	F019	C177	variant
C1006	F020	C823	variant
C1171	F020	C823	variant
C165	F020	C823	variant
C389	F020	C823	variant
C527	F020	C823	variant
C813	F020	C823	variant
C823	F020	C823	representative
C104	F021	C104	representative
C785	F021	C104	variant
C001	F022	C001	representative
C084	F022	C001	variant
C1262	F022	C001	variant
C270	F022	C001	variant
C298	F022	C001	variant
C320	F022	C001	variant
C346	F022	C001	variant
C694	F022	C001	variant
C011	F023	C011	representative
C028	F023	C011	variant
C049	F023	C011	variant
C060	F023	C011	variant
C103	F023	C011	variant
C125	F023	C011	variant
C198	F023	C011	variant
C199	F023	C011	variant
C500	F023	C011	variant
C658	F023	C011	variant
C007	F024	C119	variant
C119	F024	C119	representative
C166	F024	C119	variant
C210	F024	C119	variant
C338	F024	C119	variant
C400	F024	C119	variant
C485	F024	C119	variant
C542	F024	C119	variant
C1111	F025	C1339	variant
C1339	F025	C1339	representative
C1600	F025	C1339	variant
C014	F026	C014	representative
C141	F026	C014	variant
C392	F026	C014	variant
C751	F026	C014	variant
C911	F026	C014	variant
C960	F026	C014	variant
C1224	F027	C487	variant
C271	F027	C487	variant
C388	F027	C487	variant
C487	F027	C487	representative
C306	F028	C469	variant
C469	F028	C469	representative
C544	F028	C469	variant
C801	F028	C469	variant
C812	F028	C469	variant
C046	F029	C046	representative
C081	F029	C046	variant
C083	F029	C046	variant
C408	F029	C046	variant
C497	F029	C046	variant
C837	F029	C046	variant
C855	F029	C046	variant
C395	F030	C395	representative
C563	F030	C395	variant
C1113	F031	C358	variant
C223	F031	C358	variant
C283	F031	C358	variant
C358	F031	C358	representative
C577	F031	C358	variant
C780	F031	C358	variant
C1427	F032	C1463	variant
C1463	F032	C1463	representative
C929	F032	C1463	variant
C1206	F033	C236	variant
C1506	F033	C236	variant
C236	F033	C236	representative
C523	F033	C236	variant
C664	F033	C236	variant
C733	F033	C236	variant
C796	F033	C236	variant
C882	F033	C236	variant
C966	F033	C236	variant
C1086	F034	C1156	variant
C1147	F034	C1156	variant
C1156	F034	C1156	representative
C1393	F034	C1156	variant
C1452	F034	C1156	variant
C728	F034	C1156	member
C1237	F035	C474	member
C1431	F035	C474	variant
C403	F035	C474	variant
C474	F035	C474	representative
C582	F035	C474	variant
C919	F035	C474	variant
C985	F035	C474	variant
C1199	F036	C608	variant
C571	F036	C608	variant
C586	F036	C608	variant
C608	F036	C608	representative
C1437	F037	C893	variant
C893	F037	C893	representative
C1058	F038	C539	variant
C1162	F038	C539	variant
C1234	F038	C539	variant
C539	F038	C539	representative
C656	F038	C539	variant
C831	F038	C539	variant
C1000	F039	C1176	variant
C1176	F039	C1176	representative
C1251	F039	C1176	variant
C613	F039	C1176	variant
C657	F039	C1176	variant
C1038	F040	C1374	variant
C1133	F040	C1374	variant
C1374	F040	C1374	representative
C088	F041	C196	variant
C100	F041	C196	variant
C196	F041	C196	representative
C235	F041	C196	variant
C458	F041	C196	variant
C462	F041	C196	variant
C501	F041	C196	variant
C534	F041	C196	variant
C595	F041	C196	variant
C636	F041	C196	variant
C909	F041	C196	variant
C071	F042	C071	representative
C139	F042	C071	member
C1323	F043	C396	variant
C1472	F043	C396	variant
C396	F043	C396	representative
C533	F043	C396	variant
C546	F043	C396	variant
C652	F043	C396	variant
C655	F043	C396	variant
C1514	F044	C1514	representative
C1559	F044	C1514	variant
C1588	F044	C1514	variant
C592	F044	C1514	variant
C644	F044	C1514	variant
C738	F044	C1514	variant
C034	F045	C034	representative
C1236	F045	C034	variant
C255	F045	C034	variant
C292	F045	C034	variant
C386	F045	C034	variant
C465	F045	C034	member
C562	F045	C034	variant
C617	F045	C034	variant
C1301	F046	C828	variant
C1314	F046	C828	variant
C535	F046	C828	variant
C787	F046	C828	variant
C828	F046	C828	representative
C1158	F047	C1525	variant
C1208	F047	C1525	variant
C1525	F047	C1525	representative
C892	F047	C1525	variant
C978	F047	C1525	variant
C087	F048	C087	representative
C1054	F048	C087	variant
C211	F048	C087	variant
C232	F048	C087	variant
C326	F048	C087	variant
C353	F048	C087	member
C039	F049	C259	variant
C259	F049	C259	representative
C313	F049	C259	member
C605	F049	C259	variant
C1004	F050	C439	variant
C258	F050	C439	variant
C279	F050	C439	variant
C439	F050	C439	representative
C509	F050	C439	variant
C794	F050	C439	variant
C043	F051	C043	representative
C108	F051	C043	variant
C1082	F051	C043	variant
C1191	F051	C043	variant
C1233	F051	C043	variant
C1278	F051	C043	variant
C263	F051	C043	variant
C286	F051	C043	variant
C295	F051	C043	variant
C307	F051	C043	variant
C669	F051	C043	variant
C1016	F052	C933	variant
C1079	F052	C933	variant
C1085	F052	C933	variant
C1106	F052	C933	variant
C1356	F052	C933	variant
C1382	F052	C933	variant
C425	F052	C933	variant
C732	F052	C933	variant
C916	F052	C933	variant
C933	F052	C933	representative
C136	F053	C409	variant
C226	F053	C409	variant
C342	F053	C409	variant
C376	F053	C409	variant
C409	F053	C409	representative
C420	F053	C409	variant
C033	F054	C249	variant
C120	F054	C249	variant
C1293	F054	C249	variant
C174	F054	C249	variant
C249	F054	C249	representative
C711	F054	C249	variant
C860	F054	C249	variant
C898	F054	C249	variant
C906	F054	C249	variant
C970	F054	C249	variant
C1104	F055	C748	variant
C1516	F055	C748	variant
C305	F055	C748	variant
C363	F055	C748	variant
C434	F055	C748	variant
C455	F055	C748	member
C615	F055	C748	variant
C624	F055	C748	variant
C650	F055	C748	variant
C748	F055	C748	representative
C938	F055	C748	variant
C025	F056	C025	representative
C066	F056	C025	variant
C118	F056	C025	variant
C128	F056	C025	variant
C143	F056	C025	variant
