left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C103	C291	0.768296	0.869513	0.570225	0.653703	0.971014	0.812353	1.0	mutual_knn
C046	C204	0.744453	0.906065	0.49419	0.483773	0.947863	0.668834	1.0	mutual_knn
C067	C204	0.729202	0.841693	0.508299	0.594727	0.963925	0.694941	1.0	mutual_knn
C013	C023	0.717243	0.749007	0.569965	0.747144	0.970362	0.80262	1.0	mutual_knn
C093	C393	0.71286	0.761967	0.557115	0.670835	0.976589	0.757631	0.932564	mutual_knn
C151	C505	0.711243	0.79983	0.561689	0.507691	0.920522	0.839361	0.952633	mutual_knn
C047	C103	0.705937	0.777125	0.49403	0.706145	0.985507	0.712971	1.0	mutual_knn
C030	C558	0.694207	0.806332	0.489529	0.486945	0.954875	0.797268	0.930999	mutual_knn
C069	C168	0.690821	0.797947	0.45664	0.560929	0.987626	0.629017	1.0	mutual_knn
C263	C491	0.686956	0.770332	0.511555	0.524425	0.958814	0.783164	0.908412	mutual_knn
C700	C730	0.685744	0.809681	0.408642	0.618048	0.965059	0.612787	0.900823	mutual_knn
C046	C067	0.682722	0.774141	0.517034	0.468373	0.937043	0.694941	0.906065	mutual_knn
C065	C500	0.682329	0.705728	0.554385	0.659192	0.972306	0.741084	0.915074	mutual_knn
C006	C059	0.681352	0.689469	0.563503	0.691171	0.984496	0.736775	0.825904	mutual_knn
C003	C095	0.677096	0.753538	0.571877	0.414502	0.873131	0.843688	0.912543	mutual_knn
C162	C660	0.675645	0.69241	0.576037	0.64538	0.920911	0.789332	0.82597	mutual_knn
C393	C415	0.674751	0.732753	0.49886	0.629245	0.957926	0.677939	0.932564	mutual_knn
C003	C005	0.674049	0.727862	0.565298	0.496489	0.9088	0.757224	0.857884	mutual_knn
C353	C360	0.668819	0.761558	0.48373	0.48141	0.947804	0.691911	0.904521	mutual_knn
C042	C069	0.667491	0.695194	0.538944	0.602028	0.980078	0.706235	0.889347	mutual_knn
C115	C490	0.662668	0.706289	0.54268	0.58502	0.88218	0.752617	0.841576	mutual_knn
C056	C120	0.661476	0.671212	0.540961	0.696266	0.939552	0.70286	0.805693	mutual_knn
