left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0821	P2566	0.6525	0.613433	0.621961	0.587691	1.0	0.777778	0.75	mutual_knn
P2347	P4521	0.651075	0.617586	0.619485	0.563415	1.0	0.777778	0.75	mutual_knn
P4915	P6201	0.649049	0.602521	0.615846	0.62368	1.0	0.777778	0.75	mutual_knn
P1267	P1582	0.648586	0.584175	0.618658	0.69177	1.0	0.777778	0.75	mutual_knn
P1199	P4667	0.646178	0.558047	0.586167	0.898981	1.0	0.777778	0.75	mutual_knn
P3451	P5272	0.645718	0.604287	0.616448	0.580324	1.0	0.777778	0.75	mutual_knn
P0908	P1761	0.644438	0.577641	0.623127	0.709505	0.954545	0.777778	0.75	mutual_knn
P1755	P2840	0.644117	0.585674	0.596895	0.716508	1.0	0.777778	0.75	mutual_knn
P1626	P3206	0.64384	0.580967	0.596511	0.73626	1.0	0.777778	0.75	mutual_knn
P0026	P0312	0.643465	0.583532	0.595878	0.723187	1.0	0.777778	0.75	mutual_knn
P2737	P4249	0.643282	0.606793	0.616848	0.588737	0.954545	0.777778	0.75	mutual_knn
P2492	P3673	0.64199	0.549851	0.58419	0.900901	1.0	0.777778	0.75	mutual_knn
P3769	P6101	0.641894	0.604427	0.614163	0.597069	0.952381	0.777778	0.75	mutual_knn
P2577	P5013	0.641417	0.590657	0.594082	0.720406	0.956522	0.777778	0.75	mutual_knn
P0078	P0559	0.641368	0.582299	0.599342	0.741092	0.954545	0.777778	0.75	mutual_knn
P0123	P2020	0.641362	0.573776	0.60849	0.747371	0.954545	0.777778	0.75	mutual_knn
P3564	P6101	0.641281	0.605725	0.613198	0.588482	0.952381	0.777778	0.75	mutual_knn
P15348	P18898	0.640797	0.597815	0.6027	0.608354	1.0	0.8	0.75	mutual_knn
P2457	P5272	0.640443	0.597592	0.61014	0.579775	1.0	0.777778	0.75	mutual_knn
P2549	P5282	0.640289	0.597014	0.606157	0.594783	1.0	0.777778	0.75	mutual_knn
P2061	P4246	0.639828	0.57542	0.592296	0.735856	1.0	0.777778	0.75	mutual_knn
P2217	P5191	0.639466	0.593202	0.605	0.607752	1.0	0.777778	0.75	mutual_knn
P3485	P6260	0.638398	0.608123	0.610759	0.596726	0.913043	0.777778	0.75	mutual_knn
P2194	P4971	0.638348	0.598711	0.612196	0.594219	0.952381	0.777778	0.75	mutual_knn
P2082	P4130	0.637541	0.588761	0.604521	0.610162	1.0	0.777778	0.75	mutual_knn
P3441	P9769	0.636754	0.555427	0.612875	0.723053	1.0	0.833333	0.8	mutual_knn
P0163	P3544	0.636655	0.563798	0.605945	0.708649	1.0	0.777778	0.75	mutual_knn
P14837	P17917	0.636562	0.606208	0.605901	0.567031	0.95	0.8	0.75	mutual_knn
P0178	P0312	0.636375	0.572189	0.592687	0.714493	1.0	0.777778	0.75	mutual_knn
P0008	P0081	0.636107	0.538712	0.600046	0.836701	1.0	0.7	0.666667	mutual_knn
P0434	P3290	0.635995	0.586845	0.609486	0.585944	1.0	0.777778	0.75	mutual_knn
P0062	P0476	0.635926	0.588219	0.605204	0.594065	1.0	0.777778	0.75	mutual_knn
P3237	P4892	0.635888	0.572504	0.591649	0.711842	1.0	0.777778	0.75	mutual_knn
P2738	P4249	0.635638	0.601677	0.612054	0.593605	0.913043	0.777778	0.75	mutual_knn
P1998	P5173	0.635471	0.593982	0.611351	0.587521	0.954545	0.777778	0.75	mutual_knn
P2399	P4808	0.635265	0.579634	0.59346	0.717187	0.95	0.777778	0.75	mutual_knn
P0715	P3445	0.635105	0.576186	0.590019	0.740767	0.952381	0.777778	0.75	mutual_knn
P1978	P4211	0.635023	0.601338	0.609662	0.601302	0.909091	0.777778	0.75	mutual_knn
P3716	P5648	0.634666	0.594592	0.608316	0.591893	0.95	0.777778	0.75	mutual_knn
P0486	P2342	0.634641	0.589314	0.606192	0.572823	1.0	0.777778	0.75	mutual_knn
P14018	P19476	0.634471	0.604117	0.607585	0.604903	0.894737	0.8	0.75	mutual_knn
P2079	P5571	0.634425	0.593065	0.599877	0.575888	1.0	0.777778	0.75	mutual_knn
P11271	P15082	0.634158	0.610727	0.609928	0.563825	0.894737	0.8	0.75	mutual_knn
P3884	P5958	0.634111	0.603127	0.605829	0.554255	0.952381	0.777778	0.75	mutual_knn
P1195	P4320	0.633791	0.57913	0.592331	0.706282	0.952381	0.777778	0.75	mutual_knn
P2311	P4843	0.633773	0.594992	0.604433	0.592371	0.952381	0.777778	0.75	mutual_knn
P2466	P4653	0.63376	0.600058	0.605055	0.567267	0.952381	0.777778	0.75	mutual_knn
P0262	P2279	0.633537	0.5954	0.609729	0.569636	0.952381	0.777778	0.75	mutual_knn
P3344	P6050	0.633157	0.599651	0.601391	0.575887	0.952381	0.777778	0.75	mutual_knn
P0086	P0328	0.632996	0.573579	0.59579	0.709047	0.954545	0.777778	0.75	mutual_knn
P0572	P2186	0.632948	0.543011	0.568502	0.896173	1.0	0.777778	0.75	mutual_knn
P0534	P4934	0.63262	0.539188	0.574104	0.890483	1.0	0.777778	0.75	mutual_knn
P0473	P2996	0.632417	0.564395	0.595752	0.74926	0.95	0.777778	0.75	mutual_knn
P1124	P3686	0.632397	0.590234	0.605218	0.597271	0.952381	0.777778	0.75	mutual_knn
P2873	P4829	0.632322	0.58495	0.603308	0.579372	1.0	0.777778	0.75	mutual_knn
P0288	P0927	0.632104	0.585942	0.596963	0.594939	1.0	0.777778	0.75	mutual_knn
P2550	P5282	0.631977	0.591797	0.601282	0.599815	0.952381	0.777778	0.75	mutual_knn
P4658	P6260	0.631903	0.599703	0.601905	0.559152	0.954545	0.777778	0.75	mutual_knn
P1175	P5208	0.631822	0.537834	0.591037	0.912667	0.916667	0.777778	0.75	mutual_knn
P9160	P9384	0.631306	0.589116	0.597265	0.571615	1.0	0.714286	0.666667	mutual_knn
P0758	P3319	0.631296	0.573608	0.580789	0.742434	0.956522	0.777778	0.75	mutual_knn
P3988	P5427	0.631186	0.566802	0.582746	0.721633	1.0	0.777778	0.75	mutual_knn
P1399	P4278	0.631094	0.595549	0.601553	0.575535	0.95	0.777778	0.75	mutual_knn
P1144	P1681	0.630797	0.532253	0.578518	0.888014	1.0	0.777778	0.75	mutual_knn
P2278	P4829	0.630499	0.585553	0.603531	0.601119	0.956522	0.777778	0.75	mutual_knn
P2538	P4667	0.630476	0.531316	0.575979	0.897908	1.0	0.777778	0.75	mutual_knn
P2763	P5608	0.630253	0.547446	0.579538	0.893976	0.916667	0.777778	0.75	mutual_knn
P0684	P2983	0.63021	0.591512	0.598324	0.591618	0.954545	0.777778	0.75	mutual_knn
P2210	P4684	0.630155	0.584196	0.598909	0.576486	1.0	0.777778	0.75	mutual_knn
P12003	P16452	0.63013	0.539772	0.584194	0.827648	1.0	0.8	0.75	mutual_knn
P2838	P5256	0.630003	0.597802	0.604734	0.580309	0.913043	0.777778	0.75	mutual_knn
P4580	P6315	0.629861	0.580606	0.595541	0.601492	1.0	0.777778	0.75	mutual_knn
