left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C029	C044	0.649936	0.652334	0.55276	0.584713	0.994692	0.722744	0.833145	mutual_knn
C001	C007	0.626335	0.6471	0.500124	0.551866	0.97561	0.697847	0.794486	mutual_knn
C008	C012	0.549544	0.520404	0.426823	0.618257	0.994692	0.615342	0.691444	mutual_knn
C036	C060	0.535531	0.448412	0.462849	0.732426	0.992278	0.636094	0.648516	mutual_knn
C052	C060	0.527966	0.527676	0.430706	0.368581	0.980581	0.609247	0.716033	mutual_knn
C006	C035	0.51179	0.433121	0.46553	0.56471	0.990992	0.639378	0.628493	mutual_knn
C003	C020	0.502707	0.453131	0.417418	0.509157	1.0	0.68612	0.712399	mutual_knn
C054	C056	0.493302	0.409198	0.42658	0.607292	1.0	0.611032	0.676268	mutual_knn
C009	C018	0.491404	0.381127	0.488885	0.571607	0.970143	0.65697	0.566966	mutual_knn
C002	C007	0.490257	0.425535	0.380986	0.631935	1.0	0.553923	0.682777	mutual_knn
C008	C060	0.487262	0.421445	0.400062	0.566745	0.99846	0.580435	0.648319	mutual_knn
C014	C051	0.478872	0.426224	0.367846	0.560185	0.993884	0.549179	0.603311	mutual_knn
C014	C025	0.477776	0.404656	0.347282	0.712638	1.0	0.537543	0.592183	mutual_knn
C057	C060	0.474472	0.375675	0.354613	0.80251	1.0	0.536768	0.577756	mutual_knn
C008	C042	0.472637	0.380861	0.417127	0.586813	0.98387	0.601355	0.580351	mutual_knn
C008	C057	0.467934	0.412312	0.343408	0.589093	0.99846	0.515994	0.602454	mutual_knn
C012	C057	0.463609	0.397312	0.373891	0.52899	0.998868	0.554555	0.580805	mutual_knn
C036	C057	0.46298	0.368618	0.359903	0.714727	0.992278	0.539795	0.543815	mutual_knn
C008	C052	0.459077	0.417292	0.352882	0.455714	0.989949	0.536234	0.669311	mutual_knn
C012	C042	0.455844	0.355801	0.3709	0.669683	0.997054	0.544737	0.558014	mutual_knn
C006	C044	0.453992	0.368997	0.364996	0.60044	0.999512	0.556406	0.66629	mutual_knn
C008	C026	0.449732	0.387701	0.318143	0.604386	1.0	0.484601	0.635156	mutual_knn
C008	C009	0.448227	0.426884	0.347454	0.379399	0.926092	0.524864	0.620824	mutual_knn
C018	C060	0.447607	0.398161	0.350174	0.454164	0.980581	0.519961	0.616234	mutual_knn
C011	C042	0.443925	0.325588	0.431852	0.607797	0.907959	0.612161	0.528926	mutual_knn
C018	C036	0.443737	0.389858	0.36841	0.43417	0.948683	0.542561	0.578727	mutual_knn
C006	C029	0.439487	0.34775	0.372759	0.546845	0.990992	0.556406	0.600088	mutual_knn
C012	C026	0.438821	0.393735	0.329918	0.435094	0.994692	0.508258	0.635156	mutual_knn
C042	C052	0.433689	0.371557	0.380336	0.389413	0.948683	0.578971	0.651749	mutual_knn
C042	C060	0.430828	0.346488	0.361727	0.498379	0.992278	0.551374	0.594482	mutual_knn
C018	C052	0.430778	0.345393	0.353406	0.520592	1.0	0.527172	0.577341	mutual_knn
C005	C037	0.429154	0.339895	0.329816	0.608726	0.993884	0.506114	0.597776	mutual_knn
C025	C051	0.428474	0.354688	0.290426	0.646135	0.993884	0.459467	0.543399	mutual_knn
C001	C002	0.426988	0.390807	0.340485	0.318779	0.97561	0.533851	0.650761	mutual_knn
C026	C042	0.425802	0.376125	0.333497	0.393038	0.98387	0.508917	0.657621	mutual_knn
C042	C057	0.424117	0.333203	0.365143	0.487446	0.992278	0.541373	0.543435	mutual_knn
C005	C013	0.417518	0.327723	0.37254	0.428991	0.989949	0.563888	0.571898	mutual_knn
C029	C035	0.417448	0.33254	0.307266	0.589986	1.0	0.484786	0.556005	mutual_knn
C008	C018	0.414693	0.355313	0.35748	0.30798	0.989949	0.536234	0.52944	mutual_knn
C010	C033	0.412047	0.281393	0.359427	0.645272	0.989949	0.536648	0.469391	mutual_knn
C012	C060	0.410383	0.304777	0.3104	0.649875	0.998868	0.495091	0.505303	mutual_knn
C026	C041	0.40911	0.31844	0.327327	0.526968	0.989949	0.517837	0.503176	mutual_knn
C038	C061	0.407641	0.338798	0.350012	0.338498	0.993884	0.600121	0.593558	mutual_knn
C046	C057	0.407148	0.31196	0.291397	0.639025	0.99846	0.451662	0.549831	mutual_knn
C002	C004	0.405575	0.329132	0.302715	0.508061	0.993884	0.50511	0.533756	mutual_knn
C009	C012	0.404259	0.373197	0.313858	0.352674	0.882353	0.500341	0.558205	mutual_knn
C009	C057	0.401287	0.376499	0.297385	0.334486	0.903738	0.470973	0.550003	mutual_knn
C052	C057	0.400406	0.363303	0.310511	0.275435	0.980581	0.491746	0.5855	mutual_knn
C036	C052	0.399593	0.361441	0.295593	0.353263	0.948683	0.464158	0.577341	mutual_knn
C005	C033	0.398633	0.291202	0.328772	0.554058	0.989949	0.499519	0.496078	mutual_knn
C009	C060	0.39637	0.347342	0.29898	0.426317	0.903738	0.461261	0.542331	mutual_knn
