candidate_id	family_id	representative_candidate_id	membership
C003	F001	C003	representative
C020	F001	C003	variant
C006	F002	C029	variant
C010	F002	C029	variant
C029	F002	C029	representative
C035	F002	C029	variant
C044	F002	C029	variant
C016	F003	C061	variant
C038	F003	C061	variant
C061	F003	C061	representative
C014	F004	C014	representative
C025	F004	C014	variant
C032	F004	C014	variant
C047	F004	C014	variant
C051	F004	C014	variant
C005	F005	C005	representative
C013	F005	C005	variant
C015	F005	C005	variant
C021	F005	C005	variant
C028	F005	C005	variant
C030	F005	C005	variant
C033	F005	C005	variant
C037	F005	C005	variant
C039	F005	C005	variant
C040	F005	C005	variant
C008	F006	C008	representative
C009	F006	C008	variant
C012	F006	C008	variant
C017	F006	C008	variant
C018	F006	C008	variant
C026	F006	C008	variant
C036	F006	C008	variant
C041	F006	C008	variant
C042	F006	C008	variant
C046	F006	C008	variant
C052	F006	C008	variant
C053	F006	C008	variant
C057	F006	C008	variant
C060	F006	C008	variant
C001	F007	C001	representative
C002	F007	C001	variant
C004	F007	C001	variant
C007	F007	C001	variant
C011	F007	C001	variant
C019	F007	C001	variant
C022	F007	C001	variant
C023	F007	C001	variant
C024	F007	C001	variant
C027	F007	C001	variant
C031	F007	C001	variant
C034	F007	C001	variant
C043	F007	C001	variant
C045	F007	C001	variant
C048	F007	C001	variant
C049	F007	C001	variant
C050	F007	C001	variant
C054	F007	C001	variant
C055	F007	C001	variant
C056	F007	C001	variant
C058	F007	C001	variant
C059	F007	C001	variant
C062	F007	C001	variant
C063	F007	C001	variant
C064	F007	C001	variant
C065	F007	C001	variant
C066	F007	C001	variant
