left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0323	P0440	0.670119	0.566725	0.614552	1.0	1.0	0.7	0.666667	mutual_knn
P0224	P0390	0.662282	0.56122	0.599239	1.0	1.0	0.7	0.666667	mutual_knn
P1515	P2376	0.659718	0.583116	0.642968	0.847773	0.875	0.8	0.75	mutual_knn
P0235	P0470	0.65302	0.561194	0.616355	0.847586	1.0	0.777778	0.75	mutual_knn
P0043	P0666	0.652153	0.587851	0.639853	0.736718	0.9	0.777778	0.75	mutual_knn
P0091	P0313	0.652003	0.545102	0.59059	1.0	1.0	0.7	0.666667	mutual_knn
P0443	P0722	0.650861	0.604504	0.619187	0.732297	0.888889	0.777778	0.75	mutual_knn
P0531	P0713	0.650573	0.587718	0.610112	0.725605	1.0	0.777778	0.75	mutual_knn
P1187	P2240	0.646913	0.547157	0.663629	0.827077	0.857143	0.8	0.75	mutual_knn
P0531	P0723	0.645196	0.559115	0.585528	0.886599	1.0	0.777778	0.75	mutual_knn
P1238	P2163	0.644944	0.543108	0.659007	0.823931	0.875	0.8	0.75	mutual_knn
P0349	P0687	0.643593	0.549408	0.596986	0.874145	1.0	0.777778	0.75	mutual_knn
P0127	P0413	0.643114	0.552172	0.585143	0.898365	1.0	0.777778	0.75	mutual_knn
P0224	P0700	0.643085	0.590574	0.615233	0.719948	0.9	0.777778	0.75	mutual_knn
P0163	P0684	0.642952	0.57272	0.637886	0.719676	0.9	0.777778	0.75	mutual_knn
P0390	P0700	0.642468	0.581401	0.625265	0.719948	0.9	0.777778	0.75	mutual_knn
P0234	P0705	0.641757	0.564754	0.591287	0.906671	0.9	0.777778	0.75	mutual_knn
P0059	P0724	0.641322	0.567912	0.588348	0.909508	0.888889	0.777778	0.75	mutual_knn
P1306	P2190	0.640815	0.5476	0.643967	0.832924	0.857143	0.8	0.75	mutual_knn
P0034	P0635	0.640809	0.565564	0.614242	0.713209	1.0	0.777778	0.75	mutual_knn
P0275	P0632	0.6408	0.557396	0.582082	0.862431	1.0	0.777778	0.75	mutual_knn
P0027	P0572	0.640788	0.550548	0.58698	0.875991	1.0	0.777778	0.75	mutual_knn
P0839	P1415	0.639614	0.554163	0.650354	0.751169	0.875	0.833333	0.8	mutual_knn
P0546	P0653	0.638422	0.531789	0.593788	0.91291	1.0	0.777778	0.75	mutual_knn
P1057	P1442	0.638167	0.571581	0.601722	0.828529	0.875	0.8	0.75	mutual_knn
P0503	P1656	0.63793	0.527122	0.670183	0.828282	0.833333	0.8	0.75	mutual_knn
P0447	P0540	0.637844	0.5544	0.565386	0.90479	1.0	0.777778	0.75	mutual_knn
P0405	P0671	0.635825	0.556775	0.6062	0.73106	1.0	0.777778	0.75	mutual_knn
P0027	P0542	0.635541	0.557757	0.562716	0.875991	1.0	0.777778	0.75	mutual_knn
P0283	P0731	0.635415	0.593749	0.622389	0.703911	0.8	0.777778	0.75	mutual_knn
P0269	P0416	0.635386	0.542165	0.583057	0.873421	1.0	0.777778	0.75	mutual_knn
P0307	P0711	0.635346	0.57571	0.592231	0.689955	1.0	0.777778	0.75	mutual_knn
P0250	P0617	0.635252	0.577495	0.605086	0.747098	0.888889	0.777778	0.75	mutual_knn
P1761	P2230	0.634524	0.590908	0.61406	0.536948	1.0	0.8	0.75	mutual_knn
P0082	P0521	0.634289	0.558188	0.595286	0.747538	1.0	0.777778	0.75	mutual_knn
P0176	P0483	0.633781	0.57943	0.608173	0.726769	0.875	0.777778	0.75	mutual_knn
P0005	P0364	0.633623	0.561403	0.598407	0.715493	1.0	0.777778	0.75	mutual_knn
P1389	P1426	0.63343	0.508835	0.584153	1.0	1.0	0.714286	0.666667	mutual_knn
P0038	P0162	0.633305	0.530055	0.58374	0.904711	1.0	0.777778	0.75	mutual_knn
P0187	P0263	0.632836	0.565448	0.585452	0.734754	1.0	0.777778	0.75	mutual_knn
P1344	P1940	0.632521	0.573375	0.584209	0.843148	0.857143	0.8	0.75	mutual_knn
P0350	P0633	0.631288	0.568635	0.588508	0.694244	1.0	0.777778	0.75	mutual_knn
P0066	P0247	0.631256	0.540927	0.587105	0.823525	1.0	0.7	0.666667	mutual_knn
P0188	P0606	0.630942	0.578868	0.59679	0.726863	0.888889	0.777778	0.75	mutual_knn
P1289	P1966	0.630767	0.5322	0.637158	0.825577	0.857143	0.8	0.75	mutual_knn
P2065	P2445	0.6305	0.560425	0.601397	0.878194	0.8	0.8	0.75	mutual_knn
P1454	P2291	0.63047	0.541235	0.624551	0.826071	0.857143	0.8	0.75	mutual_knn
P0097	P0360	0.630453	0.554552	0.596542	0.721146	1.0	0.777778	0.75	mutual_knn
P0219	P0571	0.630441	0.566333	0.588969	0.694526	1.0	0.777778	0.75	mutual_knn
P0001	P0267	0.630409	0.565833	0.616113	0.712559	0.888889	0.777778	0.75	mutual_knn
P0156	P0407	0.629997	0.536994	0.566159	0.901943	1.0	0.777778	0.75	mutual_knn
P1352	P1623	0.62999	0.548206	0.606112	0.836578	0.875	0.8	0.75	mutual_knn
P0008	P0438	0.629849	0.543605	0.595391	0.868397	0.9	0.777778	0.75	mutual_knn
P0212	P0389	0.629741	0.52967	0.573892	0.905272	1.0	0.777778	0.75	mutual_knn
P0022	P0551	0.629602	0.567693	0.615656	0.686608	0.9	0.777778	0.75	mutual_knn
P0372	P0477	0.629511	0.540803	0.561877	0.894932	1.0	0.777778	0.75	mutual_knn
P0442	P0753	0.629255	0.529435	0.574334	0.899921	1.0	0.777778	0.75	mutual_knn
P0163	P0608	0.628844	0.567686	0.60878	0.703118	0.9	0.777778	0.75	mutual_knn
P1728	P2471	0.628295	0.542143	0.614401	0.817905	0.875	0.8	0.75	mutual_knn
P0300	P0580	0.627564	0.531741	0.573112	0.876918	1.0	0.777778	0.75	mutual_knn
P0069	P0582	0.627236	0.578663	0.608281	0.739394	0.8	0.777778	0.75	mutual_knn
P0979	P1755	0.627214	0.55089	0.606076	0.838541	0.833333	0.8	0.75	mutual_knn
P1489	P2216	0.627007	0.529937	0.579183	0.858215	1.0	0.8	0.75	mutual_knn
P0261	P0376	0.626989	0.554009	0.587543	0.720453	1.0	0.777778	0.75	mutual_knn
P1581	P2196	0.626832	0.531312	0.59232	0.804295	1.0	0.8	0.75	mutual_knn
P1822	P2304	0.626638	0.517725	0.619809	0.767285	1.0	0.8	0.75	mutual_knn
P0349	P0666	0.626474	0.541036	0.603862	0.716558	1.0	0.777778	0.75	mutual_knn
P0276	P0447	0.626229	0.551978	0.594419	0.697921	1.0	0.777778	0.75	mutual_knn
P0096	P0572	0.62616	0.527536	0.57477	0.875991	1.0	0.777778	0.75	mutual_knn
P0590	P0815	0.62608	0.540068	0.559116	0.873583	1.0	0.75	0.714286	mutual_knn
P0137	P0544	0.626071	0.54063	0.567053	0.843192	1.0	0.777778	0.75	mutual_knn
P0184	P0408	0.626021	0.534145	0.566637	0.873327	1.0	0.777778	0.75	mutual_knn
P1544	P2083	0.625698	0.520884	0.620014	0.742951	1.0	0.8	0.75	mutual_knn
P0485	P0800	0.625604	0.578111	0.583678	0.722782	0.888889	0.777778	0.75	mutual_knn
P0006	P0355	0.625364	0.522825	0.57293	0.895677	1.0	0.777778	0.75	mutual_knn
P0365	P0696	0.624854	0.590797	0.606438	0.567422	0.9	0.777778	0.75	mutual_knn
P0008	P0519	0.624853	0.525479	0.56676	0.900215	1.0	0.777778	0.75	mutual_knn
P1231	P1999	0.624281	0.54912	0.590328	0.816731	0.888889	0.8	0.75	mutual_knn
P0057	P0602	0.624049	0.533779	0.556765	0.889807	1.0	0.777778	0.75	mutual_knn
P0225	P0624	0.62383	0.553319	0.589845	0.683911	1.0	0.777778	0.75	mutual_knn
P1353	P2394	0.623528	0.490939	0.623437	0.844026	1.0	0.8	0.75	mutual_knn
P0987	P1571	0.623249	0.542365	0.593637	0.839111	0.875	0.8	0.75	mutual_knn
P1376	P2056	0.622982	0.538801	0.558742	0.849617	1.0	0.8	0.75	mutual_knn
P1355	P1821	0.622916	0.500033	0.610604	0.841899	1.0	0.8	0.75	mutual_knn
P1475	P1873	0.622913	0.535934	0.563954	0.843591	1.0	0.8	0.75	mutual_knn
P0278	P0714	0.62273	0.546743	0.589903	0.702291	1.0	0.777778	0.75	mutual_knn
P0085	P0326	0.622573	0.555489	0.580254	0.695136	1.0	0.777778	0.75	mutual_knn
P0266	P0572	0.622408	0.527758	0.563765	0.875991	1.0	0.777778	0.75	mutual_knn
P0023	P0454	0.621967	0.56891	0.582952	0.719247	0.9	0.777778	0.75	mutual_knn
P0178	P0537	0.621837	0.567034	0.595951	0.691998	0.888889	0.777778	0.75	mutual_knn
P0068	P0195	0.621399	0.545554	0.577246	0.738636	1.0	0.777778	0.75	mutual_knn
P0105	P0453	0.621392	0.564816	0.579539	0.74386	0.9	0.777778	0.75	mutual_knn
P0964	P1265	0.621154	0.546906	0.577804	0.728151	1.0	0.833333	0.8	mutual_knn
P1126	P1319	0.621113	0.489177	0.574239	1.0	1.0	0.666667	0.6	mutual_knn
P0024	P0190	0.620998	0.559842	0.583906	0.737925	0.909091	0.777778	0.75	mutual_knn
