left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P5376	P8410	0.648667	0.567673	0.593847	0.887014	0.966667	0.777778	0.75	mutual_knn
P1493	P2710	0.647979	0.560319	0.598642	0.883517	0.979592	0.777778	0.75	mutual_knn
P1715	P7630	0.647601	0.582707	0.629086	0.73098	0.921053	0.777778	0.75	mutual_knn
P0037	P1388	0.644361	0.552439	0.598258	0.897061	0.966667	0.777778	0.75	mutual_knn
P4025	P7653	0.642202	0.555383	0.587199	0.89324	0.974359	0.777778	0.75	mutual_knn
P16503	P22012	0.641803	0.560844	0.601062	0.790513	1.0	0.8	0.75	mutual_knn
P16212	P24583	0.641625	0.556644	0.604783	0.822385	0.972222	0.8	0.75	mutual_knn
P0195	P1676	0.641049	0.581134	0.618062	0.739311	0.892857	0.777778	0.75	mutual_knn
P0696	P7555	0.640868	0.582708	0.611612	0.729185	0.916667	0.777778	0.75	mutual_knn
P3597	P7733	0.640501	0.547343	0.604249	0.904016	0.923077	0.777778	0.75	mutual_knn
P17915	P18614	0.640419	0.540387	0.619148	0.834844	0.970588	0.8	0.75	mutual_knn
P19333	P27225	0.638721	0.557098	0.599483	0.840905	0.941176	0.8	0.75	mutual_knn
P12809	P23459	0.637055	0.554826	0.599215	0.798809	0.977778	0.8	0.75	mutual_knn
P21664	P27912	0.636779	0.557376	0.599475	0.825951	0.935484	0.8	0.75	mutual_knn
P0843	P3476	0.634811	0.589242	0.616598	0.735401	0.80303	0.777778	0.75	mutual_knn
P14792	P24975	0.63443	0.536381	0.607318	0.835273	0.969697	0.8	0.75	mutual_knn
P18350	P25691	0.633875	0.549931	0.585296	0.815528	1.0	0.8	0.75	mutual_knn
P10125	P6029	0.633725	0.580525	0.603637	0.728097	0.884058	0.777778	0.75	mutual_knn
P1223	P5046	0.633668	0.565173	0.594671	0.740627	0.971429	0.777778	0.75	mutual_knn
P1188	P5735	0.63341	0.572606	0.601754	0.732869	0.918367	0.777778	0.75	mutual_knn
P4628	P4665	0.63248	0.572451	0.600402	0.735596	0.911765	0.777778	0.75	mutual_knn
P5123	P8285	0.63224	0.541014	0.582552	0.895419	0.953488	0.777778	0.75	mutual_knn
P1281	P4420	0.631893	0.562156	0.606117	0.733037	0.934783	0.777778	0.75	mutual_knn
P0184	P3017	0.631575	0.540725	0.57483	0.914059	0.956522	0.777778	0.75	mutual_knn
P6856	P9441	0.631004	0.559225	0.583248	0.902155	0.85	0.777778	0.75	mutual_knn
P3716	P8410	0.630844	0.564022	0.591327	0.91691	0.783784	0.777778	0.75	mutual_knn
P0493	P3366	0.630749	0.563038	0.596133	0.906872	0.780488	0.777778	0.75	mutual_knn
P14593	P17243	0.630732	0.536557	0.587274	0.837357	1.0	0.8	0.75	mutual_knn
P0185	P6534	0.630597	0.570565	0.604225	0.739024	0.884615	0.777778	0.75	mutual_knn
P0772	P3711	0.630339	0.566033	0.606291	0.723107	0.911111	0.777778	0.75	mutual_knn
P22072	P26905	0.630309	0.545319	0.57971	0.878992	0.941176	0.8	0.75	mutual_knn
P4353	P9000	0.629882	0.546494	0.581368	0.891768	0.913043	0.777778	0.75	mutual_knn
P17788	P26642	0.62963	0.537292	0.578771	0.852786	1.0	0.8	0.75	mutual_knn
P2792	P7430	0.628991	0.527641	0.578208	0.8918	1.0	0.777778	0.75	mutual_knn
P1172	P3711	0.628631	0.574538	0.604356	0.74564	0.84	0.777778	0.75	mutual_knn
P5123	P5873	0.628026	0.538929	0.559357	0.897334	1.0	0.777778	0.75	mutual_knn
P3191	P8373	0.627716	0.532782	0.582706	0.88779	0.952381	0.777778	0.75	mutual_knn
P20936	P26789	0.627454	0.531784	0.600299	0.806777	0.973684	0.8	0.75	mutual_knn
P18807	P26622	0.627245	0.546306	0.5784	0.835131	0.954545	0.8	0.75	mutual_knn
P3983	P4660	0.626372	0.531965	0.567119	0.884959	1.0	0.777778	0.75	mutual_knn
P0607	P2880	0.62498	0.573045	0.610995	0.729049	0.803571	0.777778	0.75	mutual_knn
P17800	P22877	0.624635	0.530785	0.598488	0.821934	0.941176	0.8	0.75	mutual_knn
P18455	P9591	0.624347	0.540694	0.577442	0.81203	0.977273	0.8	0.75	mutual_knn
P0296	P2710	0.624341	0.560351	0.591608	0.732833	0.918367	0.777778	0.75	mutual_knn
P4657	P9373	0.624239	0.549274	0.593814	0.713143	0.979167	0.777778	0.75	mutual_knn
P1167	P2755	0.624022	0.557592	0.597007	0.723163	0.918367	0.777778	0.75	mutual_knn
P0472	P4454	0.624011	0.520607	0.573659	0.889576	1.0	0.777778	0.75	mutual_knn
P10380	P2969	0.623818	0.537783	0.574987	0.889037	0.916667	0.777778	0.75	mutual_knn
P0446	P5300	0.623721	0.53439	0.56747	0.893932	0.952381	0.777778	0.75	mutual_knn
P14941	P21312	0.623665	0.549566	0.585732	0.831187	0.882353	0.8	0.75	mutual_knn
P16988	P23178	0.623329	0.546276	0.574142	0.813174	0.952381	0.8	0.75	mutual_knn
P21646	P26139	0.622929	0.545582	0.575359	0.837334	0.923077	0.8	0.75	mutual_knn
P15457	P23126	0.622832	0.52585	0.579146	0.834982	1.0	0.8	0.75	mutual_knn
P15657	P19440	0.622692	0.540307	0.575092	0.812131	0.970588	0.8	0.75	mutual_knn
P10163	P2070	0.62258	0.54158	0.576606	0.926824	0.84375	0.777778	0.75	mutual_knn
P1305	P2710	0.622058	0.551026	0.59384	0.703345	0.959184	0.777778	0.75	mutual_knn
P4104	P7383	0.622028	0.554838	0.594993	0.704868	0.93617	0.777778	0.75	mutual_knn
P5694	P9618	0.621966	0.558209	0.59717	0.715659	0.901961	0.777778	0.75	mutual_knn
P5051	P8284	0.621914	0.550779	0.589325	0.723451	0.954545	0.777778	0.75	mutual_knn
P6523	P9883	0.621783	0.56451	0.593442	0.683817	0.916667	0.777778	0.75	mutual_knn
P4041	P8951	0.621511	0.543352	0.599835	0.744129	0.926471	0.777778	0.75	mutual_knn
P0260	P3951	0.621152	0.547598	0.573717	0.922998	0.816327	0.777778	0.75	mutual_knn
P17711	P24618	0.621117	0.514714	0.592501	0.821203	1.0	0.8	0.75	mutual_knn
P0578	P5152	0.621101	0.556882	0.593602	0.720461	0.906977	0.777778	0.75	mutual_knn
P1525	P6445	0.621047	0.567122	0.601678	0.716723	0.835821	0.777778	0.75	mutual_knn
P2693	P7955	0.620895	0.598958	0.623935	0.749867	0.58	0.777778	0.75	mutual_knn
P3251	P6927	0.620818	0.571051	0.592836	0.751033	0.8125	0.777778	0.75	mutual_knn
P0303	P3686	0.620581	0.55608	0.592643	0.923315	0.705882	0.777778	0.75	mutual_knn
P18454	P18656	0.620564	0.530501	0.583428	0.776384	1.0	0.8	0.75	mutual_knn
P0743	P4631	0.620452	0.532891	0.552805	0.888355	0.983333	0.777778	0.75	mutual_knn
P2643	P7969	0.620446	0.567006	0.589694	0.719436	0.869565	0.777778	0.75	mutual_knn
P3405	P7784	0.620429	0.549965	0.59185	0.729399	0.928571	0.777778	0.75	mutual_knn
P3489	P7831	0.620316	0.557475	0.599065	0.737326	0.860465	0.777778	0.75	mutual_knn
P0065	P0808	0.62031	0.55728	0.578725	0.702594	0.967213	0.777778	0.75	mutual_knn
P5474	P9599	0.620196	0.561595	0.604294	0.751535	0.808219	0.777778	0.75	mutual_knn
