left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C001	C009	0.701932	0.732849	0.583342	0.684476	0.920575	0.760462	0.895753	mutual_knn
C034	C118	0.688091	0.780438	0.55097	0.452942	0.872872	0.716924	0.935018	mutual_knn
C003	C017	0.683754	0.688745	0.572874	0.691372	0.98382	0.816668	0.852229	mutual_knn
C009	C029	0.676563	0.689643	0.54654	0.709986	0.967805	0.776672	0.946598	mutual_knn
C001	C020	0.675939	0.690485	0.567201	0.629861	0.975506	0.843623	0.896707	mutual_knn
C009	C013	0.669878	0.679229	0.54799	0.696412	0.96225	0.714385	0.837848	mutual_knn
C059	C060	0.668618	0.770493	0.466658	0.482551	0.95119	0.644887	0.871079	mutual_knn
C022	C127	0.668088	0.685779	0.55178	0.627557	0.969087	0.72504	0.931562	mutual_knn
C001	C013	0.656791	0.619907	0.583853	0.742412	0.974406	0.753934	0.78203	mutual_knn
C001	C010	0.649559	0.62784	0.584597	0.616881	0.985716	0.759903	0.792142	mutual_knn
C010	C058	0.648067	0.646162	0.546034	0.646738	0.965016	0.783253	0.842477	mutual_knn
C107	C289	0.638589	0.662319	0.503958	0.589297	0.973124	0.719975	0.894347	mutual_knn
C002	C023	0.630059	0.642451	0.502251	0.660109	0.921479	0.781949	1.0	mutual_knn
C002	C089	0.625779	0.677982	0.475898	0.516426	0.92376	0.793429	0.838345	mutual_knn
C132	C157	0.62111	0.671704	0.448177	0.521451	0.9866	0.657266	0.828316	mutual_knn
C009	C020	0.618332	0.621739	0.465229	0.706073	0.972862	0.714658	0.895753	mutual_knn
C005	C058	0.615941	0.582577	0.546594	0.659072	0.947677	0.768799	0.786692	mutual_knn
C107	C186	0.615177	0.628621	0.492686	0.565659	0.964951	0.709927	0.789357	mutual_knn
C029	C150	0.612355	0.588114	0.57229	0.49478	0.971324	0.83283	1.0	mutual_knn
C010	C020	0.611174	0.598791	0.53682	0.545756	0.961572	0.787997	0.846329	mutual_knn
C052	C059	0.61021	0.602081	0.518825	0.568563	0.966657	0.76946	0.937275	mutual_knn
C047	C054	0.606445	0.605008	0.488976	0.628817	0.943662	0.685285	0.845526	mutual_knn
C107	C213	0.604053	0.605749	0.497628	0.538178	0.980723	0.712373	0.75582	mutual_knn
C001	C029	0.602361	0.5811	0.502271	0.645634	0.965661	0.760462	0.80118	mutual_knn
C042	C268	0.599101	0.651396	0.442152	0.473718	0.933852	0.66396	0.79752	mutual_knn
C104	C113	0.597772	0.631797	0.47292	0.468389	0.931589	0.718944	0.909527	mutual_knn
C028	C054	0.597444	0.572432	0.464186	0.730889	0.988837	0.641646	0.738021	mutual_knn
C025	C118	0.596349	0.639903	0.481041	0.433611	0.887244	0.659738	0.914943	mutual_knn
C046	C132	0.594848	0.595693	0.491077	0.578227	0.918559	0.662142	0.851109	mutual_knn
C052	C060	0.594196	0.609433	0.452352	0.586002	0.951737	0.712042	0.943468	mutual_knn
C005	C013	0.59094	0.581279	0.463101	0.640055	0.973645	0.649009	0.73583	mutual_knn
C001	C005	0.587444	0.561911	0.47786	0.636677	0.994627	0.678372	0.73583	mutual_knn
C110	C209	0.586917	0.588119	0.526821	0.422839	0.925274	0.696128	0.77319	mutual_knn
C006	C067	0.581816	0.554846	0.485037	0.602514	0.986307	0.692488	0.716724	mutual_knn
C001	C058	0.578418	0.562606	0.49648	0.55054	0.931173	0.759903	0.751675	mutual_knn
C045	C142	0.577391	0.595761	0.434822	0.523398	0.967239	0.693597	0.883292	mutual_knn
C186	C213	0.57689	0.577137	0.450187	0.557813	0.974835	0.622753	0.749729	mutual_knn
C028	C047	0.575239	0.590669	0.418528	0.585527	0.957936	0.608185	0.845526	mutual_knn
C013	C029	0.575191	0.539601	0.474689	0.656509	0.973329	0.714385	0.78203	mutual_knn
C044	C102	0.570667	0.532789	0.520977	0.523115	0.956681	0.747816	0.731076	mutual_knn
C051	C066	0.569578	0.518799	0.462041	0.736541	0.979124	0.642048	0.696589	mutual_knn
