candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8287	residence / space_form_boundary/place_location / stay / station	36	12	13	21	0.06274463	0.2727	1.0	0.9048	2,3,6,9,10,11,14,15,17,18,20,22,23,24,25,27,28,29,30,32,37,38,39,40,42,43,44,45,46,47,48,50,51,52,53,54	ء ر ض ء ي ي ث و ي خ ل د د و ر ر ب ب ر ب ع ق و م ك و ن ن ز ل ن ع م و ض ع	kw:residence(88.2711); theme:space_form_boundary/place_location(86.1815); kw:stay(59.9777); kw:station(41.7788); kw:settlement(41.2343); kw:dwelling(40.3171); kw:habitation(37.0293); kw:place(30.9257)	ق و م:B006:مقام وإقامة في موضع → ك و ن:B002:المكان والمكانة من الكون
C002	0.8253	submission / humility / ritual_belief/religion_worship / obedience	31	11	12	20	0.06583852	0.3077	1.0	0.8	6,7,9,11,14,15,17,18,19,20,21,22,25,26,27,28,29,30,33,36,37,38,39,41,42,44,46,47,48,50,52	ء ل ه خ ش ع س ب ح س ج د ط و ع ع ب د ك ف ر ك و ن م و ت و ض ع ي د ي	kw:submission(148.4321); kw:humility(117.3552); theme:ritual_belief/religion_worship(85.3795); kw:obedience(66.4155); kw:abasement(46.5929); kw:compliance(45.7343); kw:devotion(40.0012); kw:worship(37.6199)	س ج د:B001:التطامن والذل → خ ش ع:B001:تطامن وخضوع
C003	0.802	marriage / woman / family / reproduction	32	15	15	32	0.05744035	0.3048	0.9375	0.7188	2,3,9,10,14,16,17,20,21,22,23,24,25,27,29,30,31,32,38,39,42,43,44,45,46,47,48,49,50,51,53,54	ب ر ك خ ل و ر ب ب ر ج ع ر د د ر س ل ش ه د ظ ن ن ع ت ب ع ذ ب ع ر ب ق ب ل م س س ن ز ل ن ف س	kw:marriage(90.8235); kw:woman(70.3743); kw:family(68.4655); kw:reproduction(61.1919); kw:birth(49.4984); theme:body_health_life/reproduction_birth(48.1592); kw:wife(45.3471); kw:gender(42.2961)	ر ج ع:B004:رجعة المرأة في النكاح والأهل → ر د د:B006:المرأة المردودة إلى أهلها
C004	0.7987	ownership / property / control / power	31	10	12	22	0.05738665	0.3492	1.0	0.6364	3,5,6,9,10,11,12,13,14,15,21,23,25,26,29,30,33,37,38,39,41,42,43,44,45,46,47,50,52,53,54	ح ق ق ر ب ب ش ر ك ع ب د ق د ر ق و ل ك ت ب م ل ك و ح ي ي د ي	kw:ownership(75.661); kw:property(53.4682); kw:control(44.2771); kw:power(43.7032); kw:possession(36.6655); kw:dominion(34.884); kw:emancipation(34.1547); kw:hierarchy(32.5956)	ع ب د:B001:الرق والملك → م ل ك:B002:المِلْك والتصرف
C005	0.7943	residence / space_form_boundary/place_location / attachment / stay	34	13	13	18	0.05926838	0.2308	1.0	0.8889	3,6,9,10,11,14,15,16,17,18,20,22,23,24,25,27,28,29,30,36,37,38,39,40,43,44,45,46,48,50,51,52,53,54	ء ر ض ء ي ي ث و ي ح ب ب خ ل د ر ب ب ر ب ع ش ك ك ع و ذ ق و م ك و ن ن ص ر ن ع م	kw:residence(75.661); theme:space_form_boundary/place_location(74.9405); kw:attachment(61.873); kw:stay(59.9777); kw:settlement(51.5428); kw:adherence(42.2076); kw:place(30.9257); kw:station(27.8525)	ق و م:B006:مقام وإقامة في موضع → ك و ن:B002:المكان والمكانة من الكون
C006	0.793	duration / event / history / interval	36	11	13	19	0.06214204	0.25	1.0	0.7368	3,5,9,10,12,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,34,35,37,39,40,42,43,44,45,47,48,50,51,52,53	ء م ر ء م م ء ي ي ب ع د ب ي ن خ ل و ذ و و ق ر ن ك و ن م ر ر ي و م	kw:duration(63.0508); kw:event(54.9176); kw:history(51.6738); kw:interval(51.1888); theme:time_measure_quantity/sequence_cycle(50.378); kw:generation(45.3471); kw:time(45.0739); kw:recurrence(41.0035)	ء ي ي:B006:أيان للزمان → ب ي ن:B010:الوقت الواقع أثناء حال أو فعل
C007	0.7929	law_governance/authority_governance / governance / power / hierarchy	30	12	15	32	0.06013053	0.3168	1.0	0.625	3,5,6,8,9,10,12,14,20,21,22,23,25,27,29,30,31,33,34,37,38,39,40,42,43,45,46,50,53,54	ء م ر ء و ل ح ج ب ر ب ب ع ب د ع م ل ق د ر ق و م م ل ك و ح ي و ل ي ي د ي	theme:law_governance/authority_governance(102.3528); kw:governance(67.5594); kw:power(65.5548); kw:hierarchy(65.1911); kw:ownership(63.0508); kw:authority(62.914); kw:office(47.0731); kw:control(44.2771)	ع ب د:B001:الرق والملك → م ل ك:B002:المِلْك والتصرف
C008	0.7927	hardness / stone / terrain / geology	25	15	15	37	0.05966449	0.3524	0.973	0.6216	5,11,12,14,19,20,21,22,23,24,25,26,28,30,33,34,35,39,40,41,42,45,50,53,54	ب ص ر ب ي ن ج ل د ح ز ن خ ش ع ر د ي س ل م ص ب ر ع ت ب ع د و ع ز ز غ ل ب غ ل ظ ك ر ه م ر ي	kw:hardness(136.1205); kw:stone(71.5318); kw:terrain(64.7515); kw:geology(47.0087); kw:land(45.5656); kw:rock(42.434); kw:ground(35.6904); kw:texture(34.5343)	ك ر ه:B007:أرض صلبة غليظة → ج ل د:B003:أرض صلبة مستوية
C009	0.7924	plant / ecology / growth / agriculture	28	15	16	40	0.05962143	0.3361	0.975	0.575	9,11,14,15,16,19,23,24,25,28,29,30,34,35,38,39,40,42,43,44,45,46,47,49,50,51,53,54	ء ر ض ء ن ث ث م ر ج ن ب ج ن ن خ ل ف ر ب ب ر و ح ش ر ر ص ب ر ع د و ع ق ب ن د ي ن و ر ه ز ز	kw:plant(100.4433); kw:ecology(92.0789); kw:growth(84.2854); kw:agriculture(57.51); kw:renewal(54.4326); kw:fertility(42.5584); theme:agriculture_food/plant_vegetation(38.991); kw:botany(38.0359)	ء ر ض:B002:الأرض اللينة المنبتة → ء ن ث:B004:الأرض السهلة الخصبة
C010	0.7924	development / youth / completion / achievement	39	11	11	11	0.0587527	0.2	1.0	0.9091	5,6,7,9,10,11,14,15,17,18,19,20,21,22,23,25,27,28,29,30,31,33,34,37,38,40,42,43,44,45,46,47,48,49,50,51,52,53,54	ء ت ي ء ف ق ء ل ي ج ن ن ح ك م ر ب ب س و ي ش د د ش ر ر ك و ن و ل ي	kw:development(57.9151); kw:youth(52.7421); kw:completion(37.7243); kw:achievement(32.1114); theme:body_health_life/life_stage_aging(31.4693); kw:attainment(28.2893); kw:maturity(26.185); kw:generosity(24.3277)	س و ي:B005:بلوغ وتمام الشباب → ش د د:B004:بلوغ الأشد
