candidate_id	family_id	representative_candidate_id	membership
C030	F001	C072	variant
C043	F001	C072	variant
C072	F001	C072	representative
C106	F001	C072	variant
C108	F001	C072	variant
C402	F001	C072	variant
C444	F001	C072	variant
C496	F001	C072	variant
C864	F001	C072	variant
C1171	F002	C463	variant
C463	F002	C463	representative
C337	F003	C337	representative
C489	F003	C337	variant
C600	F003	C337	member
C1012	F004	C1012	representative
C1027	F004	C1012	variant
C158	F005	C158	representative
C248	F005	C158	variant
C271	F005	C158	variant
C273	F005	C158	variant
C325	F005	C158	variant
C336	F005	C158	variant
C168	F006	C168	representative
C345	F006	C168	member
C436	F006	C168	variant
C693	F006	C168	variant
C970	F006	C168	variant
C1159	F007	C950	variant
C950	F007	C950	representative
C193	F008	C193	representative
C201	F008	C193	variant
C790	F008	C193	variant
C903	F008	C193	variant
C943	F008	C193	variant
C176	F009	C176	representative
C267	F009	C176	variant
C329	F009	C176	member
C410	F009	C176	variant
C543	F009	C176	variant
C585	F009	C176	variant
C639	F009	C176	variant
C651	F009	C176	variant
C688	F009	C176	variant
C057	F010	C057	representative
C185	F010	C057	variant
C281	F010	C057	variant
C551	F010	C057	variant
C860	F010	C057	variant
C900	F010	C057	variant
C096	F011	C096	representative
C293	F011	C096	variant
C297	F011	C096	variant
C671	F011	C096	member
C677	F011	C096	variant
C707	F011	C096	variant
C752	F011	C096	variant
C888	F011	C096	variant
C634	F012	C634	representative
C931	F012	C634	variant
C1156	F013	C146	variant
C146	F013	C146	representative
C211	F013	C146	variant
C033	F014	C033	representative
C1067	F014	C033	variant
C169	F014	C033	variant
C253	F014	C033	variant
C398	F014	C033	variant
C572	F014	C033	variant
C653	F014	C033	variant
C846	F014	C033	variant
C122	F015	C216	variant
C216	F015	C216	representative
C233	F015	C216	variant
C442	F015	C216	variant
C601	F015	C216	variant
C614	F015	C216	variant
C002	F016	C002	representative
C006	F016	C002	variant
C008	F016	C002	variant
C073	F016	C002	variant
C208	F016	C002	variant
C270	F016	C002	variant
C339	F016	C002	variant
C467	F016	C002	variant
C552	F016	C002	variant
C921	F016	C002	variant
C044	F017	C246	variant
C151	F017	C246	variant
C161	F017	C246	member
C235	F017	C246	variant
C246	F017	C246	representative
C285	F017	C246	variant
C311	F017	C246	variant
C512	F017	C246	variant
C1046	F018	C301	variant
C186	F018	C301	variant
C203	F018	C301	variant
C284	F018	C301	variant
C301	F018	C301	representative
C376	F018	C301	variant
C537	F018	C301	variant
C626	F018	C301	variant
C645	F018	C301	variant
C674	F018	C301	variant
C699	F018	C301	variant
C701	F018	C301	variant
C144	F019	C144	representative
C162	F019	C144	variant
C421	F019	C144	variant
C454	F019	C144	variant
C648	F019	C144	variant
C874	F019	C144	variant
C905	F019	C144	variant
C306	F020	C507	variant
C371	F020	C507	variant
C404	F020	C507	variant
C507	F020	C507	representative
C631	F020	C507	member
C871	F020	C507	variant
C876	F020	C507	variant
C885	F020	C507	variant
C922	F020	C507	variant
C060	F021	C180	variant
C180	F021	C180	representative
C218	F021	C180	member
C261	F021	C180	variant
C532	F021	C180	variant
C575	F021	C180	variant
C032	F022	C159	variant
C159	F022	C159	representative
C240	F022	C159	variant
C283	F022	C159	variant
C327	F022	C159	variant
C364	F022	C159	variant
C857	F022	C159	variant
C522	F023	C603	variant
C603	F023	C603	representative
C854	F023	C603	variant
C908	F023	C603	variant
C1106	F024	C594	variant
C394	F024	C594	variant
C594	F024	C594	representative
C195	F025	C549	variant
C549	F025	C549	representative
C797	F025	C549	variant
C951	F025	C549	variant
C055	F026	C075	member
C075	F026	C075	representative
C305	F026	C075	variant
C460	F026	C075	variant
C468	F026	C075	variant
C491	F026	C075	variant
C606	F026	C075	variant
C320	F027	C775	variant
C342	F027	C775	variant
C450	F027	C775	variant
C571	F027	C775	variant
C641	F027	C775	variant
C751	F027	C775	variant
C775	F027	C775	representative
C917	F027	C775	variant
C177	F028	C511	variant
C213	F028	C511	variant
C223	F028	C511	variant
C303	F028	C511	variant
C388	F028	C511	variant
C511	F028	C511	representative
C544	F028	C511	variant
C568	F028	C511	variant
C615	F028	C511	variant
C629	F028	C511	variant
C687	F028	C511	variant
C098	F029	C241	variant
C241	F029	C241	representative
C558	F029	C241	variant
C574	F029	C241	variant
C670	F029	C241	variant
C754	F029	C241	member
C783	F029	C241	variant
C001	F030	C001	representative
C007	F030	C001	variant
C017	F030	C001	variant
C023	F030	C001	variant
C038	F030	C001	variant
C077	F030	C001	variant
C084	F030	C001	variant
C127	F030	C001	variant
C134	F030	C001	variant
C418	F030	C001	variant
C514	F030	C001	variant
C1189	F031	C197	variant
C197	F031	C197	representative
C207	F031	C197	variant
C482	F031	C197	member
C737	F031	C197	variant
C757	F031	C197	variant
C845	F031	C197	variant
C946	F031	C197	variant
C012	F032	C028	variant
C028	F032	C028	representative
C071	F032	C028	variant
C171	F032	C028	variant
C391	F032	C028	variant
C399	F032	C028	variant
C492	F032	C028	variant
C708	F032	C028	variant
C886	F032	C028	variant
C990	F032	C028	variant
C018	F033	C050	variant
C039	F033	C050	variant
C041	F033	C050	variant
C049	F033	C050	variant
C050	F033	C050	representative
C081	F033	C050	variant
C100	F033	C050	variant
C101	F033	C050	variant
C206	F033	C050	variant
C252	F033	C050	variant
C503	F033	C050	variant
C523	F033	C050	variant
C604	F033	C050	variant
C119	F034	C124	member
C124	F034	C124	representative
C128	F034	C124	variant
C163	F034	C124	variant
C198	F034	C124	variant
C428	F034	C124	member
C493	F034	C124	variant
C588	F034	C124	variant
C710	F034	C124	variant
C056	F035	C056	representative
C1004	F035	C056	variant
C1193	F035	C056	variant
C570	F035	C056	variant
C009	F036	C009	representative
C070	F036	C009	variant
C083	F036	C009	variant
C130	F036	C009	variant
C142	F036	C009	variant
C172	F036	C009	variant
C238	F036	C009	variant
C247	F036	C009	variant
C369	F036	C009	variant
C451	F036	C009	variant
C455	F036	C009	variant
C622	F036	C009	variant
C658	F036	C009	variant
C694	F036	C009	variant
C188	F037	C188	representative
C375	F037	C188	variant
C457	F037	C188	variant
C914	F037	C188	variant
C1169	F038	C414	variant
C414	F038	C414	representative
C987	F038	C414	variant
C005	F039	C005	representative
C105	F039	C005	variant
C111	F039	C005	variant
C117	F039	C005	variant
C160	F039	C005	variant
C373	F039	C005	variant
C393	F039	C005	variant
C396	F039	C005	variant
C490	F039	C005	variant
C529	F039	C005	variant
C605	F039	C005	variant
C1059	F040	C443	variant
C1074	F040	C443	variant
C443	F040	C443	representative
C872	F040	C443	variant
C881	F040	C443	variant
C897	F040	C443	variant
C1015	F041	C952	variant
C1205	F041	C952	variant
C952	F041	C952	representative
C1056	F042	C232	variant
C232	F042	C232	representative
C237	F042	C232	variant
C438	F042	C232	variant
C741	F042	C232	variant
C828	F042	C232	variant
C863	F042	C232	variant
C924	F042	C232	variant
C1019	F043	C891	variant
C1104	F043	C891	variant
C1107	F043	C891	variant
C816	F043	C891	variant
C891	F043	C891	representative
C065	F044	C065	representative
C1120	F044	C065	variant
C145	F044	C065	variant
C307	F044	C065	variant
C564	F044	C065	variant
C994	F044	C065	variant
C029	F045	C029	representative
C1082	F045	C029	variant
C114	F045	C029	variant
C1187	F045	C029	variant
C167	F045	C029	variant
C582	F045	C029	variant
C742	F045	C029	variant
C771	F045	C029	variant
C832	F045	C029	variant
C948	F045	C029	variant
C016	F046	C085	member
C020	F046	C085	variant
C025	F046	C085	variant
C042	F046	C085	variant
C085	F046	C085	representative
C094	F046	C085	variant
C334	F046	C085	variant
C422	F046	C085	variant
C431	F046	C085	variant
C749	F046	C085	variant
C027	F047	C209	variant
C053	F047	C209	member
C149	F047	C209	variant
C209	F047	C209	representative
C286	F047	C209	variant
C291	F047	C209	variant
