left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P2263	P3292	0.644275	0.565045	0.588235	0.907897	0.933333	0.777778	0.75	mutual_knn
P0417	P2393	0.639642	0.554226	0.596926	0.896494	0.916667	0.777778	0.75	mutual_knn
P0272	P2235	0.636878	0.554646	0.590356	0.906623	0.9	0.777778	0.75	mutual_knn
P1225	P2899	0.635501	0.573062	0.604959	0.725539	0.933333	0.777778	0.75	mutual_knn
P2016	P3608	0.632969	0.562073	0.577472	0.890319	0.888889	0.777778	0.75	mutual_knn
P0616	P2974	0.632758	0.54821	0.592635	0.91141	0.875	0.777778	0.75	mutual_knn
P1862	P2982	0.632619	0.544143	0.586631	0.907677	0.916667	0.777778	0.75	mutual_knn
P1534	P3227	0.630451	0.584265	0.61451	0.724535	0.8	0.777778	0.75	mutual_knn
P1158	P4507	0.63001	0.52828	0.582272	0.884889	1.0	0.777778	0.75	mutual_knn
P1996	P2808	0.62968	0.536722	0.586054	0.901788	0.928571	0.777778	0.75	mutual_knn
P0365	P4766	0.626635	0.52624	0.569945	0.903466	1.0	0.777778	0.75	mutual_knn
P11369	P7651	0.623674	0.550592	0.583742	0.858836	0.857143	0.8	0.75	mutual_knn
P11269	P7649	0.623301	0.529889	0.578351	0.82428	1.0	0.8	0.75	mutual_knn
P0168	P3129	0.622899	0.536149	0.57263	0.895446	0.916667	0.777778	0.75	mutual_knn
P6944	P7462	0.622643	0.524296	0.581442	0.832047	1.0	0.8	0.75	mutual_knn
P3189	P4018	0.622202	0.563656	0.580017	0.726941	0.928571	0.777778	0.75	mutual_knn
P0258	P3041	0.621223	0.536681	0.5606	0.911988	0.923077	0.777778	0.75	mutual_knn
P2197	P3670	0.621001	0.552598	0.574956	0.710972	1.0	0.777778	0.75	mutual_knn
P2123	P2960	0.620286	0.55291	0.577229	0.694459	1.0	0.777778	0.75	mutual_knn
P10663	P7110	0.620103	0.52693	0.567357	0.8441	1.0	0.8	0.75	mutual_knn
P2300	P3224	0.620024	0.528259	0.578195	0.890309	0.909091	0.777778	0.75	mutual_knn
P1215	P2368	0.619863	0.545418	0.572877	0.739185	1.0	0.777778	0.75	mutual_knn
P1281	P3401	0.619604	0.534799	0.56047	0.911135	0.916667	0.777778	0.75	mutual_knn
P1843	P2904	0.619105	0.559032	0.592773	0.734034	0.866667	0.777778	0.75	mutual_knn
P0034	P1945	0.61897	0.528424	0.568521	0.8934	0.928571	0.777778	0.75	mutual_knn
P4569	P6124	0.618684	0.511065	0.539158	1.0	1.0	0.714286	0.666667	mutual_knn
P2330	P3093	0.618541	0.567783	0.607324	0.70475	0.8	0.777778	0.75	mutual_knn
P0352	P1671	0.618102	0.540349	0.580723	0.898735	0.818182	0.777778	0.75	mutual_knn
P0599	P1498	0.618087	0.513396	0.534453	1.0	1.0	0.7	0.666667	mutual_knn
P10902	P8534	0.617904	0.511113	0.581734	0.842955	1.0	0.8	0.75	mutual_knn
P1915	P3080	0.617669	0.553152	0.586538	0.734624	0.9	0.777778	0.75	mutual_knn
P2174	P3110	0.617385	0.562555	0.592447	0.745254	0.823529	0.777778	0.75	mutual_knn
P0794	P2684	0.617098	0.556041	0.586083	0.717501	0.9	0.777778	0.75	mutual_knn
P6064	P8372	0.616891	0.534492	0.586903	0.834534	0.875	0.8	0.75	mutual_knn
P1549	P3362	0.616789	0.542585	0.582695	0.686821	1.0	0.777778	0.75	mutual_knn
P0510	P1927	0.616356	0.570481	0.589118	0.721982	0.8125	0.777778	0.75	mutual_knn
P1696	P1871	0.616237	0.561017	0.578974	0.744715	0.866667	0.777778	0.75	mutual_knn
P0819	P1671	0.61619	0.554012	0.582682	0.729464	0.9	0.777778	0.75	mutual_knn
P2164	P3492	0.61613	0.560353	0.604933	0.736726	0.785714	0.777778	0.75	mutual_knn
P6314	P8745	0.615725	0.525741	0.594966	0.80904	0.9	0.8	0.75	mutual_knn
P0186	P2912	0.615191	0.522667	0.566555	0.900304	0.916667	0.777778	0.75	mutual_knn
P2631	P4421	0.615076	0.556231	0.568919	0.727927	0.928571	0.777778	0.75	mutual_knn
P1233	P1483	0.614979	0.560515	0.586976	0.715915	0.857143	0.777778	0.75	mutual_knn
P0959	P3350	0.614934	0.561275	0.586665	0.724117	0.846154	0.777778	0.75	mutual_knn
P0705	P1238	0.614774	0.552769	0.583287	0.718772	0.9	0.777778	0.75	mutual_knn
P1012	P1460	0.614721	0.542857	0.591755	0.716542	0.916667	0.777778	0.75	mutual_knn
P0498	P0920	0.614706	0.5638	0.594071	0.730715	0.8	0.777778	0.75	mutual_knn
P6034	P9930	0.614536	0.510703	0.574606	0.836078	1.0	0.8	0.75	mutual_knn
P0642	P1911	0.614522	0.560495	0.581645	0.74108	0.846154	0.777778	0.75	mutual_knn
P1523	P3597	0.614208	0.555774	0.593695	0.739633	0.823529	0.777778	0.75	mutual_knn
P2550	P3658	0.614181	0.561487	0.593511	0.621161	0.916667	0.777778	0.75	mutual_knn
P0050	P1204	0.614071	0.566694	0.602764	0.747577	0.733333	0.777778	0.75	mutual_knn
P6551	P8147	0.612997	0.525492	0.574588	0.845106	0.909091	0.8	0.75	mutual_knn
P0178	P2427	0.612936	0.553664	0.578494	0.704056	0.909091	0.777778	0.75	mutual_knn
P10586	P7395	0.612931	0.537916	0.582169	0.837765	0.833333	0.8	0.75	mutual_knn
P6298	P8780	0.612722	0.529973	0.602103	0.834977	0.8	0.8	0.75	mutual_knn
P1049	P1259	0.61235	0.550297	0.589266	0.738575	0.846154	0.777778	0.75	mutual_knn
P0050	P1051	0.612225	0.566183	0.594275	0.694462	0.8	0.777778	0.75	mutual_knn
P0470	P1874	0.612113	0.55501	0.58483	0.730531	0.846154	0.777778	0.75	mutual_knn
P0651	P2121	0.612099	0.535887	0.570911	0.711306	1.0	0.777778	0.75	mutual_knn
P1402	P2711	0.612031	0.569763	0.597335	0.715704	0.75	0.777778	0.75	mutual_knn
P2072	P3653	0.612001	0.577243	0.607686	0.759148	0.636364	0.777778	0.75	mutual_knn
P4964	P7657	0.611967	0.503409	0.604799	0.862531	0.875	0.8	0.75	mutual_knn
P0509	P3229	0.611801	0.560859	0.579424	0.766164	0.8	0.777778	0.75	mutual_knn
P7664	P9462	0.611295	0.514651	0.565173	0.818913	1.0	0.8	0.75	mutual_knn
P4142	P7241	0.61103	0.513111	0.581459	0.857102	0.909091	0.8	0.75	mutual_knn
P0723	P3329	0.610935	0.569448	0.594556	0.729047	0.736842	0.777778	0.75	mutual_knn
P10826	P8677	0.610867	0.534767	0.569472	0.83407	0.875	0.8	0.75	mutual_knn
