left	right	score	edge_jaccard	branch_jaccard	root_jaccard	ayah_jaccard	branch_containment	edge_containment	edge_type
P0509	P0637	0.667285	0.56727	0.630155	0.914595	1.0	0.777778	0.75	mutual_knn
P1075	P1126	0.660763	0.604685	0.603876	0.772975	1.0	0.8	0.75	mutual_knn
P0151	P0582	0.660094	0.602149	0.631126	0.682332	1.0	0.777778	0.75	mutual_knn
P0334	P0432	0.657629	0.591456	0.623063	0.734022	1.0	0.777778	0.75	mutual_knn
P0058	P0541	0.656928	0.601888	0.619014	0.694241	1.0	0.777778	0.75	mutual_knn
P0085	P0457	0.653489	0.576958	0.619497	0.770337	1.0	0.777778	0.75	mutual_knn
P0291	P0354	0.652482	0.596728	0.618913	0.673349	1.0	0.777778	0.75	mutual_knn
P0215	P0252	0.65174	0.587135	0.621555	0.69985	1.0	0.777778	0.75	mutual_knn
P0855	P0913	0.65089	0.575514	0.591327	0.849448	1.0	0.8	0.75	mutual_knn
P0402	P0721	0.650158	0.56332	0.590028	0.901545	1.0	0.777778	0.75	mutual_knn
P0040	P0541	0.649792	0.584506	0.623926	0.683905	1.0	0.777778	0.75	mutual_knn
P0324	P0506	0.649343	0.565905	0.595322	0.863229	1.0	0.777778	0.75	mutual_knn
P0147	P0377	0.649018	0.562417	0.583754	0.916162	1.0	0.777778	0.75	mutual_knn
P0338	P0516	0.648021	0.549436	0.598593	0.912666	1.0	0.777778	0.75	mutual_knn
P0426	P0464	0.646823	0.596194	0.608916	0.654153	1.0	0.777778	0.75	mutual_knn
P0127	P0460	0.646406	0.59287	0.600215	0.695393	1.0	0.777778	0.75	mutual_knn
P0609	P0703	0.646278	0.592822	0.591726	0.724041	1.0	0.777778	0.75	mutual_knn
P0042	P0280	0.645626	0.545398	0.61055	0.865047	1.0	0.777778	0.75	mutual_knn
P0406	P0637	0.645139	0.559695	0.619182	0.765627	1.0	0.777778	0.75	mutual_knn
