left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C097	C258	0.777062	0.886177	0.568809	0.672541	0.960769	0.768227	1.0	mutual_knn
C012	C042	0.75878	0.904663	0.526174	0.583191	0.902771	0.696561	1.0	mutual_knn
C001	C011	0.751575	0.849187	0.577628	0.646436	0.890495	0.763804	1.0	mutual_knn
C003	C054	0.748991	0.869846	0.544188	0.63488	0.873235	0.787505	1.0	mutual_knn
C079	C298	0.745102	0.822943	0.541447	0.767159	0.944809	0.819679	0.929685	mutual_knn
C138	C298	0.737543	0.888024	0.505642	0.502916	0.915475	0.674193	0.968387	mutual_knn
C003	C417	0.723904	0.862613	0.475511	0.587516	0.911923	0.787505	1.0	mutual_knn
C044	C109	0.721263	0.83769	0.487915	0.610737	0.949698	0.683171	1.0	mutual_knn
C123	C200	0.707938	0.746686	0.572962	0.71196	0.915101	0.771515	0.858688	mutual_knn
C057	C156	0.706423	0.757271	0.5703	0.626765	0.940205	0.740326	1.0	mutual_knn
C187	C441	0.695058	0.843065	0.525707	0.358132	0.8	0.71295	0.917999	mutual_knn
C079	C098	0.681427	0.723027	0.556604	0.616098	0.913223	0.819679	0.929685	mutual_knn
C031	C042	0.676051	0.795219	0.411244	0.606178	0.944505	0.58296	0.894616	mutual_knn
C197	C252	0.670869	0.708594	0.487972	0.715493	0.986307	0.706515	1.0	mutual_knn
C054	C417	0.668331	0.764002	0.416504	0.698738	0.915052	0.637849	0.869846	mutual_knn
C042	C122	0.667675	0.74577	0.466655	0.565033	0.982903	0.682646	1.0	mutual_knn
C053	C332	0.6632	0.677944	0.586515	0.540551	0.942181	0.800021	0.843975	mutual_knn
C044	C090	0.662678	0.904832	0.360539	0.231465	0.789532	0.569453	1.0	mutual_knn
C127	C574	0.662674	0.77966	0.392122	0.597355	0.954723	0.613926	0.914372	mutual_knn
C123	C148	0.659631	0.683214	0.52351	0.658045	0.951662	0.771515	0.858688	mutual_knn
C388	C391	0.659448	0.667417	0.56583	0.617097	0.942809	0.732201	0.823325	mutual_knn
C052	C138	0.657149	0.700083	0.507643	0.58548	0.962664	0.674684	0.912669	mutual_knn
C085	C242	0.656684	0.751549	0.521411	0.376209	0.868652	0.778072	0.911798	mutual_knn
C414	C600	0.656162	0.69485	0.516367	0.600697	0.937572	0.725171	1.0	mutual_knn
C258	C355	0.655782	0.679026	0.539716	0.604575	0.938971	0.70155	0.860777	mutual_knn
C130	C396	0.65446	0.685127	0.582509	0.505331	0.866111	0.777909	1.0	mutual_knn
C068	C211	0.65057	0.695991	0.574978	0.451933	0.848875	0.733541	1.0	mutual_knn
C153	C265	0.64781	0.70308	0.501142	0.539962	0.919319	0.692936	0.851804	mutual_knn
C003	C574	0.645139	0.787647	0.416981	0.454792	0.807418	0.677128	0.914372	mutual_knn
C054	C574	0.643418	0.691773	0.450484	0.649293	0.974575	0.637849	0.914372	mutual_knn
C008	C100	0.642421	0.647599	0.556879	0.587901	0.92768	0.843659	0.818617	mutual_knn
C148	C200	0.641362	0.678525	0.484684	0.655571	0.911372	0.690052	0.851294	mutual_knn
C308	C340	0.641238	0.648789	0.531012	0.618333	0.957066	0.698447	0.812278	mutual_knn
C003	C127	0.640945	0.732643	0.474905	0.484204	0.837323	0.677128	0.850371	mutual_knn
C315	C334	0.64062	0.675212	0.565245	0.466843	0.867562	0.747329	0.888128	mutual_knn
C078	C235	0.639981	0.626185	0.530954	0.717887	0.95814	0.76939	0.853554	mutual_knn
C153	C196	0.639822	0.659338	0.505766	0.634197	0.950034	0.692936	0.851804	mutual_knn
C050	C311	0.639503	0.706931	0.552311	0.332473	0.870968	0.75407	0.844671	mutual_knn
C012	C031	0.636877	0.727107	0.417125	0.538963	0.942898	0.594538	0.87741	mutual_knn
C078	C436	0.634913	0.670112	0.440857	0.713555	0.962447	0.621457	1.0	mutual_knn
C201	C648	0.633223	0.622366	0.590494	0.623609	0.825307	0.772795	0.833631	mutual_knn
C528	C599	0.632695	0.702719	0.437578	0.579555	0.921063	0.611312	0.900884	mutual_knn
C098	C298	0.632643	0.691105	0.453817	0.622665	0.886789	0.634269	0.877564	mutual_knn
C120	C233	0.632633	0.614884	0.559607	0.611563	0.961524	0.739266	0.778267	mutual_knn
C079	C138	0.631634	0.731241	0.45491	0.445485	0.849917	0.732777	0.896194	mutual_knn
C005	C063	0.630413	0.587555	0.558606	0.721595	0.968942	0.83981	0.809517	mutual_knn
C033	C190	0.62911	0.715421	0.470914	0.352645	0.948608	0.646024	0.879792	mutual_knn
C158	C357	0.628495	0.658735	0.526447	0.548463	0.863466	0.693851	0.849882	mutual_knn
C020	C024	0.628475	0.616654	0.533561	0.632067	0.968728	0.696729	0.811658	mutual_knn
C012	C122	0.628326	0.691429	0.473116	0.50619	0.900581	0.696561	0.904663	mutual_knn
C155	C192	0.626324	0.626406	0.546526	0.530012	0.961617	0.728437	0.866705	mutual_knn
C039	C054	0.624727	0.671297	0.466658	0.530254	0.960559	0.650299	0.803597	mutual_knn
C020	C022	0.622856	0.589471	0.558399	0.649043	0.956969	0.72756	0.786689	mutual_knn
C061	C250	0.622682	0.636347	0.485798	0.647285	0.940403	0.75851	0.932563	mutual_knn
C102	C403	0.622123	0.623271	0.572716	0.450102	0.936626	0.785427	0.784576	mutual_knn
C058	C136	0.621656	0.617134	0.556073	0.523118	0.939552	0.740509	0.773758	mutual_knn
C074	C319	0.621566	0.672984	0.52231	0.381541	0.902266	0.688984	0.910932	mutual_knn
C119	C350	0.621512	0.666057	0.514764	0.441604	0.898933	0.69055	0.945915	mutual_knn
C120	C366	0.621498	0.60889	0.555555	0.611006	0.892857	0.749637	0.858021	mutual_knn
C035	C110	0.621042	0.633957	0.563478	0.423187	0.927015	0.758517	0.796227	mutual_knn
C357	C543	0.620872	0.605202	0.539382	0.657814	0.906747	0.705584	0.777092	mutual_knn
C006	C007	0.619263	0.60593	0.530633	0.619649	0.951432	0.69745	0.782324	mutual_knn
C765	C779	0.617786	0.639501	0.482115	0.616346	0.917663	0.665857	0.824843	mutual_knn
C225	C368	0.614504	0.605275	0.500335	0.642755	0.974905	0.71791	0.775775	mutual_knn
C098	C138	0.613339	0.695272	0.448552	0.437675	0.873698	0.631597	0.854518	mutual_knn
C006	C063	0.613147	0.597335	0.513001	0.630172	0.975622	0.746099	0.769844	mutual_knn
C052	C298	0.612949	0.657427	0.442481	0.580439	0.934477	0.614661	0.907527	mutual_knn
C028	C253	0.612725	0.641059	0.517309	0.495568	0.874461	0.744349	0.787202	mutual_knn
C627	C647	0.61155	0.649898	0.48013	0.530944	0.894675	0.693402	0.928373	mutual_knn
C027	C141	0.611546	0.661507	0.515165	0.399375	0.863059	0.680134	0.943247	mutual_knn
C293	C403	0.611004	0.634594	0.521229	0.455228	0.918156	0.707272	0.812083	mutual_knn
C036	C270	0.609903	0.587288	0.541111	0.573301	0.965949	0.706446	0.741405	mutual_knn
C234	C283	0.609568	0.60153	0.54014	0.59115	0.876457	0.701544	0.810204	mutual_knn
