left	right	score	edge_jaccard	branch_jaccard	root_ayah_jaccard	window_cosine	branch_containment	edge_containment	edge_type
C1437	C817	0.74937	0.91056	0.505752	0.503597	0.920045	0.709487	1.0	mutual_knn
C1502	C805	0.740079	0.864598	0.562753	0.59582	0.793725	0.782836	1.0	mutual_knn
C311	C314	0.739636	0.780815	0.555959	0.845069	0.979334	0.725603	0.912884	mutual_knn
C267	C770	0.735951	0.802313	0.558664	0.722106	0.949844	0.73621	0.955313	mutual_knn
C089	C321	0.731174	0.799979	0.543465	0.73187	0.949581	0.724459	0.913844	mutual_knn
C278	C643	0.715406	0.850942	0.536083	0.442689	0.848415	0.76854	0.944832	mutual_knn
C1764	C1786	0.714166	0.818464	0.535688	0.588677	0.853602	0.732825	1.0	mutual_knn
C1164	C1458	0.713549	0.750612	0.586138	0.679661	0.944357	0.83391	1.0	mutual_knn
C376	C758	0.709227	0.734861	0.564881	0.756754	0.966564	0.739326	0.877377	mutual_knn
C063	C321	0.705519	0.711476	0.560095	0.82257	0.994958	0.745041	0.862291	mutual_knn
C202	C553	0.7048	0.797941	0.510417	0.606172	0.920869	0.759277	1.0	mutual_knn
C072	C643	0.70318	0.738074	0.581223	0.669393	0.928371	0.844785	0.897381	mutual_knn
C219	C312	0.701663	0.689115	0.570561	0.8878	0.971571	0.728132	0.839525	mutual_knn
C100	C1328	0.699285	0.702665	0.55546	0.82002	0.993124	0.842887	0.846107	mutual_knn
C1362	C1484	0.696679	0.713819	0.57458	0.706763	0.967189	0.758769	0.837519	mutual_knn
C058	C140	0.696623	0.799939	0.569897	0.457641	0.799203	0.793894	1.0	mutual_knn
C310	C880	0.694854	0.830451	0.527897	0.412714	0.799879	0.704649	0.966838	mutual_knn
C1437	C945	0.691223	0.8448	0.470437	0.443869	0.833052	0.641891	1.0	mutual_knn
C259	C594	0.690854	0.76706	0.512408	0.593898	0.94212	0.700346	0.908078	mutual_knn
C045	C230	0.68936	0.775026	0.532286	0.471526	0.950085	0.702318	0.913732	mutual_knn
C109	C413	0.688868	0.790093	0.57566	0.339906	0.87133	0.755714	0.939157	mutual_knn
C099	C377	0.685732	0.692052	0.559826	0.744965	0.97262	0.768612	0.851219	mutual_knn
C153	C220	0.684499	0.745042	0.530215	0.598416	0.930727	0.699511	0.892379	mutual_knn
C1175	C163	0.68115	0.730783	0.548544	0.631362	0.88059	0.758378	0.861376	mutual_knn
C651	C857	0.679514	0.706976	0.590085	0.600997	0.889011	0.763771	0.86105	mutual_knn
C516	C761	0.678852	0.669022	0.592333	0.720324	0.946088	0.816334	0.910804	mutual_knn
C133	C542	0.677205	0.750909	0.512872	0.532578	0.946312	0.712635	0.867654	mutual_knn
