morpheme_id	word_id	qac_ref	morpheme_index	surface_ar	stem_ar	lemma_ar	root	root_join_key	pos	morpheme_role	morph_features	aspect	mood	voice	measure	person	gender	number	grammatical_case
m-w-s027-a000-w001-01	w-s027-a000-w001	1:1:1:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s027-a000-w001-02	w-s027-a000-w001	1:1:1:2	2	سْمِ	سْمِ	ٱسْم	س م و	سمو	N	STEM	STEM|POS:N|LEM:{som|ROOT:smw|M|GEN								GEN
m-w-s027-a000-w002-01	w-s027-a000-w002	1:1:2:1	1	ٱللَّهِ	ٱللَّهِ	ٱللَّه	ء ل ه	ءله	PN	STEM	STEM|POS:PN|LEM:{ll~ah|ROOT:Alh|GEN								GEN
m-w-s027-a000-w003-01	w-s027-a000-w003	1:1:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s027-a000-w003-02	w-s027-a000-w003	1:1:3:2	2	رَّحْمَٰنِ	رَّحْمَٰنِ	رَّحْمَٰن	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHoma`n|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s027-a000-w004-01	w-s027-a000-w004	1:1:4:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s027-a000-w004-02	w-s027-a000-w004	1:1:4:2	2	رَّحِيمِ	رَّحِيمِ	رَّحِيم	ر ح م	رحم	ADJ	STEM	STEM|POS:ADJ|LEM:r~aHiym|ROOT:rHm|MS|GEN						M	singular	GEN
m-w-s027-a001-w001-01	w-s027-a001-w001	27:1:1:1	1	طسٓ	طسٓ				INL	STEM	STEM|POS:INL								
m-w-s027-a001-w002-01	w-s027-a001-w002	27:1:2:1	1	تِلْكَ	تِلْكَ	ذَٰلِك			DEM	STEM	STEM|POS:DEM|LEM:*a`lik|FS						F	singular	
m-w-s027-a001-w003-01	w-s027-a001-w003	27:1:3:1	1	ءَايَٰتُ	ءَايَٰتُ	ءَايَة	ء ي ي	ءيي	N	STEM	STEM|POS:N|LEM:'aAyap|ROOT:Ayy|FP|NOM						F	plural	NOM
m-w-s027-a001-w004-01	w-s027-a001-w004	27:1:4:1	1	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s027-a001-w004-02	w-s027-a001-w004	27:1:4:2	2	قُرْءَانِ	قُرْءَانِ	قُرْءَان	ق ر ء	قرء	PN	STEM	STEM|POS:PN|LEM:quro'aAn|ROOT:qrA|M|GEN								GEN
m-w-s027-a001-w005-01	w-s027-a001-w005	27:1:5:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s027-a001-w005-02	w-s027-a001-w005	27:1:5:2	2	كِتَابٍ	كِتَابٍ	كِتَٰب	ك ت ب	كتب	N	STEM	STEM|POS:N|LEM:kita`b|ROOT:ktb|M|INDEF|GEN								GEN
m-w-s027-a001-w006-01	w-s027-a001-w006	27:1:6:1	1	مُّبِينٍ	مُّبِينٍ	مُّبِين	ب ي ن	بين	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:m~ubiyn|ROOT:byn|M|INDEF|GEN			ACT	IV				GEN
m-w-s027-a002-w001-01	w-s027-a002-w001	27:2:1:1	1	هُدًى	هُدًى	هُدًى	ه د ي	هدي	N	STEM	STEM|POS:N|LEM:hudFY|ROOT:hdy|M|INDEF|GEN								GEN
m-w-s027-a002-w002-01	w-s027-a002-w002	27:2:2:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s027-a002-w002-02	w-s027-a002-w002	27:2:2:2	2	بُشْرَىٰ	بُشْرَىٰ	بُشْرَىٰ	ب ش ر	بشر	N	STEM	STEM|POS:N|LEM:bu$oraY`|ROOT:b$r|F|NOM								NOM
m-w-s027-a002-w003-01	w-s027-a002-w003	27:2:3:1	1	لِ					P	PREFIX	PREFIX|l:P+								
m-w-s027-a002-w003-02	w-s027-a002-w003	27:2:3:2	2	لْ					DET	PREFIX	PREFIX|Al+								
m-w-s027-a002-w003-03	w-s027-a002-w003	27:2:3:3	3	مُؤْمِنِينَ	مُؤْمِنِينَ	مُؤْمِن	ء م ن	ءمن	N	STEM	STEM|POS:N|ACT|PCPL|(IV)|LEM:mu&omin|ROOT:Amn|MP|GEN			ACT	IV		M	plural	GEN
m-w-s027-a003-w001-01	w-s027-a003-w001	27:3:1:1	1	ٱلَّذِينَ	ٱلَّذِينَ	ٱلَّذِى			REL	STEM	STEM|POS:REL|LEM:{l~a*iY|MP						M	plural	
m-w-s027-a003-w002-01	w-s027-a003-w002	27:3:2:1	1	يُقِيمُ	يُقِيمُ	أَقَامَ	ق و م	قوم	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:>aqaAma|ROOT:qwm|3MP	IMPF			IV	3	M	plural	
m-w-s027-a003-w002-02	w-s027-a003-w002	27:3:2:2	2	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s027-a003-w003-01	w-s027-a003-w003	27:3:3:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s027-a003-w003-02	w-s027-a003-w003	27:3:3:2	2	صَّلَوٰةَ	صَّلَوٰةَ	صَلَوٰة	ص ل و	صلو	N	STEM	STEM|POS:N|LEM:Salaw`p|ROOT:Slw|F|ACC								ACC
m-w-s027-a003-w004-01	w-s027-a003-w004	27:3:4:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s027-a003-w004-02	w-s027-a003-w004	27:3:4:2	2	يُؤْتُ	يُؤْتُ	آتَى	ء ت ي	ءتي	V	STEM	STEM|POS:V|IMPF|(IV)|LEM:A^taY|ROOT:Aty|3MP	IMPF			IV	3	M	plural	
m-w-s027-a003-w004-03	w-s027-a003-w004	27:3:4:3	3	ونَ					PRON	SUFFIX	SUFFIX|PRON:3MP					3	M	plural	
m-w-s027-a003-w005-01	w-s027-a003-w005	27:3:5:1	1	ٱل					DET	PREFIX	PREFIX|Al+								
m-w-s027-a003-w005-02	w-s027-a003-w005	27:3:5:2	2	زَّكَوٰةَ	زَّكَوٰةَ	زَكَوٰة	ز ك و	زكو	N	STEM	STEM|POS:N|LEM:zakaw`p|ROOT:zkw|F|ACC								ACC
m-w-s027-a003-w006-01	w-s027-a003-w006	27:3:6:1	1	وَ					CONJ	PREFIX	PREFIX|w:CONJ+								
m-w-s027-a003-w006-02	w-s027-a003-w006	27:3:6:2	2	هُم	هُم				PRON	STEM	STEM|POS:PRON|3MP					3	M	plural	
m-w-s027-a003-w007-01	w-s027-a003-w007	27:3:7:1	1	بِ					P	PREFIX	PREFIX|bi+								
m-w-s027-a003-w007-02	w-s027-a003-w007	27:3:7:2	2	ٱلْ					DET	PREFIX	PREFIX|Al+								
m-w-s027-a003-w007-03	w-s027-a003-w007	27:3:7:3	3	ءَاخِرَةِ	ءَاخِرَةِ	آخِر	ء خ ر	ءخر	N	STEM	STEM|POS:N|LEM:A^xir|ROOT:Axr|FS|GEN						F	singular	GEN
