candidate_id	channel_score	label_hint	ayah_count	root_count	branch_count	edge_count	mean_affinity	density	reciprocal_edge_ratio	strong_rank_ratio	ayahs	roots	top_facets	example_edge
C001	0.8407	noon / shadow / daylight / light	18	13	13	25	0.05937448	0.3205	1.0	0.64	3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,21,23	ج ل و د ب ر ش د د ظ ل م ع ق ل غ د و ف ي ء ق و م ك ب ر م ث ل ن ص ر ن ف س ه ج ر	kw:noon(62.7642); kw:shadow(59.5205); kw:daylight(48.7992); kw:light(44.7539); kw:time(36.0591); kw:zenith(35.7766); kw:midday(34.884); kw:redress(34.884)	ش د د:B005:شد النهار وارتفاعه → ك ب ر:B013:أكبر النهار
C002	0.8336	rain / sky / land_water_sky/weather_climate / deluge	18	16	17	44	0.06034006	0.3259	0.9545	0.6136	1,2,4,6,7,8,9,10,11,12,13,14,15,16,18,21,23,24	ء ت ي ب غ ي خ ر ج خ ي ل ر ب ب ر ك ب س ب ل س م و ش د د ض ر ب ع ز ز غ د و ك ل ل ن ص ر و ب ل و ل ي	kw:rain(106.6268); kw:sky(83.8128); theme:land_water_sky/weather_climate(75.0559); kw:deluge(50.3071); kw:cloud(49.8887); kw:weather(47.4318); kw:climate(47.3897); kw:torrent(47.0731)	س م و:B004:السماء وما علا فأظل → ر ب ب:B008:رباب السحاب
C003	0.8312	body_health_life/reproduction_birth / womb / reproduction / marriage	18	15	17	41	0.06127679	0.306	1.0	0.6341	2,3,4,5,6,7,8,9,10,11,14,15,18,19,20,21,22,23	ت ر ك ج م ع ج ن ن ح ص ن ر ء ي ر ح م ر س ل ش ر ك ش ه د ظ ن ن ع ذ ب غ ن ي ف ي ء ق ر ء ن ف س	theme:body_health_life/reproduction_birth(140.4644); kw:womb(93.3362); kw:reproduction(81.5892); kw:marriage(79.4706); kw:pregnancy(64.8028); kw:gestation(56.5787); kw:birth(49.4984); kw:woman(46.9162)	ع ذ ب:B009:العذابة والرحم والخرج بعد الولد → ر ح م:B003:رَحِم الأنثى
C004	0.8165	calendar / land_water_sky/sky_astronomy / mansion / moon	11	10	10	18	0.06606069	0.4	0.9444	0.7778	2,6,7,10,11,12,14,16,20,21,24	ء ب د ء خ ذ ب ر ء د ب ر س و ي ع ب ر غ ف ر ق ل ب ك ل ل ن ز ل	kw:calendar(84.7527); theme:land_water_sky/sky_astronomy(77.0844); kw:mansion(62.1239); kw:moon(59.0879); kw:astronomy(53.537); kw:star(51.3473); kw:constellation(43.7155); kw:sky(35.9198)	ء خ ذ:B008:أخذ القمر في منازله → غ ف ر:B006:منزل قمري من ثلاثة أنجم
C005	0.8113	tribute / revenue / tax / levy	12	9	10	15	0.06285421	0.3409	1.0	0.7333	2,3,6,7,8,9,10,11,12,17,18,21	ء ت ي ج ز ي ج ع ل خ ر ج ض ر ب ع م ل غ ل ل ف ي ء ك ت ب	kw:tribute(81.3321); kw:revenue(79.3254); kw:tax(66.0079); kw:levy(62.7642); kw:payment(56.2768); theme:economy_property/finance_debt(48.7939); kw:taxation(45.7343); kw:finance(37.1238)	خ ر ج:B003:مال يخرج على جهة معلومة → ض ر ب:B010:المال المضروب على أحد
C006	0.8103	ritual_belief/religion_worship / fear / dread / devotion	19	9	17	30	0.0663037	0.2564	1.0	0.7333	1,2,3,4,5,6,7,8,9,11,12,13,16,18,19,21,22,23,24	ء ل ه خ ش ي خ و ف د و ر ر ع ب ر ه ب س ب ح ق د س ن ص ر	theme:ritual_belief/religion_worship(102.4554); kw:fear(73.3311); kw:dread(62.7642); kw:devotion(53.335); kw:intimidation(47.5952); kw:terror(46.5929); kw:apprehension(36.9273); kw:monk(34.884)	خ و ف:B001:ذعر يتوقع المكروه → خ ش ي:B001:الخوف والخشية مع الهيبة
C007	0.8066	law_governance/authority_governance / governance / power / authority	12	11	14	29	0.06153074	0.3333	1.0	0.7241	2,5,6,10,11,12,13,14,15,16,18,23	ء م ر ء و ل ر ب ب س ل ط ع م ل ق د ر ق و ل ق و م م ل ك و ل ي ي د ي	theme:law_governance/authority_governance(125.0979); kw:governance(78.8193); kw:power(76.4806); kw:authority(52.4284); kw:hierarchy(43.4607); kw:politics(39.4154); kw:dominion(34.884); kw:ruler(34.884)	و ل ي:B003:تولي الأمر والقيام عليه → ء م ر:B003:الولاية وصاحب السلطان
C008	0.8062	space_form_boundary/place_location / residence / adjacency / stay	16	12	14	26	0.06287665	0.2921	0.9615	0.6538	1,3,5,7,9,10,11,12,13,14,15,16,17,19,21,24	ء ب د ء ر ض خ ل د د ن و ر ب ب س ك ن غ ن ي ق ر ء ق ر ب ق و م ك و ن و ل ي	theme:space_form_boundary/place_location(93.6756); kw:residence(63.0508); kw:adjacency(47.0731); kw:stay(44.9833); kw:station(41.7788); kw:nearness(39.1426); kw:habitation(37.0293); kw:relation(34.4119)	ق و م:B006:مقام وإقامة في موضع → ك و ن:B002:المكان والمكانة من الكون
C009	0.8061	knowledge / sign / banner / landmark	16	10	12	16	0.06058337	0.25	1.0	0.875	1,2,3,4,5,7,9,11,13,15,16,17,20,21,22,24	ء ث ر ء ذ ن ء م ر ح ك م ر ء ي ع ب ر ع ق ب ع ل م ف ق ه ن و ر	kw:knowledge(67.2365); kw:sign(55.4339); kw:banner(49.5059); kw:landmark(41.3787); kw:mark(36.6655); theme:cognition_perception/knowledge_learning(34.1892); kw:flag(33.5381); kw:semiotics(30.7655)	ء م ر:B005:العلامة والموعد → ع ل م:B002:أثر يميز الشيء ويهدي إليه
C010	0.805	fear / victory / competition / dominance	12	10	16	40	0.06667041	0.3704	1.0	0.7	1,2,7,8,9,10,13,16,17,21,23,24	ء ت ي ج ز ي ج ي ء خ ش ي خ و ف ر ض ي ر ع ب ر ه ب ع ز ز ك ب ر	kw:fear(73.3311); kw:victory(69.2923); kw:competition(69.0687); kw:dominance(68.0407); kw:dread(62.7642); kw:contest(54.9176); kw:intimidation(47.5952); theme:conflict_security/conflict(47.4608)	خ و ف:B001:ذعر يتوقع المكروه → خ ش ي:B001:الخوف والخشية مع الهيبة
